id,food_code,food_name,country_origin,manufacturer,category_main,category_sub,food_image,allergy_info,storage_info,harvest_time
707,R000707-ZZ-AVG,"개비름, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
708,R000708-ZZ-AVG,"개비름, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
709,R000709-ZZ-AVG,"갯기름나물, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
710,R000710-ZZ-AVG,"갯기름나물, 노지, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
711,R000711-ZZ-AVG,"갯기름나물, 노지, 어린잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
712,R000712-ZZ-AVG,"갯기름나물, 하우스, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
713,R000713-ZZ-AVG,"갯기름나물, 하우스, 어린잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
714,R000714-ZZ-AVG,"갯기름나물, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
715,R000715-ZZ-AVG,"갯기름나물, 노지, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
716,R000716-ZZ-AVG,"갯기름나물, 노지, 어린잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
717,R000717-ZZ-AVG,"갯기름나물, 하우스, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
718,R000718-ZZ-AVG,"갯기름나물, 하우스, 어린잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
719,R000719-ZZ-AVG,"갯나물, 세발나물, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
720,R000720-ZZ-AVG,"갯나물, 세발나물, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
721,R000721-ZZ-AVG,"갯나물, 칠면초, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
722,R000722-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 노지, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
723,R000723-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 하우스, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
724,R000724-ZZ-AVG,"갯나물, 퉁퉁마디(함초), 환",대한민국,전국(대표),농축산물,채소류,,,,평균
725,R000725-ZZ-AVG,"게걸무, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
726,R000726-ZZ-AVG,"게걸무, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
727,R000727-ZZ-AVG,"겨자, 녹색, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
728,R000728-ZZ-AVG,"겨자, 적색, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
729,R000729-ZZ-AVG,"경수채, 어린잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
730,R000730-ZZ-AVG,"고구마, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
731,R000731-ZZ-AVG,"고구마, 잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
732,R000732-ZZ-AVG,"고구마, 줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
733,R000733-ZZ-AVG,"고구마, 줄기, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
734,R000734-ZZ-AVG,"고구마, 줄기, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
735,R000735-ZZ-AVG,"고구마, 줄기, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
736,R000736-ZZ-AVG,"고구마, 줄기, 삶아서 말린것, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
737,R000737-ZZ-AVG,"고구마, 줄기, 껍질 포함, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
738,R000738-ZZ-AVG,"고구마, 줄기, 껍질 포함, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
739,R000739-ZZ-AVG,"고구마, 줄기, 껍질 포함, 삶아서 말린것, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
740,R000740-ZZ-AVG,"고들빼기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
741,R000741-ZZ-AVG,"고들빼기, 이고들빼기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
742,R000742-ZZ-AVG,"고려엉겅퀴(곤드레), 재래종, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
743,R000743-ZZ-AVG,"고려엉겅퀴(곤드레), 야생, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
744,R000744-ZZ-AVG,"고려엉겅퀴(곤드레), 재배, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
745,R000745-ZZ-AVG,"고비, 야생, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
746,R000746-ZZ-AVG,"고비, 야생, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
747,R000747-ZZ-AVG,"고비, 야생, 말린것, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
748,R000748-ZZ-AVG,"고비, 야생, 삶아서 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
749,R000749-ZZ-AVG,"고비, 재배, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
750,R000750-ZZ-AVG,"고사리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
751,R000751-ZZ-AVG,"고사리, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
752,R000752-ZZ-AVG,"고사리, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
753,R000753-ZZ-AVG,"고사리, 삶아서 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
754,R000754-ZZ-AVG,"고수(향채), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
755,R000755-ZZ-AVG,"고추, 싹, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
756,R000756-ZZ-AVG,"고추, 빨간색, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
757,R000757-ZZ-AVG,"고추, 빨간색, 녹광, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
758,R000758-ZZ-AVG,"고추, 빨간색, 수비초, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
759,R000759-ZZ-AVG,"고추, 빨간색, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
760,R000760-ZZ-AVG,"고추, 연두색, 시레나, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
761,R000761-ZZ-AVG,"고추, 초록색, 녹광, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
762,R000762-ZZ-AVG,"고추, 초록색, 시레나, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
763,R000763-ZZ-AVG,"고추, 풋고추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
764,R000764-ZZ-AVG,"고추, 풋고추, 재래종, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
765,R000765-ZZ-AVG,"고추, 꽈리고추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
766,R000766-ZZ-AVG,"고추, 오이고추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
767,R000767-ZZ-AVG,"고추, 청양고추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
768,R000768-ZZ-AVG,고추장아찌,대한민국,전국(대표),농축산물,채소류,,,,평균
769,R000769-ZZ-AVG,"고춧잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
770,R000770-ZZ-AVG,"고춧잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
771,R000771-ZZ-AVG,"고춧잎, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
772,R000772-ZZ-AVG,"고춧잎, 삶아서 말린것, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
773,R000773-ZZ-AVG,"고추냉이, 뿌리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
774,R000774-ZZ-AVG,"고추냉이, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
775,R000775-ZZ-AVG,"고추냉이, 줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
776,R000776-ZZ-AVG,"곤달비, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
777,R000777-ZZ-AVG,"곤달비, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
778,R000778-ZZ-AVG,"공심채, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
779,R000779-ZZ-AVG,"공심채, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
780,R000780-ZZ-AVG,"꾸지뽕, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
781,R000781-ZZ-AVG,"꾸지뽕, 잎, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
782,R000782-ZZ-AVG,"꾸지뽕, 잎, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
783,R000783-ZZ-AVG,"구기자, 순, 재래종, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
784,R000784-ZZ-AVG,"구기자, 잎, 재래종, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
785,R000785-ZZ-AVG,"국화꽃, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
786,R000786-ZZ-AVG,"국화꽃, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
787,R000787-ZZ-AVG,"국화꽃, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
788,R000788-ZZ-AVG,"근대, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
789,R000789-ZZ-AVG,"근대, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
790,R000790-ZZ-AVG,"김치, 갓김치",대한민국,전국(대표),농축산물,채소류,,,,평균
791,R000791-ZZ-AVG,"김치, 고들빼기",대한민국,전국(대표),농축산물,채소류,,,,평균
792,R000792-ZZ-AVG,"김치, 깍두기",대한민국,전국(대표),농축산물,채소류,,,,평균
793,R000793-ZZ-AVG,"김치, 나박 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
794,R000794-ZZ-AVG,"김치, 동치미",대한민국,전국(대표),농축산물,채소류,,,,평균
795,R000795-ZZ-AVG,"김치, 배추 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
796,R000796-ZZ-AVG,"김치, 배추 김치, 봄 재배 ",대한민국,전국(대표),농축산물,채소류,,,,평균
797,R000797-ZZ-AVG,"김치, 배추 김치, 여름 재배",대한민국,전국(대표),농축산물,채소류,,,,평균
798,R000798-ZZ-AVG,"김치, 배추 김치, 가을 재배",대한민국,전국(대표),농축산물,채소류,,,,평균
799,R000799-ZZ-AVG,"김치, 백김치",대한민국,전국(대표),농축산물,채소류,,,,평균
800,R000800-ZZ-AVG,"김치, 열무 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
801,R000801-ZZ-AVG,"김치, 열무 물김치",대한민국,전국(대표),농축산물,채소류,,,,평균
802,R000802-ZZ-AVG,"김치, 오이 소박이",대한민국,전국(대표),농축산물,채소류,,,,평균
803,R000803-ZZ-AVG,"김치, 유채 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
804,R000804-ZZ-AVG,"김치, 유채 물김치",대한민국,전국(대표),농축산물,채소류,,,,평균
805,R000805-ZZ-AVG,"김치, 총각 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
806,R000806-ZZ-AVG,"김치, 파 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
807,R000807-ZZ-AVG,"김치, 얼갈이배추 김치",대한민국,전국(대표),농축산물,채소류,,,,평균
808,R000808-ZZ-AVG,"꽃양배추(콜리플라워), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
809,R000809-ZZ-AVG,"꽃양배추(콜리플라워), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
810,R000810-ZZ-AVG,"꿀풀(하고초), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
811,R000811-ZZ-AVG,"꿀풀(하고초), 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
812,R000812-ZZ-AVG,"날개콩, 미숙, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
813,R000813-ZZ-AVG,"냉이, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
814,R000814-ZZ-AVG,"냉이, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
815,R000815-ZZ-AVG,"누리장나무잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
816,R000816-ZZ-AVG,"는쟁이냉이, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
817,R000817-ZZ-AVG,"달래, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
818,R000818-ZZ-AVG,"당귀, 일당귀, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
819,R000819-ZZ-AVG,"당귀, 참당귀, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
820,R000820-ZZ-AVG,"당근, 뿌리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
821,R000821-ZZ-AVG,"당근, 뿌리, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
822,R000822-ZZ-AVG,당근 주스,대한민국,전국(대표),농축산물,채소류,,,,평균
823,R000823-ZZ-AVG,"당근 주스, 캔",대한민국,전국(대표),농축산물,채소류,,,,평균
824,R000824-ZZ-AVG,"대나무순(죽순), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
825,R000825-ZZ-AVG,"대나무순(죽순), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
826,R000826-ZZ-AVG,"대나무순(죽순), 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
827,R000827-ZZ-AVG,"대나무순(죽순), 삶아서 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
828,R000828-ZZ-AVG,"대나무순(죽순), 통조림",대한민국,전국(대표),농축산물,채소류,,,,평균
829,R000829-ZZ-AVG,"더덕, 뿌리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
830,R000830-ZZ-AVG,"더덕, 뿌리, 가루",대한민국,전국(대표),농축산물,채소류,,,,평균
831,R000831-ZZ-AVG,"도라지, 뿌리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
832,R000832-ZZ-AVG,"도라지, 뿌리, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
833,R000833-ZZ-AVG,"도라지, 뿌리, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
834,R000834-ZZ-AVG,"도라지, 뿌리, 가루",대한민국,전국(대표),농축산물,채소류,,,,평균
835,R000835-ZZ-AVG,"돌나물, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
836,R000836-ZZ-AVG,"동아, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
837,R000837-ZZ-AVG,"동아, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
838,R000838-ZZ-AVG,"두릅, 땅두릅, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
839,R000839-ZZ-AVG,"두릅, 땅두릅, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
840,R000840-ZZ-AVG,"두릅, 땅두릅, 줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
841,R000841-ZZ-AVG,"두릅, 땅두릅, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
842,R000842-ZZ-AVG,"두릅, 땅두릅, 잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
843,R000843-ZZ-AVG,"두릅, 땅두릅, 줄기, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
844,R000844-ZZ-AVG,"두릅, 참두릅, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
845,R000845-ZZ-AVG,"두릅, 참두릅, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
846,R000846-ZZ-AVG,"두릅, 참두릅, 줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
847,R000847-ZZ-AVG,"두릅, 참두릅, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
848,R000848-ZZ-AVG,"두릅, 참두릅, 잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
849,R000849-ZZ-AVG,"두릅, 참두릅, 줄기, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
850,R000850-ZZ-AVG,"둥굴레, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
851,R000851-ZZ-AVG,"둥굴레, 잎, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
852,R000852-ZZ-AVG,"들깨, 싹, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
853,R000853-ZZ-AVG,"들깻잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
854,R000854-ZZ-AVG,"들깻잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
855,R000855-ZZ-AVG,"들깻잎, 찐것",대한민국,전국(대표),농축산물,채소류,,,,평균
856,R000856-ZZ-AVG,들깻잎장아찌,대한민국,전국(대표),농축산물,채소류,,,,평균
857,R000857-ZZ-AVG,"들깻잎장아찌, 통조림",대한민국,전국(대표),농축산물,채소류,,,,평균
858,R000858-ZZ-AVG,"루꼴라, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
859,R000859-ZZ-AVG,"리크, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
860,R000860-ZZ-AVG,"리크, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
861,R000861-ZZ-AVG,"마늘, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
862,R000862-ZZ-AVG,"마늘, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
863,R000863-ZZ-AVG,"마늘, 통마늘, 구운것",대한민국,전국(대표),농축산물,채소류,,,,평균
864,R000864-ZZ-AVG,"마늘, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
865,R000865-ZZ-AVG,"마늘, 동결건조",대한민국,전국(대표),농축산물,채소류,,,,평균
866,R000866-ZZ-AVG,"마늘, 난지형, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
867,R000867-ZZ-AVG,"마늘, 난지형, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
868,R000868-ZZ-AVG,"마늘, 난지형, 통마늘, 구운것",대한민국,전국(대표),농축산물,채소류,,,,평균
869,R000869-ZZ-AVG,"마늘, 난지형, 냉동",대한민국,전국(대표),농축산물,채소류,,,,평균
870,R000870-ZZ-AVG,"마늘, 한지형, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
871,R000871-ZZ-AVG,"마늘, 한지형, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
872,R000872-ZZ-AVG,"마늘, 한지형, 통마늘, 구운것",대한민국,전국(대표),농축산물,채소류,,,,평균
873,R000873-ZZ-AVG,"마늘, 한지형, 볶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
874,R000874-ZZ-AVG,"마늘, 깐마늘, 수입산, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
875,R000875-ZZ-AVG,"마늘, 깐마늘, 수입산, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
876,R000876-ZZ-AVG,마늘 장아찌,대한민국,전국(대표),농축산물,채소류,,,,평균
877,R000877-ZZ-AVG,"마늘종, 꽃줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
878,R000878-ZZ-AVG,"마늘종, 꽃줄기, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
879,R000879-ZZ-AVG,마늘종 장아찌,대한민국,전국(대표),농축산물,채소류,,,,평균
880,R000880-ZZ-AVG,"풋마늘, 잎줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
881,R000881-ZZ-AVG,"풋마늘, 잎줄기, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
882,R000882-ZZ-AVG,"마타리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
883,R000883-ZZ-AVG,"머위, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
884,R000884-ZZ-AVG,"머위, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
885,R000885-ZZ-AVG,"머위, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
886,R000886-ZZ-AVG,"머위, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
887,R000887-ZZ-AVG,"머위, 삶아서 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
888,R000888-ZZ-AVG,"메밀, 싹, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
889,R000889-ZZ-AVG,"모링가(드럼스틱), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
890,R000890-ZZ-AVG,"모시풀, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
891,R000891-ZZ-AVG,"모시풀, 잎, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
892,R000892-ZZ-AVG,"모시풀, 잎, 서방종, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
893,R000893-ZZ-AVG,"무, 왜무, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
894,R000894-ZZ-AVG,"무, 조선무, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
895,R000895-ZZ-AVG,"무, 조선무, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
896,R000896-ZZ-AVG,"무청, 왜무, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
897,R000897-ZZ-AVG,"무청, 조선무, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
898,R000898-ZZ-AVG,"무청, 시래기, 말린것, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
899,R000899-ZZ-AVG,"무순, 싹, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
900,R000900-ZZ-AVG,"무 절임, 단무지",대한민국,전국(대표),농축산물,채소류,,,,평균
901,R000901-ZZ-AVG,"무 절임, 쌈무",대한민국,전국(대표),농축산물,채소류,,,,평균
902,R000902-ZZ-AVG,"무 절임, 치킨무",대한민국,전국(대표),농축산물,채소류,,,,평균
903,R000903-ZZ-AVG,"무말랭이, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
904,R000904-ZZ-AVG,무말랭이 무침,대한민국,전국(대표),농축산물,채소류,,,,평균
905,R000905-ZZ-AVG,무국물,대한민국,전국(대표),농축산물,채소류,,,,평균
906,R000906-ZZ-AVG,"물냉이, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
907,R000907-ZZ-AVG,"물쑥, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
908,R000908-ZZ-AVG,"물쑥, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
909,R000909-ZZ-AVG,"미나리, 돌미나리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
910,R000910-ZZ-AVG,"미나리, 돌미나리, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
911,R000911-ZZ-AVG,"미나리, 물미나리, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
912,R000912-ZZ-AVG,"미나리, 물미나리, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
913,R000913-ZZ-AVG,"미나리, 물미나리, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
914,R000914-ZZ-AVG,"미나리, 물미나리, 줄기, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
915,R000915-ZZ-AVG,"미나리, 농축",대한민국,전국(대표),농축산물,채소류,,,,평균
916,R000916-ZZ-AVG,"민들레, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
917,R000917-ZZ-AVG,"민들레, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
918,R000918-ZZ-AVG,"바젤라, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
919,R000919-ZZ-AVG,"바젤라, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
920,R000920-ZZ-AVG,"바질, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
921,R000921-ZZ-AVG,"바질, 잎, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
922,R000922-ZZ-AVG,"박, 과육, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
923,R000923-ZZ-AVG,"박, 생것, 씨 포함",대한민국,전국(대표),농축산물,채소류,,,,평균
924,R000924-ZZ-AVG,"박고지, 말린것",대한민국,전국(대표),농축산물,채소류,,,,평균
925,R000925-ZZ-AVG,"박쥐나무, 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
926,R000926-ZZ-AVG,"방가지똥, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
927,R000927-ZZ-AVG,"방울다다기양배추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
928,R000928-ZZ-AVG,"방울다다기양배추, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
929,R000929-ZZ-AVG,"배암차즈기(곰보배추), 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
930,R000930-ZZ-AVG,"배초향(방아), 잎, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
931,R000931-ZZ-AVG,"배추, 싹, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
932,R000932-ZZ-AVG,"배추, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
933,R000933-ZZ-AVG,"배추, 봄 재배, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
934,R000934-ZZ-AVG,"배추, 여름 재배, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
935,R000935-ZZ-AVG,"배추, 가을 재배, 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
936,R000936-ZZ-AVG,"배추, 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
937,R000937-ZZ-AVG,"배추, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
938,R000938-ZZ-AVG,"배추, 봄 재배, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
939,R000939-ZZ-AVG,"배추, 여름 재배, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
940,R000940-ZZ-AVG,"배추, 가을 재배, 삶은것",대한민국,전국(대표),농축산물,채소류,,,,평균
941,R000941-ZZ-AVG,"배추, 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
942,R000942-ZZ-AVG,"배추, 봄 재배, 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
943,R000943-ZZ-AVG,"배추, 여름 재배, 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
944,R000944-ZZ-AVG,"배추, 가을 재배, 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
945,R000945-ZZ-AVG,"배추, 노랑봄배추(노지), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
946,R000946-ZZ-AVG,"배추, 노랑봄배추(노지), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
947,R000947-ZZ-AVG,"배추, 노랑봄배추(노지), 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
948,R000948-ZZ-AVG,"배추, 노랑봄배추(하우스), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
949,R000949-ZZ-AVG,"배추, 노랑봄배추(하우스), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
950,R000950-ZZ-AVG,"배추, 노랑봄배추(하우스), 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
951,R000951-ZZ-AVG,"배추, 불암 3호(노지), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
952,R000952-ZZ-AVG,"배추, 불암 3호(노지), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
953,R000953-ZZ-AVG,"배추, 불암 3호(노지), 염절임",대한민국,전국(대표),농축산물,채소류,,,,평균
954,R000954-ZZ-AVG,"배추, 불암 3호(하우스), 생것",대한민국,전국(대표),농축산물,채소류,,,,평균
955,R000955-ZZ-AVG,"배추, 불암 3호(하우스), 데친것",대한민국,전국(대표),농축산물,채소류,,,,평균
