id,food_code,food_name,country_origin,manufacturer,category_main,category_sub,food_image,allergy_info,storage_info,harvest_time
2415,R002415-ZZ-AVG,"연어, 통조림, 고형물",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2416,R002416-ZZ-AVG,"연어, 알, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2417,R002417-ZZ-AVG,"연어, 알, 염장",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2418,R002418-ZZ-AVG,"연어, 은연어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2419,R002419-ZZ-AVG,"연어, 홍연어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2420,R002420-ZZ-AVG,"연어, 홍연어, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2421,R002421-ZZ-AVG,"연어, 홍연어, 훈제",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2422,R002422-ZZ-AVG,"열쌍동가리, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2423,R002423-ZZ-AVG,"우각바리, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2424,R002424-ZZ-AVG,"웅어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2425,R002425-ZZ-AVG,"은어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2426,R002426-ZZ-AVG,"은어, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2427,R002427-ZZ-AVG,"은어, 내장, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2428,R002428-ZZ-AVG,"은어, 내장, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2429,R002429-ZZ-AVG,"은어, 양식, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2430,R002430-ZZ-AVG,"은어, 양식, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2431,R002431-ZZ-AVG,"은어, 양식, 내장, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2432,R002432-ZZ-AVG,"은어, 양식, 내장, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2433,R002433-ZZ-AVG,"은어, 내장, 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2434,R002434-ZZ-AVG,"인상어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2435,R002435-ZZ-AVG,"임연수어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2436,R002436-ZZ-AVG,"임연수어, 반건조",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2437,R002437-ZZ-AVG,"임연수어, 염장",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2438,R002438-ZZ-AVG,"잉어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2439,R002439-ZZ-AVG,"잉어, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2440,R002440-ZZ-AVG,"잉어, 내장, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2441,R002441-ZZ-AVG,"장갱이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2442,R002442-ZZ-AVG,"장문볼락, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2443,R002443-ZZ-AVG,"장문볼락, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2444,R002444-ZZ-AVG,"장어, 갯장어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2445,R002445-ZZ-AVG,"장어, 먹장어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2446,R002446-ZZ-AVG,"장어, 뱀장어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2447,R002447-ZZ-AVG,"장어, 뱀장어, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2448,R002448-ZZ-AVG,"장어, 뱀장어, 조미, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2449,R002449-ZZ-AVG,"장어, 뱀장어, 간, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2450,R002450-ZZ-AVG,"장어, 붕장어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2451,R002451-ZZ-AVG,"장어, 붕장어, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2452,R002452-ZZ-AVG,"장어, 붕장어, 뼈, 튀긴것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2453,R002453-ZZ-AVG,"장어, 칠성장어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2454,R002454-ZZ-AVG,"장어, 칠성장어, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2455,R002455-ZZ-AVG,"장어, 양념, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2456,R002456-ZZ-AVG,"전갱이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2457,R002457-ZZ-AVG,"전갱이, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2458,R002458-ZZ-AVG,"전갱이, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2459,R002459-ZZ-AVG,"전갱이, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2460,R002460-ZZ-AVG,"전갱이, 소금에 절여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2461,R002461-ZZ-AVG,"전갱이, 조미반건조",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2462,R002462-ZZ-AVG,"전갱이, 조미반건조, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2463,R002463-ZZ-AVG,"전갱이, 통조림, 조미",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2464,R002464-ZZ-AVG,"전갱이 튀김, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2465,R002465-ZZ-AVG,"전갱이, 어린것, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2466,R002466-ZZ-AVG,"전갱이, 갈전갱이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2467,R002467-ZZ-AVG,"전갱이, 줄전갱이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2468,R002468-ZZ-AVG,"전어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2469,R002469-ZZ-AVG,"전어, 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2470,R002470-ZZ-AVG,"점감펭, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2471,R002471-ZZ-AVG,"점줄우럭, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2472,R002472-ZZ-AVG,"점줄우럭, 구운것(오븐)",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2473,R002473-ZZ-AVG,"정어리, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2474,R002474-ZZ-AVG,"정어리, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2475,R002475-ZZ-AVG,"정어리, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2476,R002476-ZZ-AVG,"정어리, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2477,R002477-ZZ-AVG,"정어리, 삶아서 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2478,R002478-ZZ-AVG,"정어리, 소금에 절여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2479,R002479-ZZ-AVG,"정어리, 염장",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2480,R002480-ZZ-AVG,"정어리, 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2481,R002481-ZZ-AVG,"정어리, 통조림, 유지",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2482,R002482-ZZ-AVG,"정어리, 통조림, 조미",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2483,R002483-ZZ-AVG,"조기(참조기), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2484,R002484-ZZ-AVG,"조기(참조기), 굴비, 소금에 절여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2485,R002485-ZZ-AVG,"조기(참조기), 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2486,R002486-ZZ-AVG,"준치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2487,R002487-ZZ-AVG,"준치, 강준치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2488,R002488-ZZ-AVG,"쥐치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2489,R002489-ZZ-AVG,"쥐치, 포, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2490,R002490-ZZ-AVG,"쥐치, 포, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2491,R002491-ZZ-AVG,"쥐치, 포, 조미하여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2492,R002492-ZZ-AVG,"쥐치, 말쥐치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2493,R002493-ZZ-AVG,"쥐치, 말쥐치, 조미하여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2494,R002494-ZZ-AVG,"참마자, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2495,R002495-ZZ-AVG,"청새치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2496,R002496-ZZ-AVG,"청어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2497,R002497-ZZ-AVG,"청어, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2498,R002498-ZZ-AVG,"청어, 삶아서 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2499,R002499-ZZ-AVG,"청어, 염장",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2500,R002500-ZZ-AVG,"청어, 훈제",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2501,R002501-ZZ-AVG,"청어, 알, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2502,R002502-ZZ-AVG,"청어, 알, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2503,R002503-ZZ-AVG,"청어, 알, 염장",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2504,R002504-ZZ-AVG,"초어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2505,R002505-ZZ-AVG,"통치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2506,R002506-ZZ-AVG,"투라치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2507,R002507-ZZ-AVG,"틸라피아, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2508,R002508-ZZ-AVG,"푸렁통구멍, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2509,R002509-ZZ-AVG,"풀반지, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2510,R002510-ZZ-AVG,"피라미, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2511,R002511-ZZ-AVG,"학공치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2512,R002512-ZZ-AVG,"학공치, 조미하여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2513,R002513-ZZ-AVG,"향어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2514,R002514-ZZ-AVG,"홍감펭, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2515,R002515-ZZ-AVG,"홍어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2516,R002516-ZZ-AVG,"홍치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2517,R002517-ZZ-AVG,"황매퉁이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2518,R002518-ZZ-AVG,"황새치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2519,R002519-ZZ-AVG,"황새치, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2520,R002520-ZZ-AVG,"황새치, 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2521,R002521-ZZ-AVG,"황어, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2522,R002522-ZZ-AVG,"횟대, 빨간횟대, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2523,R002523-ZZ-AVG,"히메치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2524,R002524-ZZ-AVG,"가리비, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2525,R002525-ZZ-AVG,"가리비, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2526,R002526-ZZ-AVG,"가리비, 튀긴것(빵가루)",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2527,R002527-ZZ-AVG,"가리비, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2528,R002528-ZZ-AVG,"가리비, 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2529,R002529-ZZ-AVG,"가리비, 관자, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2530,R002530-ZZ-AVG,"가리비, 관자, 삶아서 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2531,R002531-ZZ-AVG,"가리비, 관자, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2532,R002532-ZZ-AVG,"가리비, 국자가리비, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2533,R002533-ZZ-AVG,"가리비, 비단가리비, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2534,R002534-ZZ-AVG,"가리비, 큰가리비, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2535,R002535-ZZ-AVG,"각시수랑, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2536,R002536-ZZ-AVG,"고둥, 갈색고리돼지고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2537,R002537-ZZ-AVG,"고둥, 갈색띠매물고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2538,R002538-ZZ-AVG,"고둥, 관절매물고둥(보라골뱅이), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2539,R002539-ZZ-AVG,"고둥, 긴고둥(긴뿔고둥), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2540,R002540-ZZ-AVG,"고둥, 나팔고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2541,R002541-ZZ-AVG,"고둥, 두드럭고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2542,R002542-ZZ-AVG,"고둥, 매끈이고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2543,R002543-ZZ-AVG,"고둥, 물레고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2544,R002544-ZZ-AVG,"고둥, 민허리돼지고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2545,R002545-ZZ-AVG,"고둥, 보말고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2546,R002546-ZZ-AVG,"고둥, 보말고둥, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2547,R002547-ZZ-AVG,"고둥, 비단고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2548,R002548-ZZ-AVG,"고둥, 세고리물레고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2549,R002549-ZZ-AVG,"고둥, 위고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2550,R002550-ZZ-AVG,"고둥, 조각매물고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2551,R002551-ZZ-AVG,"고둥, 콩깍지고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2552,R002552-ZZ-AVG,"고둥, 털탑고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2553,R002553-ZZ-AVG,"고둥, 피뿔고둥, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2554,R002554-ZZ-AVG,"굴, 석굴, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2555,R002555-ZZ-AVG,"굴, 참굴, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2556,R002556-ZZ-AVG,"굴, 참굴, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2557,R002557-ZZ-AVG,"굴, 참굴, 양식, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2558,R002558-ZZ-AVG,"굴, 참굴, 양념젓갈(어리굴젓)",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2559,R002559-ZZ-AVG,"굴, 토굴, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2560,R002560-ZZ-AVG,"굴, 냉동",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2561,R002561-ZZ-AVG,"굴, 튀긴것(튀김옷)",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2562,R002562-ZZ-AVG,"굴, 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2563,R002563-ZZ-AVG,"굴, 통조림, 훈제",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2564,R002564-ZZ-AVG,"꼬막, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2565,R002565-ZZ-AVG,"꼬막, 새꼬막, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2566,R002566-ZZ-AVG,"다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2567,R002567-ZZ-AVG,"다슬기, 곳체다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2568,R002568-ZZ-AVG,"다슬기, 띠구슬다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2569,R002569-ZZ-AVG,"다슬기, 염주알다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2570,R002570-ZZ-AVG,"다슬기, 좀주름다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2571,R002571-ZZ-AVG,"다슬기, 주름다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2572,R002572-ZZ-AVG,"다슬기, 참다슬기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2573,R002573-ZZ-AVG,"담치, 지중해담치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2574,R002574-ZZ-AVG,"담치, 진주담치, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2575,R002575-ZZ-AVG,"담치, 진주담치, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2576,R002576-ZZ-AVG,"담치, 진주담치, 양식, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2577,R002577-ZZ-AVG,"담치, 참담치(홍합), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2578,R002578-ZZ-AVG,"담치, 참담치(홍합), 삶아서 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2579,R002579-ZZ-AVG,"담치, 참담치(홍합), 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2580,R002580-ZZ-AVG,"대수리, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2581,R002581-ZZ-AVG,"대합, 북방대합, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2582,R002582-ZZ-AVG,"동죽, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2583,R002583-ZZ-AVG,"맛, 붉은맛(큰죽합), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2584,R002584-ZZ-AVG,"바지락, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2585,R002585-ZZ-AVG,"바지락, 양식, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2586,R002586-ZZ-AVG,"바지락, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2587,R002587-ZZ-AVG,"바지락, 장조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2588,R002588-ZZ-AVG,"바지락, 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2589,R002589-ZZ-AVG,"바지락, 통조림, 조미",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2590,R002590-ZZ-AVG,"바지락, 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2591,R002591-ZZ-AVG,"백합, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2592,R002592-ZZ-AVG,"백합, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2593,R002593-ZZ-AVG,"백합, 구운것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2594,R002594-ZZ-AVG,"백합, 통조림, 조미",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2595,R002595-ZZ-AVG,"백합, 말백합, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2596,R002596-ZZ-AVG,"소라, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2597,R002597-ZZ-AVG,"소라, 통조림",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2598,R002598-ZZ-AVG,"수랑, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2599,R002599-ZZ-AVG,"오분자기, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2600,R002600-ZZ-AVG,"우렁이, 논우렁이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2601,R002601-ZZ-AVG,"우렁이, 왕우렁, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2602,R002602-ZZ-AVG,"우렁이, 큰구슬우렁이(골뱅이), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2603,R002603-ZZ-AVG,"우렁이, 큰구슬우렁이(골뱅이), 통조림, 고형물",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2604,R002604-ZZ-AVG,큰우슬우렁이(골뱅이) 무침,대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2605,R002605-ZZ-AVG,"우렁이, 큰논우렁이, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2606,R002606-ZZ-AVG,"재첩, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2607,R002607-ZZ-AVG,"전복, 둥근전복, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2608,R002608-ZZ-AVG,"전복, 말전복, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2609,R002609-ZZ-AVG,"전복, 북방전복, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2610,R002610-ZZ-AVG,"전복, 내장, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2611,R002611-ZZ-AVG,"전복, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2612,R002612-ZZ-AVG,"전복, 튀긴것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2613,R002613-ZZ-AVG,"전복, 통조림, 삶은것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2614,R002614-ZZ-AVG,"전복, 통조림, 조미",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2615,R002615-ZZ-AVG,"전복, 젓갈",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2616,R002616-ZZ-AVG,"조개, 가무락조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2617,R002617-ZZ-AVG,"조개, 개량조개(명주조개), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2618,R002618-ZZ-AVG,"조개, 개량조개(명주조개), 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2619,R002619-ZZ-AVG,"조개, 개조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2620,R002620-ZZ-AVG,"조개, 떡조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2621,R002621-ZZ-AVG,"조개, 맛조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2622,R002622-ZZ-AVG,"조개, 맛조개, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2623,R002623-ZZ-AVG,"조개, 살조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2624,R002624-ZZ-AVG,"조개, 새조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2625,R002625-ZZ-AVG,"조개, 새조개, 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2626,R002626-ZZ-AVG,"조개, 새조개, 조미하여 말린것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2627,R002627-ZZ-AVG,"조개, 왕우럭조개, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2628,R002628-ZZ-AVG,"조개, 우럭, 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
2629,R002629-ZZ-AVG,"조개, 접시조개(비단조개), 생것",대한민국,전국(대표),농축산물,어패류 및 기타 수산물,,,,평균
