id,food_code,food_name,country_origin,manufacturer,category_main,category_sub,food_image,allergy_info,storage_info,product_type
1785,D011529-ZZ-AVG,블랙 티 잉글리쉬 블랙퍼스트 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1786,D011530-ZZ-AVG,허브 티 캐모마일 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1787,D011531-ZZ-AVG,허브 티 캐모마일 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1788,D011532-ZZ-AVG,허브 티 캐모마일 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1789,D011533-ZZ-AVG,허브 티 캐모마일 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1790,D011534-ZZ-AVG,허브 티 페퍼민트 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1791,D011535-ZZ-AVG,허브 티 페퍼민트 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1792,D011536-ZZ-AVG,허브 티 페퍼민트 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1793,D011537-ZZ-AVG,허브 티 페퍼민트 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1794,D011538-ZZ-AVG,허브 티 로즈마리 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1795,D011539-ZZ-AVG,허브 티 로즈마리 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1796,D011540-ZZ-AVG,허브 티 로즈마리 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1797,D011541-ZZ-AVG,허브 티 로즈마리 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1798,D011542-ZZ-AVG,허브 티 쟈스민 플라워 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1799,D011543-ZZ-AVG,허브 티 쟈스민 플라워 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1800,D011544-ZZ-AVG,허브 티 쟈스민 플라워 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1801,D011545-ZZ-AVG,허브 티 쟈스민 플라워 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1802,D011546-ZZ-AVG,허브 티 베이비 그린티 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1803,D011547-ZZ-AVG,허브 티 베이비 그린티 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1804,D011548-ZZ-AVG,허브 티 베이비 그린티 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1805,D011549-ZZ-AVG,허브 티 베이비 그린티 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1806,D011550-ZZ-AVG,허브 티 베이비 그린티 venti (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1807,D011551-ZZ-AVG,허브 티 베이비 그린티 venti (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1808,D011552-ZZ-AVG,유자차 tall,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1809,D011553-ZZ-AVG,유자차 grande ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1810,D011554-ZZ-AVG,유자차 venti ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1811,D011555-ZZ-AVG,후레쉬 티 자몽 tall,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1812,D011556-ZZ-AVG,후레쉬 티 자몽 grande ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1813,D011557-ZZ-AVG,후레쉬 티 자몽 venti ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1814,D011558-ZZ-AVG,후레쉬 티 레몬 tall (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1815,D011559-ZZ-AVG,후레쉬 티 레몬 tall (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1816,D011560-ZZ-AVG,후레쉬 티 레몬 grande (hot),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1817,D011561-ZZ-AVG,후레쉬 티 레몬 grande (iced),대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1818,D011562-ZZ-AVG,아카시아 꿀차 tall,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1819,D011563-ZZ-AVG,아카시아 꿀차 grande ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1820,D011564-ZZ-AVG,아카시아 꿀차 venti ,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1821,D011565-ZZ-AVG,바닐라 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1822,D011566-ZZ-AVG,바닐라 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1823,D011567-ZZ-AVG,바닐라 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1824,D011568-ZZ-AVG,에스프레소 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1825,D011569-ZZ-AVG,에스프레소 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1826,D011570-ZZ-AVG,에스프레소 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1827,D011571-ZZ-AVG,모카 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1828,D011572-ZZ-AVG,모카 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1829,D011573-ZZ-AVG,모카 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1830,D011574-ZZ-AVG,캬라멜 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1831,D011575-ZZ-AVG,캬라멜 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1832,D011576-ZZ-AVG,캬라멜 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1833,D011577-ZZ-AVG,시나몬 모카 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1834,D011578-ZZ-AVG,시나몬 모카 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1835,D011579-ZZ-AVG,시나몬 모카 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1836,D011580-ZZ-AVG,그린민트 모카 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1837,D011581-ZZ-AVG,그린민트 모카 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1838,D011582-ZZ-AVG,그린민트 모카 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1839,D011583-ZZ-AVG,그린 티 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1840,D011584-ZZ-AVG,그린 티 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1841,D011585-ZZ-AVG,그린 티 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1842,D011586-ZZ-AVG,시나몬 초콜릿 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1843,D011587-ZZ-AVG,시나몬 초콜릿  탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1844,D011588-ZZ-AVG,시나몬 초콜릿 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1845,D011589-ZZ-AVG,그린민트 초콜릿 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1846,D011590-ZZ-AVG,그린민트 초콜릿 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1847,D011591-ZZ-AVG,그린민트 초콜릿 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1848,D011592-ZZ-AVG,자바 칩 탐앤치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1849,D011593-ZZ-AVG,자바 칩 탐앤치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1850,D011594-ZZ-AVG,자바 칩 탐앤치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1851,D011595-ZZ-AVG,월넛치노 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1852,D011596-ZZ-AVG,월넛치노 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1853,D011597-ZZ-AVG,월넛치노 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1854,D011598-ZZ-AVG,플레인 요거트 스무디 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1855,D011599-ZZ-AVG,플레인 요거트 스무디 grande,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1856,D011600-ZZ-AVG,플레인 요거트 스무디 venti,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1857,D011601-ZZ-AVG,프리미엄 요거트 스무디 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1858,D011602-ZZ-AVG,프리미엄 요거트 스무디 grande,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1859,D011603-ZZ-AVG,프리미엄 요거트 스무디 venti,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1860,D011604-ZZ-AVG,프리미엄 스무디 블루베리 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1861,D011605-ZZ-AVG,프리미엄 스무디 블루베리 grande,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1862,D011606-ZZ-AVG,프리미엄 스무디 블루베리 venti,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1863,D011607-ZZ-AVG,프리미엄 스무디 유자 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1864,D011608-ZZ-AVG,프리미엄 스무디 유자 grande,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1865,D011609-ZZ-AVG,프리미엄 스무디 유자 venti,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1866,D011610-ZZ-AVG,과일 요거트 스무디 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1867,D011611-ZZ-AVG,과일 요거트 스무디 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1868,D011612-ZZ-AVG,과일 요거트 스무디 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1869,D011613-ZZ-AVG,과일 스무디 딸기 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1870,D011614-ZZ-AVG,과일 스무디 딸기 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1871,D011615-ZZ-AVG,과일 스무디 딸기 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1872,D011616-ZZ-AVG,과일 스무디 망고 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1873,D011617-ZZ-AVG,과일 스무디 망고 grande ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1874,D011618-ZZ-AVG,과일 스무디 망고 venti ,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1875,D011619-ZZ-AVG,홍시 스무디 tall,대한민국,탐앤탐스,음료 및 차류,스무디류,,,,외식
1876,D011620-ZZ-AVG,후레쉬 에이드 자몽 tall,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1877,D011621-ZZ-AVG,후레쉬 에이드 자몽 grande ,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1878,D011622-ZZ-AVG,후레쉬 에이드 망고 venti ,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1879,D011623-ZZ-AVG,후레쉬 쥬스 오렌지 tall,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1880,D011624-ZZ-AVG,후레쉬 쥬스 오렌지 grande,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1881,D011625-ZZ-AVG,후레쉬 쥬스 오렌지 venti,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1882,D011626-ZZ-AVG,후레쉬 에이드 레몬  tall,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1883,D011627-ZZ-AVG,후레쉬 에이드 레몬  grande,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1884,D011628-ZZ-AVG,후레쉬 에이드 레몬  venti,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1885,D011629-ZZ-AVG,후레쉬 쥬스 자몽 tall,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1886,D011630-ZZ-AVG,후레쉬 쥬스 자몽 grande,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1887,D011631-ZZ-AVG,후레쉬 쥬스 자몽 venti,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1888,D011632-ZZ-AVG,후레쉬 주스 오렌지 tall,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1889,D011633-ZZ-AVG,후레쉬 주스 오렌지 grande,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1890,D011635-ZZ-AVG,블루레몬 에이드 grande,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1891,D011636-ZZ-AVG,아이스 티 복숭아 tall,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1892,D011637-ZZ-AVG,아이스 티 복숭아 grande,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1893,D011638-ZZ-AVG,아이스 티 복숭아 venti,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1894,D011639-ZZ-AVG,아이스 티 레몬 tall,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1895,D011640-ZZ-AVG,아이스 티 레몬 grande,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1896,D011641-ZZ-AVG,아이스 티 레몬 venti,대한민국,탐앤탐스,음료 및 차류,차류,,,,외식
1897,D011642-ZZ-AVG,아이스 홍시 tall,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1898,D011643-ZZ-AVG,국내산 과일주스 딸기 grande,대한민국,탐앤탐스,음료 및 차류,과일.채소음료류,,,,외식
1899,D011644-ZZ-AVG,유자에이드 tall,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1900,D011645-ZZ-AVG,유자에이드 grande,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1901,D011646-ZZ-AVG,유자에이드 venti,대한민국,탐앤탐스,음료 및 차류,탄산음료류,,,,외식
1902,D011668-ZZ-AVG,아이스블루스노우모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1903,D011669-ZZ-AVG,아이스블루스노우모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1904,D011670-ZZ-AVG,블루스노우모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1905,D011671-ZZ-AVG,블루스노우모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1906,D011672-ZZ-AVG,넘버 원 모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1907,D011673-ZZ-AVG,넘버 원 모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1908,D011674-ZZ-AVG,시나몬 크림 모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1909,D011675-ZZ-AVG,시나몬 크림 모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1910,D011676-ZZ-AVG,화이트 모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1911,D011677-ZZ-AVG,화이트 모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1912,D011678-ZZ-AVG,아이스 아메리카노 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1913,D011679-ZZ-AVG,아이스 아메리카노 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1914,D011680-ZZ-AVG,아메리카노 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1915,D011681-ZZ-AVG,아메리카노 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1916,D011682-ZZ-AVG,카페라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1917,D011683-ZZ-AVG,카페라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1918,D011684-ZZ-AVG,아이스 카페라떼R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1919,D011685-ZZ-AVG,아이스 카페라떼L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1920,D011686-ZZ-AVG,민트모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1921,D011687-ZZ-AVG,민트모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1922,D011688-ZZ-AVG,아이스 민트모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1923,D011689-ZZ-AVG,아이스 민트모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1924,D011690-ZZ-AVG,에스프레소 토피넛라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1925,D011691-ZZ-AVG,에스프레소 토피넛라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1926,D011692-ZZ-AVG,아이스 에스프레소 토피넛라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1927,D011693-ZZ-AVG,아이스 에스프레소 토피넛라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1928,D011694-ZZ-AVG,아이스 화이트모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1929,D011695-ZZ-AVG,아이스 화이트모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1930,D011696-ZZ-AVG,아이스 넘버원모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1931,D011697-ZZ-AVG,아이스 넘버원모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1932,D011698-ZZ-AVG,아이스 카라멜모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1933,D011699-ZZ-AVG,아이스 카라멜모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1934,D011700-ZZ-AVG,아이스 카페모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1935,D011701-ZZ-AVG,아이스 카페모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1936,D011702-ZZ-AVG,아이스 연라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1937,D011703-ZZ-AVG,아이스 연라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1938,D011704-ZZ-AVG,아이스 카라멜 마끼아또 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1939,D011705-ZZ-AVG,아이스 카라멜 마끼아또 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1940,D011706-ZZ-AVG,아이스 바닐라라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1941,D011707-ZZ-AVG,아이스 바닐라라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1942,D011708-ZZ-AVG,아이스 카푸치노 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1943,D011709-ZZ-AVG,아이스 카푸치노 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1944,D011710-ZZ-AVG,아이스 카라멜 라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1945,D011711-ZZ-AVG,아이스 카라멜 라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1946,D011712-ZZ-AVG,에스프레소,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1947,D011713-ZZ-AVG,콘파냐,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1948,D011714-ZZ-AVG,아포가토,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1949,D011715-ZZ-AVG,카라멜 라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1950,D011716-ZZ-AVG,카라멜 라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1951,D011717-ZZ-AVG,바닐라라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1952,D011718-ZZ-AVG,바닐라라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1953,D011719-ZZ-AVG,연라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1954,D011720-ZZ-AVG,연라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1955,D011721-ZZ-AVG,카푸치노 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1956,D011722-ZZ-AVG,카푸치노 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1957,D011723-ZZ-AVG,카라멜 마끼아또 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1958,D011724-ZZ-AVG,카라멜 마끼아또 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1959,D011725-ZZ-AVG,카라멜모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1960,D011726-ZZ-AVG,카라멜모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1961,D011727-ZZ-AVG,딸기라떼 R,대한민국,커피마마,음료 및 차류,과일.채소음료류,,,,외식
1962,D011728-ZZ-AVG,딸기라떼 L,대한민국,커피마마,음료 및 차류,과일.채소음료류,,,,외식
1963,D011729-ZZ-AVG,진저라떼 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1964,D011730-ZZ-AVG,진저라떼 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1965,D011731-ZZ-AVG,캐시미어 초코 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1966,D011732-ZZ-AVG,캐시미어 초코 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1967,D011733-ZZ-AVG,토피넛 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1968,D011734-ZZ-AVG,토피넛 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1969,D011735-ZZ-AVG,아이스 화이트초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1970,D011736-ZZ-AVG,아이스 화이트초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1971,D011737-ZZ-AVG,아이스 초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1972,D011738-ZZ-AVG,아이스 초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1973,D011739-ZZ-AVG,아이스 토피넛 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1974,D011740-ZZ-AVG,아이스 토피넛 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1975,D011741-ZZ-AVG,아이스 고구마라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1976,D011742-ZZ-AVG,아이스 고구마라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1977,D011743-ZZ-AVG,고구마라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1978,D011744-ZZ-AVG,고구마라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1979,D011745-ZZ-AVG,오곡라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1980,D011746-ZZ-AVG,오곡라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1981,D011747-ZZ-AVG,아이스 그린티라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1982,D011748-ZZ-AVG,아이스 그린티라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1983,D011749-ZZ-AVG,아이스 오곡라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1984,D011750-ZZ-AVG,아이스 오곡라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1985,D011751-ZZ-AVG,녹차라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1986,D011752-ZZ-AVG,녹차라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1987,D011753-ZZ-AVG,아이스 홍차라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1988,D011754-ZZ-AVG,아이스 홍차라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1989,D011755-ZZ-AVG,시나몬 크림 초코 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1990,D011756-ZZ-AVG,시나몬 크림 초코 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1991,D011757-ZZ-AVG,아이스 시나몬크림초코 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1992,D011758-ZZ-AVG,아이스 시나몬크림초코 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1993,D011759-ZZ-AVG,홍차라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1994,D011760-ZZ-AVG,홍차라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1995,D011761-ZZ-AVG,리얼프리미엄 초코 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1996,D011762-ZZ-AVG,리얼프리미엄 초코 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
1997,D011763-ZZ-AVG,리얼프리미엄 모카 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1998,D011764-ZZ-AVG,리얼프리미엄 모카 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
1999,D011765-ZZ-AVG,리얼프리미엄 바닐라 R,대한민국,커피마마,음료 및 차류,커피류,,,,외식
2000,D011766-ZZ-AVG,리얼프리미엄 바닐라 L,대한민국,커피마마,음료 및 차류,커피류,,,,외식
2001,D011767-ZZ-AVG,초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2002,D011768-ZZ-AVG,초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2003,D011769-ZZ-AVG,아이스 민트초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2004,D011770-ZZ-AVG,아이스 민트초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2005,D011771-ZZ-AVG,민트초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2006,D011772-ZZ-AVG,민트초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2007,D011773-ZZ-AVG,화이트초코 라떼 R,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2008,D011774-ZZ-AVG,화이트초코 라떼 L,대한민국,커피마마,음료 및 차류,기타 음료류,,,,외식
2009,D011775-ZZ-AVG,수박 프로스트 R,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
2010,D011776-ZZ-AVG,수박 프로스트 L,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
2011,D011777-ZZ-AVG,청포도 프로스트 R,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
2012,D011778-ZZ-AVG,청포도 프로스트 L,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
2013,D011779-ZZ-AVG,초코 파르페,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
2014,D011780-ZZ-AVG,딸기치즈 프로스트 R,대한민국,커피마마,음료 및 차류,스무디류,,,,외식
