id,food_code,food_name,country_origin,manufacturer,category_main,category_sub,food_image,allergy_info,storage_info,product_type
1,D000006-94-AVG,꿩불고기,대한민국,충주,구이류,육류구이,,,,품목대표
2,D000007-ZZ-AVG,닭갈비,대한민국,전국(대표),구이류,육류구이,,,,품목대표
3,D000008-66-AVG,닭갈비,대한민국,춘천,구이류,육류구이,,,,품목대표
4,D000009-ZZ-AVG,닭꼬치,대한민국,전국(대표),구이류,육류구이,,,,품목대표
5,D000010-ZZ-AVG,더덕구이,대한민국,전국(대표),구이류,채소류구이,,,,품목대표
6,D000011-ZZ-AVG,도미구이,대한민국,전국(대표),구이류,어패류구이,,,,품목대표
7,D000012-95-AVG,돼지갈비,대한민국,서울특별시 마포구,구이류,육류구이,,,,품목대표
8,D000015-ZZ-AVG,병어구이,대한민국,전국(대표),구이류,어패류구이,,,,품목대표
9,D000016-96-AVG,불고기,대한민국,광양,구이류,육류구이,,,,품목대표
10,D000017-05-AVG,붕장어소금구이,대한민국,고흥,구이류,어패류구이,,,,품목대표
11,D000020-ZZ-AVG,소양념갈비구이,대한민국,전국(대표),구이류,육류구이,,,,품목대표
12,D000021-97-AVG,양념왕갈비,대한민국,수원,구이류,육류구이,,,,품목대표
13,D000022-ZZ-AVG,양념장어구이,대한민국,전국(대표),구이류,어패류구이,,,,품목대표
14,D000023-ZZ-AVG,임연수구이,대한민국,전국(대표),구이류,어패류구이,,,,품목대표
15,D000024-10-AVG,짚불구이곰장어,대한민국,기장,구이류,어패류구이,,,,품목대표
16,D000025-ZZ-AVG,햄버그스테이크,대한민국,전국(대표),구이류,육류구이,,,,품목대표
17,D000026-ZZ-AVG,황태구이,대한민국,전국(대표),구이류,어패류구이,,,,품목대표
18,D000027-ZZ-AVG,훈제오리,대한민국,전국(대표),구이류,육류구이,,,,품목대표
19,D000028-68-AVG,게국지,대한민국,태안,국 및 탕류,어패류국.탕,,,,품목대표
20,D000029-98-AVG,곰치국,대한민국,삼척,국 및 탕류,어패류국.탕,,,,품목대표
21,D000030-ZZ-AVG,굴국밥,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
22,D000032-ZZ-AVG,김치국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
23,D000036-ZZ-AVG,떡만둣국,대한민국,전국(대표),국 및 탕류,기타 국류,,,,품목대표
24,D000037-ZZ-AVG,만둣국,대한민국,전국(대표),국 및 탕류,기타 국류,,,,품목대표
25,D000038-ZZ-AVG,맑은감자국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
26,D000039-99-AVG,매생이국,대한민국,장흥,국 및 탕류,어패류국.탕,,,,품목대표
27,D000040-ZZ-AVG,무된장국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
28,D000041-ZZ-AVG,미소된장국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
29,D000044-ZZ-AVG,바지락조개국,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
30,D000046-ZZ-AVG,뼈다귀해장국,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
31,D000047-ZZ-AVG,선지해장국,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
32,D000049-ZZ-AVG,소고기무국,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
33,D000050-ZZ-AVG,소고기미역국,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
34,D000052-ZZ-AVG,순대국,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
35,D000054-ZZ-AVG,시래기된장국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
36,D000060-101-AVG,올갱이국,대한민국,괴산,국 및 탕류,어패류국.탕,,,,품목대표
37,D000062-ZZ-AVG,우거지해장국,대한민국,전국(대표),국 및 탕류,채소류국.탕,,,,품목대표
38,D000063-ZZ-AVG,우렁된장국,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
39,D000064-ZZ-AVG,탕국,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
40,D000066-ZZ-AVG,홍합미역국,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
41,D000067-ZZ-AVG,황태해장국,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
42,D000068-ZZ-AVG,고추잡채,대한민국,전국(대표),볶음류,기타 볶음류,,,,품목대표
43,D000070-ZZ-AVG,난자완스,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
44,D000071-26-AVG,도토리묵말이,대한민국,대전,기타,기타,,,,품목대표
45,D000072-ZZ-AVG,라조기,대한민국,전국(대표),튀김류,육류튀김,,,,품목대표
46,D000074-72-AVG,물회,대한민국,포항,회류,회류,,,,품목대표
47,D000075-ZZ-AVG,생선물회,대한민국,전국(대표),회류,회류,,,,품목대표
48,D000076-ZZ-AVG,소고기샤브샤브,대한민국,전국(대표),찌개 및 전골류,육류찌개.전골,,,,품목대표
49,D000079-39-AVG,오징어순대,대한민국,속초,찜류,어패류찜,,,,품목대표
50,D000081-01-AVG,초당순두부,대한민국,강릉,국 및 탕류,채소류국.탕,,,,품목대표
51,D000085-ZZ-AVG,해파리냉채,대한민국,전국(대표),생채및 무침류,어패류무침,,,,품목대표
52,D000087-ZZ-AVG,고들빼기,대한민국,전국(대표),김치류,김치,,,,품목대표
53,D000097-ZZ-AVG,열무얼갈이김치,대한민국,전국(대표),김치류,김치,,,,품목대표
54,D000105-ZZ-AVG,미나리나물,대한민국,전국(대표),숙채류,나물.숙채류,,,,품목대표
55,D000109-ZZ-AVG,취나물,대한민국,전국(대표),숙채류,나물.숙채류,,,,품목대표
56,D000110-ZZ-AVG,콩나물,대한민국,전국(대표),숙채류,나물.숙채류,,,,품목대표
57,D000112-ZZ-AVG,경단(깨),대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
58,D000113-ZZ-AVG,경단(콩),대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
59,D000114-ZZ-AVG,기피편,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
60,D000116-ZZ-AVG,녹두시루떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
61,D000117-ZZ-AVG,메밀전병,대한민국,전국(대표),곡류 및 서류,곡류 및 서류,,,,품목대표
62,D000119-ZZ-AVG,무지개떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
63,D000121-ZZ-AVG,송편(깨),대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
64,D000122-ZZ-AVG,송편(콩),대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
65,D000123-ZZ-AVG,수수부꾸미,대한민국,전국(대표),곡류 및 서류,곡류 및 서류,,,,품목대표
66,D000124-ZZ-AVG,수수팥떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
67,D000125-ZZ-AVG,시루떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
68,D000126-ZZ-AVG,쑥떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
69,D000129-ZZ-AVG,절편,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
70,D000131-ZZ-AVG,찹쌀떡,대한민국,전국(대표),곡류 및 서류,떡류,,,,품목대표
71,D000136-ZZ-AVG,간자장,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
72,D000137-ZZ-AVG,굴짬뽕,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
73,D000138-ZZ-AVG,기스면,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
74,D000139-ZZ-AVG,김치라면,대한민국,전국(대표),면 및 만두류,라면류,,,,품목대표
75,D000140-ZZ-AVG,김치우동,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
76,D000141-ZZ-AVG,냉김치말이국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
77,D000142-ZZ-AVG,닭칼국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
78,D000143-ZZ-AVG,둘깨칼국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
79,D000147-102-AVG,막국수,대한민국,평창,면 및 만두류,국수류,,,,품목대표
80,D000152-ZZ-AVG,삼선우동,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
81,D000153-ZZ-AVG,삼선자장면,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
82,D000154-ZZ-AVG,삼선짬뽕,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
83,D000156-ZZ-AVG,쌀국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
84,D000157-ZZ-AVG,열무김치국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
85,D000158-ZZ-AVG,열무냉면,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
86,D000159-ZZ-AVG,오일소스스파게티,대한민국,전국(대표),면 및 만두류,스파게티류,,,,품목대표
87,D000160-103-AVG,올갱이국수,대한민국,정선,면 및 만두류,국수류,,,,품목대표
88,D000161-ZZ-AVG,우동(일식),대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
89,D000162-ZZ-AVG,우동(중식),대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
90,D000163-ZZ-AVG,울면,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
91,D000164-ZZ-AVG,자장면,대한민국,전국(대표),면 및 만두류,중식면류,,,,품목대표
92,D000167-ZZ-AVG,짬뽕라면,대한민국,전국(대표),면 및 만두류,라면류,,,,품목대표
93,D000169-ZZ-AVG,치즈라면,대한민국,전국(대표),면 및 만두류,라면류,,,,품목대표
94,D000171-ZZ-AVG,크림소스스파게티,대한민국,전국(대표),면 및 만두류,스파게티류,,,,품목대표
95,D000172-ZZ-AVG,토마토소스스파게티,대한민국,전국(대표),면 및 만두류,스파게티류,,,,품목대표
96,D000173-ZZ-AVG,해물칼국수,대한민국,전국(대표),면 및 만두류,국수류,,,,품목대표
97,D000174-ZZ-AVG,해물크림소스스파게티,대한민국,전국(대표),면 및 만두류,스파게티류,,,,품목대표
98,D000175-ZZ-AVG,해물토마토소스스파게티,대한민국,전국(대표),면 및 만두류,스파게티류,,,,품목대표
99,D000178-ZZ-AVG,골뱅이무침,대한민국,전국(대표),생채및 무침류,어패류무침,,,,품목대표
100,D000180-ZZ-AVG,노각무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
101,D000181-ZZ-AVG,단무지무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
102,D000182-ZZ-AVG,달래나물무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
103,D000183-ZZ-AVG,더덕무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
104,D000185-ZZ-AVG,도토리묵,대한민국,전국(대표),기타,기타,,,,품목대표
105,D000190-55-AVG,밴댕이무침,대한민국,인천,생채및 무침류,어패류무침,,,,품목대표
106,D000194-45-AVG,서대회무침,대한민국,여수,생채및 무침류,어패류무침,,,,품목대표
107,D000195-ZZ-AVG,쑥갓나물무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
108,D000198-ZZ-AVG,우거지나물무침,대한민국,전국(대표),생채및 무침류,나물.채소류무침,,,,품목대표
109,D000200-ZZ-AVG,쥐치채,대한민국,전국(대표),생채및 무침류,어패류무침,,,,품목대표
110,D000201-ZZ-AVG,청포묵무침,대한민국,전국(대표),생채및 무침류,기타 생채.무침류,,,,품목대표
111,D000202-ZZ-AVG,탕평채,대한민국,전국(대표),생채및 무침류,기타 생채.무침류,,,,품목대표
112,D000205-ZZ-AVG,홍어무침,대한민국,전국(대표),생채및 무침류,어패류무침,,,,품목대표
113,D000206-ZZ-AVG,고추장불고기 삼각김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
114,D000207-103-AVG,곤드레나물밥,대한민국,정선,밥류,기타 밥류,,,,품목대표
115,D000208-104-AVG,국밥,대한민국,안성,밥류,기타 밥류,,,,품목대표
116,D000212-ZZ-AVG,농어초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
117,D000213-105-AVG,돼지국밥,대한민국,밀양,밥류,기타 밥류,,,,품목대표
118,D000214-ZZ-AVG,류산슬덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
119,D000215-02-AVG,멍게비빔밥,대한민국,거제,밥류,비빔밥류,,,,품목대표
120,D000216-ZZ-AVG,멸치주먹밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
121,D000217-106-AVG,묵밥,대한민국,영주,밥류,기타 밥류,,,,품목대표
122,D000218-ZZ-AVG,문어초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
123,D000222-107-AVG,비빔밥,대한민국,전주,밥류,비빔밥류,,,,품목대표
124,D000223-ZZ-AVG,삼선볶음밥,대한민국,전국(대표),밥류,볶음밥류,,,,품목대표
125,D000225-ZZ-AVG,새우초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
126,D000226-ZZ-AVG,새우튀김롤,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
127,D000227-ZZ-AVG,샐러드김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
128,D000228-ZZ-AVG,생선초밥(광어),대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
129,D000229-ZZ-AVG,생선초밥(모듬),대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
130,D000230-ZZ-AVG,소고기국밥,대한민국,전국(대표),밥류,기타 밥류,,,,품목대표
131,D000231-ZZ-AVG,소고기김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
132,D000232-ZZ-AVG,송이덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
133,D000233-ZZ-AVG,숯불갈비 삼각김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
134,D000235-117-AVG,약초비빔밥,대한민국,산청,밥류,비빔밥류,,,,품목대표
135,D000236-ZZ-AVG,연어롤 (수정),대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
136,D000237-ZZ-AVG,연어초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
137,D000238-ZZ-AVG,오곡밥,대한민국,전국(대표),밥류,쌀밥.잡곡밥류,,,,품목대표
138,D000243-ZZ-AVG,자장밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
139,D000245-ZZ-AVG,잡탕밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
140,D000246-ZZ-AVG,장어덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
141,D000247-ZZ-AVG,장어초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
142,D000251-ZZ-AVG,참치덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
143,D000252-ZZ-AVG,참치마요네즈 삼각김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
144,D000253-ZZ-AVG,충무김밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
145,D000256-ZZ-AVG,캘리포니아롤,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
146,D000258-ZZ-AVG,한치초밥,대한민국,전국(대표),밥류,김밥(초밥)류,,,,품목대표
147,D000259-ZZ-AVG,해물덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
148,D000260-ZZ-AVG,해물볶음밥,대한민국,전국(대표),밥류,볶음밥류,,,,품목대표
149,D000261-ZZ-AVG,회덮밥,대한민국,전국(대표),밥류,덮밥류,,,,품목대표
150,D000265-ZZ-AVG,깻잎나물볶음,대한민국,전국(대표),볶음류,채소류볶음,,,,품목대표
151,D000268-ZZ-AVG,돼지고기볶음,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
152,D000269-ZZ-AVG,돼지껍데기볶음,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
153,D000270-ZZ-AVG,두부김치,대한민국,전국(대표),볶음류,채소류볶음,,,,품목대표
154,D000273-ZZ-AVG,머위나물볶음,대한민국,전국(대표),볶음류,채소류볶음,,,,품목대표
155,D000274-ZZ-AVG,멸치풋고추볶음,대한민국,전국(대표),볶음류,어패류볶음,,,,품목대표
156,D000276-ZZ-AVG,소세지볶음,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
157,D000277-ZZ-AVG,순대볶음,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
158,D000278-ZZ-AVG,양송이버섯볶음,대한민국,전국(대표),볶음류,채소류볶음,,,,품목대표
159,D000281-ZZ-AVG,오삼불고기,대한민국,전국(대표),볶음류,육류볶음,,,,품목대표
160,D000285-ZZ-AVG,주꾸미볶음,대한민국,전국(대표),볶음류,어패류볶음,,,,품목대표
161,D000286-ZZ-AVG,표고버섯볶음,대한민국,전국(대표),볶음류,채소류볶음,,,,품목대표
162,D000287-ZZ-AVG,해물볶음,대한민국,전국(대표),볶음류,어패류볶음,,,,품목대표
163,D000288-ZZ-AVG,곰보빵,대한민국,전국(대표),빵류,기타 빵류,,,,품목대표
164,D000291-ZZ-AVG,만주,대한민국,전국(대표),빵류,앙금빵류,,,,품목대표
165,D000294-ZZ-AVG,버터크림빵,대한민국,전국(대표),빵류,크림빵류,,,,품목대표
166,D000297-ZZ-AVG,불고기피자,대한민국,전국(대표),빵류,피자류,,,,품목대표
167,D000299-ZZ-AVG,참치샌드위치,대한민국,전국(대표),빵류,샌드위치류,,,,품목대표
168,D000300-ZZ-AVG,찹쌀도우넛,대한민국,전국(대표),빵류,도넛류,,,,품목대표
169,D000301-ZZ-AVG,채소고로케,대한민국,전국(대표),빵류,기타 빵류,,,,품목대표
170,D000302-ZZ-AVG,초콜릿케이크,대한민국,전국(대표),빵류,케이크류,,,,품목대표
171,D000303-ZZ-AVG,치즈케이크,대한민국,전국(대표),빵류,케이크류,,,,품목대표
172,D000304-ZZ-AVG,치즈피자,대한민국,전국(대표),빵류,피자류,,,,품목대표
173,D000308-ZZ-AVG,페이스트리빵,대한민국,전국(대표),빵류,페이스트리류,,,,품목대표
174,D000309-ZZ-AVG,페퍼로니피자,대한민국,전국(대표),빵류,피자류,,,,품목대표
175,D000310-ZZ-AVG,포테이토피자,대한민국,전국(대표),빵류,피자류,,,,품목대표
176,D000313-ZZ-AVG,수정과,대한민국,전국(대표),음료 및 차류,기타 음료류,,,,품목대표
177,D000314-ZZ-AVG,식혜,대한민국,전국(대표),음료 및 차류,기타 음료류,,,,품목대표
178,D000316-ZZ-AVG,간장마늘쫑장아찌,대한민국,전국(대표),장아찌 및 절임류,장아찌.절임류,,,,품목대표
179,D000317-ZZ-AVG,고추장마늘쫑장아찌,대한민국,전국(대표),장아찌 및 절임류,장아찌.절임류,,,,품목대표
180,D000321-ZZ-AVG,매실장아찌,대한민국,전국(대표),장아찌 및 절임류,장아찌.절임류,,,,품목대표
181,D000322-ZZ-AVG,무장아찌,대한민국,전국(대표),장아찌 및 절임류,장아찌.절임류,,,,품목대표
182,D000326-ZZ-AVG,계적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
183,D000327-ZZ-AVG,낙지꼬지,대한민국,전국(대표),전.적 및 부침류,어패류전,,,,품목대표
184,D000328-ZZ-AVG,돔베기적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
185,D000329-ZZ-AVG,소고기산적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
186,D000330-ZZ-AVG,소라산적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
187,D000331-ZZ-AVG,오징어산적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
188,D000332-ZZ-AVG,홍어적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
189,D000333-ZZ-AVG,홍합산적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
190,D000334-ZZ-AVG,가자미전,대한민국,전국(대표),전.적 및 부침류,어패류전,,,,품목대표
191,D000336-ZZ-AVG,고추전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
192,D000337-ZZ-AVG,굴전,대한민국,전국(대표),전.적 및 부침류,어패류전,,,,품목대표
193,D000339-ZZ-AVG,깻잎전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
194,D000340-ZZ-AVG,녹두빈대떡,대한민국,전국(대표),전.적 및 부침류,부침류,,,,품목대표
195,D000342-ZZ-AVG,동그랑땡(육원전),대한민국,전국(대표),전.적 및 부침류,육류전,,,,품목대표
196,D000343-ZZ-AVG,동태전,대한민국,전국(대표),전.적 및 부침류,어패류전,,,,품목대표
197,D000345-ZZ-AVG,두부전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
198,D000346-ZZ-AVG,미나리전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
199,D000347-ZZ-AVG,배추전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
200,D000348-ZZ-AVG,버섯전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
201,D000350-ZZ-AVG,야채전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
202,D000351-ZZ-AVG,파전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
203,D000353-ZZ-AVG,햄부침,대한민국,전국(대표),전.적 및 부침류,육류전,,,,품목대표
204,D000354-ZZ-AVG,호박부침개,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
205,D000355-ZZ-AVG,호박전,대한민국,전국(대표),전.적 및 부침류,채소류전,,,,품목대표
206,D000356-ZZ-AVG,화양적,대한민국,전국(대표),전.적 및 부침류,적류,,,,품목대표
207,D000357-ZZ-AVG,가자미조림,대한민국,전국(대표),조림류,어패류조림,,,,품목대표
208,D000360-ZZ-AVG,고추조림,대한민국,전국(대표),조림류,채소류조림,,,,품목대표
209,D000362-ZZ-AVG,동태조림,대한민국,전국(대표),조림류,어패류조림,,,,품목대표
210,D000363-ZZ-AVG,돼지고기메추리알장조림,대한민국,전국(대표),조림류,육류조림,,,,품목대표
211,D000366-ZZ-AVG,북어조림,대한민국,전국(대표),조림류,어패류조림,,,,품목대표
212,D000367-ZZ-AVG,소고기메추리알장조림,대한민국,전국(대표),조림류,육류조림,,,,품목대표
213,D000370-ZZ-AVG,조기조림,대한민국,전국(대표),조림류,어패류조림,,,,품목대표
214,D000372-ZZ-AVG,게살죽,대한민국,전국(대표),죽 및 스프류,죽류,,,,품목대표
215,D000373-ZZ-AVG,깨죽,대한민국,전국(대표),죽 및 스프류,죽류,,,,품목대표
216,D000375-109-AVG,백합죽,대한민국,부안,죽 및 스프류,죽류,,,,품목대표
217,D000376-ZZ-AVG,소고기버섯죽,대한민국,전국(대표),죽 및 스프류,죽류,,,,품목대표
218,D000377-110-AVG,어죽,대한민국,영동,죽 및 스프류,죽류,,,,품목대표
219,D000378-ZZ-AVG,잣죽,대한민국,전국(대표),죽 및 스프류,죽류,,,,품목대표
220,D000380-ZZ-AVG,참치죽,대한민국,전국(대표),죽 및 스프류,죽류,,,,품목대표
221,D000384-ZZ-AVG,고등어찌개,대한민국,전국(대표),찌개 및 전골류,어패류찌개.전골,,,,품목대표
222,D000385-ZZ-AVG,김치찌개,대한민국,전국(대표),찌개 및 전골류,채소류찌개.전골,,,,품목대표
223,D000386-ZZ-AVG,꽁치찌개,대한민국,전국(대표),찌개 및 전골류,어패류찌개.전골,,,,품목대표
224,D000389-ZZ-AVG,두부전골,대한민국,전국(대표),찌개 및 전골류,채소류찌개.전골,,,,품목대표
225,D000390-ZZ-AVG,버섯찌개,대한민국,전국(대표),찌개 및 전골류,채소류찌개.전골,,,,품목대표
226,D000392-111-AVG,부대찌개,대한민국,의정부,찌개 및 전골류,육류찌개.전골,,,,품목대표
227,D000393-ZZ-AVG,새우젓두부찌개,대한민국,전국(대표),찌개 및 전골류,채소류찌개.전골,,,,품목대표
228,D000394-ZZ-AVG,소곱창전골,대한민국,전국(대표),찌개 및 전골류,육류찌개.전골,,,,품목대표
229,D000399-ZZ-AVG,햄김치찌개,대한민국,전국(대표),찌개 및 전골류,육류찌개.전골,,,,품목대표
230,D000400-ZZ-AVG,호박찌개,대한민국,전국(대표),찌개 및 전골류,채소류찌개.전골,,,,품목대표
231,D000404-ZZ-AVG,대구찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
232,D000405-ZZ-AVG,도미찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
233,D000406-ZZ-AVG,동태찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
234,D000408-ZZ-AVG,돼지등갈비찜,대한민국,전국(대표),찜류,육류찜,,,,품목대표
235,D000409-ZZ-AVG,돼지머리고기,대한민국,전국(대표),찜류,육류찜,,,,품목대표
236,D000410-112-AVG,매운갈비찜,대한민국,대구광역시 중구,찜류,육류찜,,,,품목대표
237,D000411-ZZ-AVG,문어숙회,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
238,D000412-ZZ-AVG,민어찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
239,D000413-ZZ-AVG,병어찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
240,D000414-ZZ-AVG,북어찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
241,D000415-100-AVG,붕어찜,대한민국,광주,찜류,어패류찜,,,,품목대표
242,D000416-ZZ-AVG,소갈비찜,대한민국,전국(대표),찜류,육류찜,,,,품목대표
243,D000417-ZZ-AVG,순대 ,대한민국,전국(대표),찜류,육류찜,,,,품목대표
244,D000418-ZZ-AVG,아구찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
245,D000419-29-AVG,아구찜,대한민국,마산,찜류,어패류찜,,,,품목대표
246,D000420-113-AVG,안동찜닭,대한민국,안동,찜류,육류찜,,,,품목대표
247,D000421-ZZ-AVG,전어찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
248,D000422-ZZ-AVG,조기찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
249,D000424-ZZ-AVG,참꼬막,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
250,D000425-ZZ-AVG,한방오리백숙,대한민국,전국(대표),찜류,육류찜,,,,품목대표
251,D000426-ZZ-AVG,해물찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
252,D000427-ZZ-AVG,홍어찜,대한민국,전국(대표),찜류,어패류찜,,,,품목대표
253,D000428-51-AVG,갈낙탕,대한민국,영암,국 및 탕류,육류국.탕,,,,품목대표
254,D000432-114-AVG,곰탕,대한민국,나주,국 및 탕류,육류국.탕,,,,품목대표
255,D000433-ZZ-AVG,광어매운탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
256,D000436-ZZ-AVG,낙지탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
257,D000440-ZZ-AVG,대구매운탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
258,D000441-ZZ-AVG,대구지리탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
259,D000443-ZZ-AVG,메기매운탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
260,D000444-ZZ-AVG,복지리탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
261,D000447-ZZ-AVG,소탕,대한민국,전국(대표),국 및 탕류,육류국.탕,,,,품목대표
262,D000448-ZZ-AVG,아구탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
263,D000450-ZZ-AVG,어탕,대한민국,전국(대표),국 및 탕류,어패류국.탕,,,,품목대표
