fresh_food_id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
2117,100,285 ,0,0,20.26,21.23,92,30,3.56,0.14
2118,100,253,0.3,0,22.6,22.6,80,94,6.12,0
2119,100,264,0.4,0,25.2,22.4,79,120,5.87,0
2120,100,303,0.2,0,18.7,28.5,65,680,6.57,0
2121,100,258 ,6.36,0,18.99,16.14,53,340,4.81,0.17
2122,100,103 ,0,0,15.60,4.46,49,305,1.44,0.09
2123,100,161 ,0.64,0,23.47,7.14,94,249,2.39,0.13
2124,100,74 ,0,0,17.2,0.1,0,0,0,0
2125,100,103 ,0.2,0,18.5,2.6,0,0,0,0
2126,100,107 ,0.5,0,17.5,3.3,0,0,0,0
2127,100,114 ,0.3,0,16.0,4.8,0,120,0,0
2128,100,218,1.5,0,43.1,6.1,510,2800,0.86,0
2129,100,30 ,0.27,0.03,7.16,0.01,0,8783,0,0
2130,100,92 ,0.1,0,19.5,1.0,0,0,0,0
2131,100,97 ,0.7,0,20.5,0.8,0,0,0,0
2132,100,70 ,0,0,16.4,0.1,0,0,0,0
2133,100,142 ,0.4,0,22.7,4.7,0,80,0,0
2134,100,281,0.2,0,23.3,22.8,72,130,4.31,0
2135,100,421 ,0.9,0,32.1,29.9,0,0,0,0
2136,100,178 ,0.2,0,20.1,9.8,0,4300,0,0
2137,100,113 ,0,0,13.12,6.76,47,262,1.50,0.08
2138,100,188 ,2.64,0,20.31,10.67,79,229,2.57,0.13
2139,100,178 ,2.4,0,19.0,10.3,0,500,0,0
2140,100,99 ,0.1,0,22.2,0.5,0,0,0,0
2141,100,124 ,0,0,26.4,1.3,0,4,0,0
2142,100,94 ,8.3,0,10.2,2.2,0,1305,0,0
2143,100,86 ,0.1,0,17.5,1.2,0,0,0,0
2144,100,125 ,0,0,22.36,3.28,41,49,0.45,0.03
2145,100,168 ,0,0,29.3,4.7,0,0,0,0
2146,100,82 ,0.1,0,19.2,0.1,0,0,0,0
2147,100,248 ,8.3,0,7.1,19.5,0,0,0,0
2148,100,89 ,0.8,0,17.5,1.3,0,0,0,0
2149,100,85 ,0,0,17.5,1.2,0,0,0,0
2150,100,119 ,0.5,0,21.0,3.0,0,0,0,0
2151,100,107 ,0,0,19.2,2.8,0,0,0,0
2152,100,104 ,0,0,20.3,1.9,0,0,0,0
2153,100,85 ,0.4,0,19.3,0.2,0,0,0,0
2154,100,98 ,0.1,0,18.9,1.9,0,0,0,0
2155,100,96 ,0.2,0,18.2,1.9,0,108,0,0
2156,100,124,0,0,23.63,2.56,53,87,0.655,0
2157,100,129 ,0.4,0,18.5,5.2,0,0,0,0
2158,100,105 ,0.8,0,17.3,3.0,0,0,0,0
2159,100,144 ,0,0,22.3,5.3,0,0,0,0
2160,100,138 ,0.4,0,18.5,6.2,0,0,0,0
2161,100,344 ,11.1,0,58.6,5.4,0,0,0,0
2162,100,93 ,0.3,0,18.8,1.3,0,0,0,0
2163,100,100 ,0.1,0,19.3,1.9,0,102,0,0
2164,100,127 ,0.3,0,25.9,1.8,0,44,0,0
2165,100,2,0,0,0.4,0,0,21,0,0
2166,100,185 ,0,0,22.31,10.60,43,157,0.88,0.06
2167,100,177 ,0,0,23.99,8.09,8,62,3.05,0.14
2168,100,115,0.1,0,26.4,1.4,50,49,0.25,0
2169,100,308,0.1,0,20.1,27.5,55,71,5.91,0
2170,100,184,0,0,29.91,6.28,49,50,1.612,0
2171,100,113 ,0.1,0,24.5,1.0,0,40,0,0
2172,100,187,9.41,0,16.04,9.26,13,402,1.544,0
2173,100,114 ,0.2,0,23.9,1.3,0,0,0,0
2174,100,121 ,0.1,0,19.7,4.0,0,0,0,0
2175,100,97 ,0.7,0,19.1,1.4,0,0,0,0
2176,100,86 ,0.3,0,19.5,0.3,0,0,0,0
2177,100,81 ,0,0,18.20,0.43,1,97,0.16,0
2178,100,68 ,0,0,15.42,0.32,22,112,0.14,0
2179,100,103,0.2,0,25.2,0.2,100,140,0.05,0
2180,100,256 ,0.3,0,56.0,2.0,0,500,0,0
2181,100,81 ,0.1,0,18.0,0.5,0,162,0,0
2182,100,201 ,0,0,45.1,1.1,0,2792,0,0
2183,100,91 ,0.1,0,20.0,0.7,0,0,0,0
2184,100,312 ,1.8,0,65.4,3.0,0,967,0,0
2185,100,106 ,11.1,0,13.7,0.8,0,221,0,0
2186,100,85 ,0.1,0,15.0,2.3,0,194,0,0
2187,100,109 ,0.2,0,23.4,1.6,0,0,0,0
2188,100,62 ,0,0,14.7,0.4,0,2562,0,0
2189,100,72 ,0.6,0,14.4,1.3,0,7439,0,0
2190,100,97 ,0.7,0,12.6,4.3,0,0,0,0
2191,100,130 ,0,0,13.1,7.9,0,128,0,0
2192,100,93 ,0.5,0,19.5,0.9,0,0,0,0
2193,100,96 ,0.5,0,17.5,2.1,0,0,0,0
2194,100,78 ,0.5,0,17.6,0.2,0,0,0,0
2195,100,95 ,0.5,0,19.4,1.2,0,0,0,0
2196,100,113 ,0.5,0,16.0,4.6,0,0,0,0
2197,100,282 ,0.2,0,44.8,9.8,0,1200,0,0
2198,100,62 ,0.9,0,7.2,3.0,0,0,0,0
2199,100,97 ,0,0,20.3,1.2,0,0,0,0
2200,100,90 ,0,0,20.1,0.6,0,0,0,0
2201,100,101 ,0.1,0,18.8,2.3,0,0,0,0
2202,100,93 ,0,0,18.9,1.4,0,0,0,0
2203,100,89 ,0,0,20.4,0.3,0,0,0,0
2204,100,122 ,0.3,0,18.5,4.5,0,0,0,0
2205,100,102 ,0.1,0,19.0,2.3,0,0,0,0
2206,100,130 ,0,0,21.3,4.3,0,0,0,0
2207,100,97 ,0.2,0,20.8,0.9,0,0,0,0
2208,100,86 ,0.4,0,17.8,1.0,0,0,0,0
2209,100,102 ,0.4,0,21.0,1.2,0,0,0,0
2210,100,94 ,0.4,0,19.5,1.1,0,0,0,0
2211,100,98 ,0,0,20.2,1.4,0,0,0,0
2212,100,97 ,0,0,18.0,2.2,0,0,0,0
2213,100,121 ,0.2,0,16.3,5.5,0,0,0,0
2214,100,107 ,0.1,0,19.8,2.5,0,0,0,0
2215,100,101 ,0,0,17.8,2.7,0,0,0,0
2216,100,94 ,0,0,19.5,1.2,0,0,0,0
2217,100,82 ,0.9,0,18.1,0.2,0,0,0,0
2218,100,113,0,0,20.7,4,71,91,0.87,0
2219,100,110,0,0,22.5,2.6,89,110,0.58,0
2220,100,104 ,0,0,19.5,2.3,0,0,0,0
2221,100,103 ,0,0,18.6,2.6,0,0,0,0
2222,100,88 ,0.4,0,19.5,0.4,0,0,0,0
2223,100,82 ,0.8,0,18.4,0.1,0,0,0,0
2224,100,182,0.1,0,22.2,11.9,90,50,2.88,0
2225,100,186,0.1,0,22.7,12,91,55,2.88,0
2226,100,188 ,0,0,16.6,12.5,0,0,0,0
2227,100,90 ,0,0,20.3,0.5,0,0,0,0
2228,100,96 ,0.4,0,18.5,1.7,0,0,0,0
2229,100,102 ,0.3,0,20.2,1.7,0,0,0,0
2230,100,97 ,0,0,19.3,1.6,0,0,0,0
2231,100,81 ,0,0,16.9,1.0,0,0,0,0
2232,100,81 ,0,0,15.7,1.6,0,0,0,0
2233,100,104 ,0.2,0,15.0,4.2,0,260,0,0
2234,100,108,0.2,0,15.8,5.8,250,90,1.01,0
2235,100,293,33.8,0,29.4,5.5,360,1700,0.85,0
2236,100,92 ,0,0,17.9,1.7,0,0,0,0
2237,100,79 ,0,0,18.5,0.1,0,0,0,0
2238,100,100,0,0,21.3,1.9,55,50,0.5,0
2239,100,77 ,0.3,0,16.4,0.7,0,0,0,0
2240,100,93 ,0.1,0,20.8,0.5,0,0,0,0
2241,100,114 ,0.1,0,15.1,5.3,0,46,0,0
2242,100,78 ,0.1,0,16.4,0.9,0,0,0,0
2243,100,83 ,0,0,18.2,0.7,0,0,0,0
2244,100,127 ,0.3,0,17.7,5.4,0,0,0,0
2245,100,302 ,0,0,59.31,5.45,668,2180,1.78,0.05
2246,100,245 ,1.07,0,49.69,3.30,497,2377,1.31,0.02
2247,100,226 ,0.32,0,42.94,4.59,434,2646,1.30,0.03
2248,100,262 ,17.0,0,23.3,11.2,0,1378,0,0
2249,100,342 ,26.2,0,31.0,12.6,0,1896,0,0
2250,100,0 ,0,0,0.1,0,0,19,0,0
2251,100,31 ,1.13,0.11,6.53,0.02,0,8188,0,0
2252,100,118 ,0,0,14.0,6.3,0,0,0,0
2253,100,170 ,0,0,9.7,14.6,0,0,0,0
2254,100,80 ,0,0,17.5,0.7,0,132,0,0
2255,100,111,0,0,23.48,1.18,86,419,0.159,0
2256,100,351 ,0.3,0,74.3,3.8,0,0,0,0
2257,100,72 ,0.1,0,15.9,0.5,0,210,0,0
2258,100,372 ,0,0,82.7,2.4,0,482,0,0
2259,100,339 ,0.32,0,73.18,3.09,362,464,0.78,0.04
2260,100,290 ,0,0,61.7,3.1,0,0,0,0
2261,100,111 ,0,0,25.2,0.5,0,132,0,0
2262,100,349 ,2.8,0,79.0,0.4,0,438,0,0
2263,100,306 ,29.2,0,43.9,1.5,0,0,0,0
2264,100,143 ,22.22,14.37,10.83,1.20,145,1940,0.21,0.01
2265,100,120 ,2.7,0,20.5,3.0,0,0,0,0
2266,100,135 ,4.52,2.13,22.38,3.01,246,2232,0.53,0.03
2267,100,77 ,0,0,15.7,1.1,0,0,0,0
2268,100,159 ,0.5,0,24.1,5.9,0,0,0,0
2269,100,90 ,0.3,0,18.7,1.1,0,150,0,0
2270,100,248 ,29.0,0,28.3,2.1,0,0,0,0
2271,100,168 ,0.1,0,23.4,7.3,0,0,0,0
2272,100,96 ,0.2,0,16.2,2.8,0,85,0,0
2273,100,76,0,0,17.1,1.2,220,100,0.15,0
2274,100,95 ,0.1,0,20.3,1.0,0,0,0,0
2275,100,86 ,0.5,0,18.0,0.8,0,0,0,0
2276,100,100,0,0,23.4,0.8,85,140,0.18,0
2277,100,221,7.54,0,18.20,12.67,84,348,3.476,0
2278,100,314 ,35.2,0,39.8,1.5,0,0,0,0
2279,100,284 ,0,0,35.1,15.9,0,711,0,0
2280,100,88 ,0,0,15.2,2.5,0,0,0,0
2281,100,90 ,0.6,0,19.2,0.7,0,0,0,0
2282,100,132 ,0.9,0,25.6,2.2,0,837,0,0
2283,100,104 ,0.1,0,21.4,1.4,0,1394,0,0
2284,100,101 ,0.4,0,21.7,0.8,0,32,0,0
2285,100,260,0.3,0,26.2,20.4,89,40,4.87,0
2286,100,312 ,0.5,0,27.2,22.4,0,0,0,0
2287,100,217,0.3,0,20.7,17.2,77,38,3.96,0
2288,100,165 ,0.3,0,21.0,8.0,0,37,0,0
2289,100,89 ,0.3,0,19.0,0.8,0,0,0,0
2290,100,225 ,0.2,0,16.3,16.5,0,0,0,0
2291,100,302 ,0.5,0,48.2,10.3,0,0,0,0
2292,100,117 ,0.6,0,16.3,4.9,0,0,0,0
2293,100,68 ,0.3,0,13.3,1.1,0,170,0,0
2294,100,311 ,0,0,56.1,7.9,0,0,0,0
2295,100,363 ,1.2,0,60.4,11.0,0,680,0,0
2296,100,105 ,0,0,20.7,1.9,0,0,0,0
2297,100,107 ,0.7,0,22.0,1.2,0,0,0,0
2298,100,135 ,0.7,0,19.3,5.4,0,0,0,0
2299,100,86 ,0,0,19.5,0.4,0,0,0,0
2300,100,81 ,0.1,0,18.2,0.4,0,0,0,0
2301,100,123 ,0.3,0,17.0,5.3,0,160,0,0
2302,100,94 ,0.2,0,17.3,2.1,0,0,0,0
2303,100,130 ,0.3,0,16.4,6.3,0,158,0,0
2304,100,119 ,0.3,0,19.3,3.9,0,0,0,0
2305,100,93 ,0,0,19.5,1.1,0,140,0,0
2306,100,98 ,0.3,0,19.6,1.5,0,161,0,0
2307,100,94 ,0.1,0,21.5,0.3,0,0,0,0
2308,100,282 ,17.6,0,47.7,2.3,0,0,0,0
2309,100,91 ,0.2,0,20.7,0.3,0,0,0,0
2310,100,85 ,0.5,0,19.3,0.2,0,0,0,0
2311,100,85 ,0.1,0,19.3,0.3,0,0,0,0
2312,100,88 ,0.4,0,19.8,0.3,0,0,0,0
2313,100,80 ,0.1,0,17.3,0.7,0,0,0,0
2314,100,83 ,0.4,0,18.8,0.2,0,0,0,0
2315,100,83 ,0.5,0,18.9,0.1,0,0,0,0
2316,100,72 ,0,0,15.9,0.5,0,0,0,0
2317,100,129 ,0,0,18.7,5.3,0,0,0,0
2318,100,93 ,0.6,0,19.3,1.0,0,0,0,0
2319,100,109,0,0,22.23,1.62,61,89,0.420,0.025
2320,100,88 ,0.1,0,19.1,0.7,0,0,0,0
2321,100,149 ,0,0,22.4,5.8,0,0,0,0
2322,100,125 ,0.7,0,18.6,4.6,0,0,0,0
2323,100,88 ,0.1,0,18.3,1.1,0,0,0,0
2324,100,92 ,0,0,18.41,2.26,3,47,0.56,0.03
2325,100,85 ,0.3,0,19.7,0.1,0,0,0,0
2326,100,102 ,0,0,21.3,1.3,0,0,0,0
2327,100,105 ,0,0,17.2,3.4,0,0,0,0
2328,100,109 ,0.1,0,22.3,1.5,0,0,0,0
2329,100,71 ,0,0,15.8,0.5,0,0,0,0
2330,100,99 ,0.1,0,21.0,1.1,0,0,0,0
2331,100,94 ,0.1,0,18.1,1.8,0,30,0,0
2332,100,225 ,28.6,0,15.7,4.4,0,51,0,0
2333,100,177 ,14.4,0,18.0,4.4,0,78,0,0
2334,100,118 ,0.1,0,16.4,5.1,0,0,0,0
2335,100,83 ,0.2,0,17.8,0.8,0,0,0,0
2336,100,85 ,0,0,18.4,0.8,0,0,0,0
2337,100,189 ,0,0,34.2,4.7,0,0,0,0
2338,100,261 ,27.0,0,26.7,5.1,0,0,0,0
2339,100,92 ,0.1,0,17.4,1.9,0,0,0,0
2340,100,124,0,0,22.60,3.10,90,77,0.579,0
2341,100,117 ,0.1,0,20.3,3.3,0,50,0,0
2342,100,70 ,0.6,0,15.5,0.2,0,0,0,0
2343,100,97 ,0.5,0,18.6,1.8,0,0,0,0
2344,100,112 ,0,0,20.08,2.93,5,39,0.75,0.03
2345,100,184,0.1,0,23.6,10.8,87,90,2.75,0
2346,100,134 ,0.2,0,24.6,3.1,0,0,0,0
2347,100,121 ,0,0,17.9,4.8,0,0,0,0
2348,100,101 ,0,0,22.7,1.1,0,0,0,0
2349,100,99 ,0.1,0,22.2,0.5,0,0,0,0
2350,100,164 ,0.3,0,16.2,10.0,0,0,0,0
2351,100,112 ,0.9,0,24.1,0.7,0,0,0,0
2352,100,85 ,0,0,17.9,1.0,0,0,0,0
2353,100,94 ,0.3,0,21.4,0.3,0,0,0,0
2354,100,89 ,0.2,0,18.9,0.9,0,0,0,0
2355,100,108 ,0,0,21.7,1.7,0,0,0,0
2356,100,103 ,0.3,0,23.5,0.3,0,0,0,0
2357,100,284 ,0,0,13.4,24.2,0,0,0,0
2358,100,101 ,0,0,22.9,0.5,0,0,0,0
2359,100,101 ,0.1,0,18.5,2.4,0,0,0,0
2360,100,112 ,0,0,23.5,1.4,0,0,0,0
2361,100,341 ,0,0,80.7,0,0,180,0,0
2362,100,314 ,0.5,0,25.0,23.5,0,0,0,0
2363,100,104 ,0,0,18.9,2.6,0,0,0,0
2364,100,82,0,0,19.5,0.6,89,250,0.09,0
2365,100,95 ,0.2,0,18.4,1.8,0,0,0,0
2366,100,91 ,0.1,0,18.9,1.2,0,0,0,0
2367,100,84 ,0.5,0,18.6,0.4,0,0,0,0
2368,100,94 ,0.2,0,19.9,1.0,0,0,0,0
2369,100,91 ,0,0,19.3,1.0,0,0,0,0
2370,100,129 ,0,0,19.2,5.1,0,0,0,0
2371,100,121 ,0.1,0,21.0,3.4,0,110,0,0
2372,100,234 ,0.8,0,36.0,8.4,0,0,0,0
2373,100,156 ,0,0,24.8,6.3,0,4049,0,0
2374,100,152 ,0,0,18.2,8.8,0,750,0,0
2375,100,126 ,0.1,0,21.1,3.9,0,75,0,0
2376,100,150,0,0,22.92,5.82,69,56,1.619,0
2377,100,161 ,0.3,0,20.0,8.0,0,0,0,0
2378,100,107 ,0.4,0,21.7,1.5,0,0,0,0
2379,100,150,0,0,24.81,4.86,63,71,1.431,0
2380,100,353,0.3,0,40.4,28.9,860,1400,2.68,0
2381,100,101 ,0,0,20.8,1.4,0,0,0,0
2382,100,75 ,0.1,0,16.9,0.4,0,0,0,0
2383,100,111 ,0,0,17.2,4.1,0,86,0,0
2384,100,125 ,0.1,0,21.2,3.7,0,77,0,0
2385,100,90 ,0.1,0,19.9,0.6,0,0,0,0
2386,100,84 ,0.5,0,18.5,0.4,0,0,0,0
2387,100,83 ,0,0,19.0,0.3,0,0,0,0
2388,100,63 ,0.5,0,14.1,0.2,0,0,0,0
2389,100,431 ,5.2,0,10.4,39.0,0,110,0,0
2390,100,71 ,0.1,0,16.3,0.2,0,0,0,0
2391,100,106 ,0.1,0,19.8,2.3,0,0,0,0
2392,100,137,0.1,0,18.9,7.2,58,120,2.09,0
2393,100,134,0.1,0,23.3,4.9,83,150,1.36,0
2394,100,123 ,0,0,21.5,3.4,0,0,0,0
2395,100,211 ,1.2,0,29.9,8.5,0,128,0,0
2396,100,87 ,0.1,0,20.0,0.2,0,0,0,0
2397,100,78 ,0.6,0,16.5,0.6,0,0,0,0
2398,100,90 ,0.1,0,20.1,0.5,0,0,0,0
2399,100,77 ,0.3,0,16.9,0.5,0,0,0,0
2400,100,81 ,0.6,0,18.5,0.1,0,0,0,0
2401,100,169 ,20.69,3.54,11.44,4.49,20,699,0.82,0.07
2402,100,3 ,0.40,0.26,0.09,0.15,0,66,0.03,0
2403,100,112 ,15.2,0,10.8,0.8,0,792,0,0
2404,100,141 ,15.6,0,15.4,1.7,0,0,0,0
2405,100,115 ,16.53,1.78,9.75,1.09,11,760,0.11,0.01
2406,100,42 ,5.7,0,3.1,0.8,0,344,0,0
2407,100,174 ,17.75,0,9.01,7.45,20,584,2.73,0.04
2408,100,82 ,0,0,18.2,0.5,0,0,0,0
2409,100,110 ,0,0,19.2,3.1,0,0,0,0
2410,100,106 ,0.2,0,20.6,1.9,0,95,0,0
2411,100,138,0.1,0,22.8,6.1,70,1200,0.98,0
2412,100,177,0.1,0,29.3,7.9,95,830,1.22,0
2413,100,212 ,0.19,0.07,23.48,11.96,44,443,1.94,0.06
2414,100,168 ,0.31,0,16.29,11.27,34,362,1.39,0.16
2415,100,188 ,2.85,0.08,16.36,12.32,38,351,1.43,0.18
2416,100,238 ,0.8,0,25.0,15.0,0,0,0,0
2417,100,245 ,3.4,0,27.3,13.6,0,1246,0,0
2418,100,106 ,0.2,0,21.7,1.4,0,0,0,0
2419,100,127,0.1,0,22.5,4.5,51,57,0.81,0
2420,100,163,0.1,0,28.5,6,76,72,1.06,0
2421,100,143,0.1,0,25.7,5.5,50,1500,0.97,0
2422,100,86 ,0.1,0,18.3,0.9,0,0,0,0
2423,100,91 ,0,0,19.0,1.2,0,0,0,0
2424,100,169 ,0,0,15.9,10.8,0,0,0,0
2425,100,114 ,0.2,0,16.7,4.5,0,70,0,0
2426,100,149,0.1,0,26.6,6.8,140,110,0.98,0
2427,100,180,0.3,0,9.5,17.5,200,90,5.9,0
2428,100,161,0.4,0,23,10.1,230,170,3.26,0
2429,100,138,0.6,0,17.8,7.9,110,55,2.44,0
2430,100,202,0.8,0,22.6,15.1,170,79,3.43,0
2431,100,485,0.3,0,7.4,55,220,75,17.44,0
2432,100,500,0.4,0,15.2,52.3,260,100,16.39,0
2433,100,125 ,0.8,0,11.4,8.5,0,6900,0,0
2434,100,133 ,0.4,0,21.8,4.2,0,0,0,0
2435,100,152 ,0.5,0,19.6,7.1,0,0,0,0
2436,100,161,0.1,0,20.6,9.4,86,690,1.99,0
2437,100,198 ,0.2,0,17.6,13.1,0,151,0,0
2438,100,113 ,0.3,0,17.5,4.0,0,48,0,0
2439,100,190,0.2,0,19.2,13.4,100,47,2.65,0
2440,100,258,1.3,0,9,25.9,260,95,5.22,0
2441,100,90 ,0,0,19.1,1.0,0,0,0,0
2442,100,87 ,0.2,0,15.7,2.1,0,111,0,0
2443,100,96,0,0,18.51,1.87,63,347,0.330,0.011
2444,100,170 ,0.4,0,17.9,9.9,0,0,0,0
2445,100,129 ,0.4,0,16.9,6.0,0,148,0,0
2446,100,223 ,0.3,0,14.4,17.1,0,65,0,0
2447,100,236,0,0,23.65,14.95,161,65,3.023,0
2448,100,249 ,0,0,30.4,14.2,0,0,0,0
2449,100,197 ,22.3,0,12.2,6.3,0,0,0,0
2450,100,135 ,0.3,0,17.4,6.4,0,0,0,0
2451,100,158 ,0.5,0,19.0,8.0,0,0,0,0
2452,100,556 ,31.2,0,14.8,41.3,0,0,0,0
2453,100,259 ,0.3,0,21.0,18.0,0,80,0,0
2454,100,415 ,0.5,0,33.3,29.0,0,130,0,0
2455,100,289 ,5.9,0,20.5,20.4,0,470,0,0
2456,100,133 ,0.1,0,20.7,4.8,0,0,0,0
2457,100,136,0.1,0,22.4,5.9,81,130,1.45,0
2458,100,157,0.1,0,25.9,6.4,94,180,1.57,0
2459,100,119 ,0.3,0,20.0,3.5,0,0,0,0
2460,100,262 ,0.7,0,46.0,6.9,0,0,0,0
2461,100,150,0.1,0,20.2,8.8,73,670,2.35,0
2462,100,194,0.1,0,24.6,12.3,96,770,3.23,0
2463,100,131 ,17.9,0,14.7,0.1,0,900,0,0
2464,100,144 ,14.8,0,16.1,2.3,0,0,0,0
2465,100,99 ,0.3,0,19.9,1.5,0,0,0,0
2466,100,111 ,0.1,0,19.6,3.0,0,0,0,0
2467,100,112 ,0.1,0,24.0,1.1,0,0,0,0
2468,100,107 ,0.2,0,19.2,2.7,0,0,0,0
2469,100,124 ,0.5,0,15.3,6.7,0,0,0,0
2470,100,90 ,0.3,0,19.4,0.7,0,0,0,0
2471,100,100 ,0.1,0,19.3,1.9,0,0,0,0
2472,100,118,0,0,24.84,1.30,47,53,0.299,0
2473,100,171 ,0.2,0,20.0,9.1,0,95,0,0
2474,100,182,0.2,0,22.4,8.7,68,80,2.37,0
2475,100,199,0.2,0,25.3,9.4,80,100,2.53,0
2476,100,334 ,0.6,0,45.6,14.8,0,0,0,0
2477,100,113,0.1,0,24.5,2.1,250,1700,0.34,0
2478,100,188 ,0.5,0,29.6,6.5,0,2400,0,0
2479,100,153 ,0.2,0,23.3,5.7,0,0,0,0
2480,100,122 ,0.3,0,19.3,4.8,0,651,0,0
2481,100,268 ,0.3,0,21.7,20.0,0,0,0,0
2482,100,121 ,0.4,0,16.5,5.9,0,450,0,0
2483,100,118 ,0,0,19.02,4.04,53,51,1.11,0.06
2484,100,332 ,0.4,0,44.4,15.2,0,412,0,0
2485,100,123 ,8.0,0,15.5,2.8,0,0,0,0
2486,100,129 ,0,0,20.1,4.7,0,155,0,0
2487,100,90 ,0.2,0,18.7,1.1,0,0,0,0
2488,100,83 ,0.3,0,19.1,0.1,0,0,0,0
2489,100,339 ,34.3,0,41.8,2.3,0,1504,0,0
2490,100,115 ,0.3,0,18.0,4.0,0,0,0,0
2491,100,307 ,32.01,25.76,41.84,1.30,108,889,0.40,0.01
2492,100,145 ,0,0,17.30,7.62,7,169,0.22,0
2493,100,312 ,34.3,0,38.7,2.2,0,0,0,0
2494,100,90 ,0.3,0,17.7,1.5,0,0,0,0
2495,100,107,0.1,0,23.1,1.8,46,65,0.47,0
2496,100,213 ,0.4,0,16.3,15.1,0,0,0,0
2497,100,418 ,1.0,0,44.5,24.0,0,1300,0,0
2498,100,123 ,0,0,18.7,4.7,0,0,0,0
2499,100,159 ,0.2,0,17.5,9.0,0,538,0,0
2500,100,280,0,0,23.1,22.1,86,3900,4.53,0
2501,100,102 ,0.5,0,19.6,2.4,0,0,0,0
2502,100,358,0.5,0,65.2,13.6,1000,1400,2.37,0
2503,100,80,0.6,0,15,3,230,480,0.52,0
2504,100,89 ,0.2,0,17.1,1.7,0,0,0,0
2505,100,138 ,0.1,0,20.0,5.7,0,108,0,0
2506,100,79 ,0.5,0,18.1,0.1,0,0,0,0
2507,100,126 ,0.2,0,19.3,4.7,0,60,0,0
2508,100,76 ,0.2,0,17.4,0.2,0,0,0,0
2509,100,167 ,0.2,0,16.9,10.1,0,0,0,0
2510,100,105 ,0.2,0,18.5,2.8,0,53,0,0
2511,100,94 ,0.7,0,17.8,1.7,0,0,0,0
2512,100,325 ,17.7,0,59.1,2.0,0,0,0,0
2513,100,158 ,0.1,0,18.4,8.7,0,0,0,0
2514,100,108 ,0.2,0,16.7,3.9,0,0,0,0
2515,100,87 ,0,0,19.6,0.5,0,222,0,0
2516,100,93 ,0.1,0,18.9,1.4,0,0,0,0
2517,100,97 ,0.1,0,20.0,1.3,0,0,0,0
2518,100,81 ,0,0,17.0,1.0,0,0,0,0
2519,100,172,0,0,23.45,7.93,78,97,1.911,0.056
2520,100,117 ,2.7,0,15.7,4.8,0,7683,0,0
2521,100,95 ,0.2,0,18.3,1.8,0,45,0,0
2522,100,74 ,0.3,0,17.1,0.1,0,0,0,0
2523,100,99 ,0,0,20.9,1.1,0,0,0,0
2524,100,80 ,0,0.22,15.18,1.73,34,735,0.19,0.02
2525,100,89,1.9,0,17.6,1.9,52,250,0.27,0
2526,100,216,10.13,0,18.07,10.94,54,464,2.669,0
2527,100,349 ,4.4,0,77.6,0.4,0,2300,0,0
2528,100,107 ,4.4,0,21.6,0.3,0,500,0,0
2529,100,82,3.5,0,16.9,0.3,35,120,0.03,0
2530,100,301,7.6,0,65.7,1.4,150,2500,0.13,0
2531,100,105 ,2.4,0,20.8,0.8,0,254,0,0
2532,100,55,1.5,0,10.8,0.8,33,450,0.13,0
2533,100,76 ,1.4,0,14.5,1.0,0,0,0,0
2534,100,60 ,0,0.20,12.30,0.82,11,371,0.15,0.02
2535,100,70 ,0.9,0,15.0,0.3,0,0,0,0
2536,100,92 ,4.3,0,16.1,0.7,0,0,0,0
2537,100,78 ,3.0,0,15.1,0.2,0,0,0,0
2538,100,104 ,4.5,0,17.7,1.1,0,0,0,0
2539,100,118 ,4.8,0,17.2,2.7,0,215,0,0
2540,100,111 ,3.9,0,15.9,3.0,0,217,0,0
2541,100,89 ,5.5,0,14.2,0.7,0,0,0,0
2542,100,108 ,2.3,0,22.5,0.4,0,0,0,0
2543,100,88 ,3.2,0,17.1,0.3,0,0,0,0
2544,100,105 ,3.2,0,16.5,2.4,0,0,0,0
2545,100,93 ,2.6,0,14.6,2.2,0,0,0,0
2546,100,106 ,5.3,0,18.4,0.7,0,446,0,0
2547,100,95 ,2.8,0,17.0,1.2,0,0,0,0
2548,100,74 ,2.4,0,15.0,0.1,0,0,0,0
2549,100,66 ,1.1,0,11.2,1.5,0,0,0,0
2550,100,127 ,4.4,0,17.7,3.6,0,0,0,0
2551,100,100 ,3.0,0,19.7,0.5,0,0,0,0
2552,100,145 ,5.5,0,20.7,3.7,0,0,0,0
2553,100,110 ,8.0,0,17.9,0.2,0,0,0,0
2554,100,64 ,3.7,0,8.9,1.2,0,232,0,0
2555,100,83 ,5.27,0.97,9.66,2.19,12,480,0.41,0.06
2556,100,90,7.1,0,9.9,3.6,60,350,0.64,0
2557,100,88 ,5.1,0,10.5,2.4,0,0,0,0
2558,100,91 ,8.1,0,8.6,2.7,0,2374,0,0
2559,100,82 ,5.3,0,10.2,1.8,0,0,0,0
2560,100,97 ,5.1,0,10.0,3.6,0,0,0,0
2561,100,199,11.62,0,8.77,12.58,71,417,3.197,0
2562,100,83 ,0,0,14.7,2.7,0,378,0,0
2563,100,294,11.2,0,12.5,22.6,110,300,6.18,0
2564,100,63 ,1.6,0,12.6,0.3,0,0,0,0
2565,100,74 ,2.87,0.88,12.29,1.11,11,419,0.23,0.03
2566,100,85 ,5.7,0,11.9,1.2,0,0,0,0
2567,100,71 ,4.0,0,11.6,0.6,0,0,0,0
