fresh_food_id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
1061,100,29 ,4.40,0,4.15,0.43,0,20,0.09,0
1062,100,27 ,5.08,1.60,2.60,0.33,0,37,0.07,0
1063,100,24 ,3.76,0,3.11,0.34,0,16,0.07,0
1064,100,35 ,6.22,0,3.56,0.46,0,20,0.11,0
1065,100,34 ,5.26,0.16,4.02,0.61,0,29,0.10,0
1066,100,37 ,5.21,0,4.78,0.79,0,13,0.10,0
1067,100,32 ,5.84,0.63,3.01,0.49,0,31,0.09,0
1068,100,32 ,4.80,0,4.12,0.55,0,15,0.09,0
1069,100,34 ,5.19,0,4.19,0.63,0,57,0.12,0
1070,100,24 ,5.66,1.95,1.08,0.14,0,31,0.03,0
1071,100,25 ,4.29,0,3.07,0.23,0,29,0.05,0
1072,100,20 ,3.0,0,2.7,0.3,0,53,0,0
1073,100,37 ,7.04,0,3.40,0.38,0,3,0.09,0
1074,100,39 ,6.79,0,3.71,0.63,0,3,0.10,0
1075,100,272 ,53.80,0.16,25.80,2.05,0,39,0.89,0
1076,100,56 ,12.7,0,2.6,0.5,0,3,0,0
1077,100,55 ,13.3,0,1.9,0.3,0,13,0,0
1078,100,15 ,2.35,0,1.93,0.17,0,145,0.04,0
1079,100,21 ,3.80,0,2.10,0.30,0,135,0.05,0
1080,100,26 ,3.53,0.08,2.92,0.72,0,1,0.04,0
1081,100,43 ,9.2,0,2.9,0.4,0,36,0,0
1082,100,31 ,6.3,0,2.6,0.2,0,19,0,0
1083,100,71 ,16.24,5.05,2.54,0.13,0,3,0.04,0
1084,100,17 ,2.53,1.35,2.02,0.34,0,3,0.05,0
1085,100,17 ,2.81,1.24,2.08,0.19,0,4,0.05,0
1086,100,14 ,3.0,0,1.1,0.1,0,387,0,0
1087,100,21 ,3.51,3.49,1.85,0.53,0,0,0.03,0
1088,100,37 ,7.64,0,3.08,0.31,0,37,0.07,0
1089,100,31 ,5.20,0,3.52,0.49,0,17,0.08,0
1090,100,260 ,43.7,0,27.7,4.4,0,0,0,0
1091,100,287 ,48.0,0,36.8,3.1,0,50,0,0
1092,100,82 ,17.8,0,5.8,0.5,0,7,0,0
1093,100,47,10.51,0.99,3.27,0.15,0,94,0.036,0
1094,100,53,11.95,0.99,2.89,0.34,0,60,0.079,0
1095,100,38,7.75,0,2.63,0.43,0,47,0.099,0
1096,100,45,9.18,0.84,3.11,0.50,0,53,0.119,0
1097,100,3 ,0.7,0,0.1,0,0,13,0,0
1098,100,40 ,11.09,9.21,0,0,0,20,0,0
1099,100,21 ,3.14,0.34,3.53,0.20,0,5,0.07,0
1100,100,33 ,7.92,4.79,1.68,0.08,0,8,0.03,0
1101,100,32 ,7.56,5.20,1.71,0.12,0,7,0.03,0
1102,100,32 ,7.41,4.24,1.68,0.12,0,6,0.03,0
1103,100,41 ,9.53,4.77,2.13,0.21,0,7,0.07,0
1104,100,39 ,4.60,0.73,3.38,1.77,0,8,0.11,0
1105,100,153,14.89,12.19,0.95,9.91,4,203,1.599,0.037
1106,100,29 ,6.67,5.74,0.95,0.04,0,3,0.01,0
1107,100,29 ,6.97,4.56,0.84,0.04,0,3,0.01,0
1108,100,340 ,78.0,0,11.7,1.0,0,7,0,0
1109,100,30 ,7.0,0,0.9,0.1,0,2,0,0
1110,100,32 ,7.81,3.31,0.75,0.02,0,1,0.01,0
1111,100,37 ,8.56,6.56,0.46,0.63,0,0,0.01,0
1112,100,32 ,7.38,6.00,0.52,0.47,0,0,0.01,0
1113,100,80 ,14.84,2.10,2.28,2.54,0,0,0.02,0
1114,100,258,30.53,0,3.15,14.10,0,246,4.534,0
1115,100,411,43.58,5.43,3.86,25.23,0,776,4.194,0.164
1116,100,85 ,20.99,15.24,1.59,0.05,0,1442,0.01,0
1117,100,13 ,2.8,0,0.6,0.1,0,1,0,0
1118,100,31 ,5.0,0,4.4,0.3,0,0,0,0
1119,100,45 ,10.4,0,2.4,0.3,0,16,0,0
1120,100,41 ,5.20,0.36,6.94,0.67,0,1,0.19,0
1121,100,37 ,3.86,0,7.05,0.75,0,3,0.18,0
1122,100,267 ,55.6,0,22.4,1.6,0,7,0,0
1123,100,279 ,54.2,0,27.4,2.2,0,7,0,0
1124,100,22 ,4.48,0.36,1.28,0.36,0,0,0.03,0
1125,100,75 ,17.28,1.81,1.63,0.07,0,21,0.02,0
1126,100,62 ,14.41,0.59,1.07,0.08,0,6,0.02,0
1127,100,261 ,60.2,0,2.1,1.3,0,668,0,0
1128,100,45 ,6.5,0,5.8,0.9,0,0,0,0
1129,100,21 ,3.11,0,2.99,0.35,0,18,0.05,0
1130,100,14 ,1.99,0,2.08,0.21,0,48,0.04,0
1131,100,19 ,2.95,0,2.69,0.25,0,30,0.05,0
1132,100,83,29.3,0,1.4,0.2,0,2,-0.03,0
1133,100,93 ,21.79,18.72,0.52,1.00,0,840,0.03,0
1134,100,34 ,7.7,0,2.5,0.1,0,14,0,0
1135,100,36 ,7.8,0,2.5,0.2,0,6,0,0
1136,100,278 ,54.4,0,23.8,3.1,0,15,0,0
1137,100,13 ,3.1,0,0.8,0,0,3,0,0
1138,100,9 ,1.71,0.85,1.19,0.03,0,5,0.01,0
1139,100,14 ,3.05,1.38,1.22,0.02,0,3,0.01,0
1140,100,13 ,2.81,1.47,1.15,0.03,0,2,0.01,0
1141,100,91 ,25.07,22.69,0.38,0.12,0,1040,0.05,0
1142,100,10 ,2.10,1.07,0.63,0.12,0,1647,0.03,0
1143,100,26,6.6,1.9,2.1,0.2,0,4,-0.03,0
1144,100,29,7.6,-2.1,2.1,0.1,0,4,-0.02,0
1145,100,40 ,8.2,0,1.7,0.3,0,0,0,0
1146,100,69 ,15.29,2.87,2.61,0.06,0,6,0.02,0
1147,100,52 ,11.34,0.69,1.88,0.09,0,5,0.02,0
1148,100,149 ,34.37,17.40,2.10,0.30,0,1092,0.05,0
1149,100,87 ,15.73,3.83,1.79,2.56,0,11,0.07,0
1150,100,67 ,13.1,0,5.1,0.3,0,3487,0,0
1151,100,35 ,6.48,2.51,3.55,0.36,0,1,0.08,0
1152,100,28 ,5.09,1.78,3.22,0.29,0,1,0.07,0
1153,100,78 ,6.8,0,3.4,4.6,0,5,0,0
1154,100,30 ,4.98,0.58,3.89,0.31,0,12,0.06,0
1155,100,29 ,4.15,0.49,4.36,0.38,0,12,0.06,0
1156,100,29 ,4.60,0.60,4.13,0.32,0,11,0.06,0
1157,100,31 ,4.60,0.62,4.45,0.40,0,15,0.06,0
1158,100,36,6,0,4.1,0.4,0,12,-0.04,0
1159,100,30,5.3,0,3.6,0.4,0,10,-0.04,0
1160,100,45 ,9.0,0,3.9,0.4,0,5,0,0
1161,100,40 ,6.6,0,4.6,0.6,0,0,0,0
1162,100,79 ,18.6,0,2.1,0.2,0,8,0,0
1163,100,55 ,9.9,0,3.4,0.9,0,1,0,0
1164,100,19 ,2.54,0.22,2.54,0.42,0,70,0.03,0
1165,100,23 ,4.2,0,3.1,0.1,0,62,0,0
1166,100,35 ,5.0,0,4.5,0.7,0,0,0,0
1167,100,47 ,10.1,0,4.0,0.2,0,0,0,0
1168,100,236 ,41.9,0,29.7,1.7,0,0,0,0
1169,100,26 ,6.3,0,1.0,0.1,0,17,0,0
1170,100,48 ,10.8,0,3.0,0.2,0,16,0,0
1171,100,45 ,10.7,0,2.4,0.1,0,14,0,0
1172,100,39 ,7.6,0,3.5,0.4,0,4,0,0
1173,100,309 ,74.3,0,5.9,3.5,0,0,0,0
1174,100,20 ,4.09,0,1.58,0.19,0,18,0.04,0
1175,100,22 ,4.54,0,1.39,0.23,0,16,0.05,0
1176,100,308 ,71.6,0,8.5,3.8,0,0,0,0
1177,100,288 ,65.7,0,12.6,2.7,0,6,0,0
1178,100,61 ,10.3,0,7.4,0.7,0,2,0,0
1179,100,48 ,8.59,0.78,5.80,0.39,0,3,0.10,0
1180,100,46 ,8.10,0.57,5.39,0.51,0,2,0.11,0
1181,100,280 ,57.0,0,27.9,1.0,0,37,0,0
1182,100,269 ,44.54,6.80,34.44,3.13,0,11,0.68,0.03
1183,100,52 ,7.89,0.38,7.28,0.74,0,4,0.15,0.01
1184,100,10 ,1.64,0,1.41,0.09,0,17,0.02,0
1185,100,11 ,1.81,0,1.60,0.13,0,15,0.03,0
1186,100,16 ,1.86,0.29,2.59,0.32,0,45,0.03,0
1187,100,76 ,17.00,0.17,2.30,0.56,0,1,0.03,0
1188,100,22 ,5.18,2.19,1.38,0.07,0,29,0.02,0
1189,100,30 ,6.99,3.34,1.16,0.05,0,27,0.02,0
1190,100,24 ,4.59,0.61,1.97,0.34,0,68,0.07,0
1191,100,53 ,11.3,0,4.2,0.3,0,38,0,0
1192,100,32 ,5.77,1.10,3.04,0.49,0,2,0.09,0
1193,100,35 ,6.09,0.30,3.28,0.64,0,1,0.11,0
1194,100,307 ,71.1,0,5.1,4.9,0,0,0,0
1195,100,306 ,69.2,0,8.0,4.7,0,0,0,0
1196,100,48 ,9.6,0,3.7,0.6,0,20,0,0
1197,100,51 ,11.66,2.55,2.61,0.38,0,5,0.07,0
1198,100,49 ,10.54,0.63,2.77,0.50,0,8,0.08,0
1199,100,265 ,53.6,0,22.2,2.3,0,0,0,0
1200,100,55 ,12.3,0,3.0,0.5,0,15,0,0
1201,100,299 ,56.82,3.43,26.85,3.67,0,70,0.56,0.02
1202,100,49 ,8.22,0,4.90,0.97,0,5,0.14,0
1203,100,72,17.51,8.73,1.40,0.20,0,50,0.048,0
1204,100,16 ,2.95,0,1.70,0.21,0,136,0.05,0
1205,100,25 ,5.0,0,2.3,0.2,0,57,0,0
1206,100,14 ,2.62,0,1.19,0.25,0,0,0.01,0
1207,100,26 ,4.61,0,3.11,0.24,0,47,0.05,0
1208,100,33 ,6.5,0,3.3,0.2,0,103,0,0
1209,100,49 ,11.1,0,2.7,0.3,0,11,0,0
1210,100,31 ,5.8,0,3.1,0.3,0,65,0,0
1211,100,22 ,4.2,0,2.0,0.3,0,50,0,0
1212,100,22 ,5.16,1.55,1.16,0.05,0,7,0.02,0
1213,100,20,5.2,-2.3,1,0,0,7,0,0
1214,100,36 ,3.80,0.35,4.64,1.36,0,1,0.26,0
1215,100,33 ,2.55,0.62,4.52,1.51,0,1,0.24,0
1216,100,406 ,32.5,0,45.7,10.8,0,42,0,0
1217,100,409 ,31.7,0,45.4,11.6,0,41,0,0
1218,100,27 ,2.7,0,4.2,0.9,0,5,0,0
1219,100,94 ,21.0,0,6.6,0.3,0,0,0,0
1220,100,16 ,4.25,1.52,0.28,0.05,0,1,0.02,0
1221,100,20 ,5.3,0,0.4,0,0,1,0,0
1222,100,261 ,65.5,0,7.4,1.1,0,11,0,0
1223,100,20 ,4.9,0,0.5,0.1,0,2,0,0
1224,100,19 ,4.26,2.37,1.03,0.18,0,2,0.04,0
1225,100,17 ,4.06,2.08,0.70,0.14,0,2,0.03,0
1226,100,23 ,5.87,1.45,0.76,0.04,0,6,0.01,0
1227,100,26 ,6.50,3.85,0.94,0.06,0,7,0.02,0
1228,100,25 ,6.02,3.89,1.00,0.13,0,5,0.04,0
1229,100,17 ,3.9,0,0.9,0.1,0,15,0,0
1230,100,21 ,5.22,2.96,0.68,0.04,0,2,0.02,0
1231,100,19 ,4.78,2.74,0.66,0.03,0,2,0.02,0
1232,100,41 ,10.92,8.40,0.40,0.02,0,27,0.01,0
1233,100,21,4.4,-3.6,0.9,0.2,0,4,-0.03,0
1234,100,98 ,19.68,11.78,4.22,0.24,0,113,0.08,0
1235,100,44,9.9,-5.2,1.9,0.1,0,19,-0.02,0
1236,100,40 ,6.7,0,4.7,0.6,0,189,0,0
1237,100,29 ,6.7,0,1.2,0.2,0,17,0,0
1238,100,29 ,6.5,0,1.5,0.2,0,4,0,0
1239,100,16 ,3.2,0,1.5,0.1,0,2,0,0
1240,100,21 ,4.24,1.17,1.73,0.14,0,0,0.04,0
1241,100,23 ,4.80,2.63,1.78,0.15,0,0,0.07,0
1242,100,25 ,5.5,0,1.8,0.1,0,15,0,0
1243,100,36 ,6.8,0,3.2,0.5,0,35,0,0
1244,100,24 ,5.95,2.79,0.77,0.12,0,0,0.03,0
1245,100,25 ,6.21,2.76,0.79,0.13,0,1,0.03,0
1246,100,26 ,6.42,2.65,0.91,0.13,0,0,0.04,0
1247,100,28 ,6.91,2.68,0.92,0.13,0,1,0.04,0
1248,100,24 ,5.88,5.26,1.02,0.12,0,0,0.04,0
1249,100,27 ,6.45,5.38,1.06,0.12,0,0,0.04,0
1250,100,41 ,8.32,8.80,1.01,1.09,0,2,0.05,0
1251,100,41 ,8.49,7.45,1.07,0.94,0,2,0.07,0
1252,100,38 ,8.22,6.28,0.97,0.79,0,3,0.05,0
1253,100,28 ,6.94,3.02,1.17,0.09,0,1,0.03,0
1254,100,33 ,8.18,3.13,1.24,0.11,0,1,0.04,0
1255,100,22 ,5.36,1.35,0.90,0.04,0,1,0.02,0
1256,100,23 ,5.59,1.16,0.92,0.06,0,2,0.02,0
1257,100,27,4.74,2.14,0.92,0.94,0,1671,0.097,0
1258,100,9 ,0.9,0,2.2,0.1,0,36,0,0
1259,100,38 ,3.6,0,4.5,1.7,0,4,0,0
1260,100,45 ,8.43,0.84,4.83,0.38,0,0,0.08,0
1261,100,32 ,6.14,0.33,3.09,0.34,0,2,0.07,0
1262,100,49 ,9.19,0.70,4.84,0.49,0,3,0.09,0
1263,100,18 ,4.4,0,0.6,0.1,0,1,0,0
1264,100,16 ,3.8,0,0.5,0.1,0,1,0,0
1265,100,38 ,8.49,3.50,0.88,0.17,0,1,0.03,0
1266,100,30 ,6.9,0,1.7,0.1,0,0,0,0
1267,100,24 ,5.23,2.55,0.60,0.13,0,0,0.04,0
1268,100,40 ,8.88,4.93,1.09,0.14,0,0,0.03,0
1269,100,333 ,72.33,37.86,7.60,2.42,0,4,0.23,0.06
1270,100,57 ,13.63,4.74,1.19,0.65,0,0,0.12,0
1271,100,30 ,6.9,0,1.7,0.1,0,0,0,0
1272,100,66 ,15.45,7.34,1.72,0.84,0,0,0.14,0
1273,100,22 ,5.14,2.43,1.07,0.09,0,0,0.03,0
1274,100,21 ,4.88,2.08,1.05,0.10,0,0,0.03,0
1275,100,284 ,67.64,41.33,13.75,1.11,0,4,0.35,0
1276,100,31 ,6.54,0.67,2.24,0.26,0,3,0.08,0
1277,100,31 ,7.7,0,1.2,0.1,0,6,0,0
1278,100,11 ,2.4,0,0.9,0,0,2,0,0
1279,100,21 ,4.37,2.32,0.59,0.46,0,0,0.02,0
1280,100,19 ,4.27,2.54,0.61,0.33,0,0,0.02,0
1281,100,21 ,4.73,3.53,0.64,0,0,0,0,0
1282,100,96 ,21.59,3.32,4.77,0.84,0,1,0.18,0
1283,100,78 ,17.03,2.07,4.03,0.94,0,2,0.16,0
1284,100,13 ,4.5,0,1.8,0.1,0,3,0,0
1285,100,177 ,62.1,0,20.1,2.7,0,0,0,0
1286,100,19 ,7.35,0.89,1.11,0.39,0,1,0.03,0
1287,100,22 ,8.99,0.30,0.87,0.49,0,1,0.04,0
1288,100,182 ,66.49,0.45,15.18,4.14,0,12,0.66,0.01
1289,100,16 ,5.7,0,2.4,0,0,14,0,0
1290,100,182 ,66.1,0,23.6,0.5,0,64,0,0
1291,100,13 ,2.89,0.54,2.57,0.41,0,2,0.07,0
1292,100,18 ,4.68,0.12,3.28,0.40,0,5,0.11,0
1293,100,179 ,57.8,0,24.5,3.2,0,57,0,0
1294,100,15 ,4.70,0.74,2.60,0.14,0,2,0.03,0
1295,100,21 ,6.51,0.01,3.26,0.23,0,3,0.03,0
1296,100,189 ,60.72,0,25.10,3.90,0,19,0.49,0.02
1297,100,182 ,58.92,0,25.36,2.98,0,19,0.40,0.02
1298,100,16 ,5.3,0,2.5,0.1,0,20,0,0
1299,100,24 ,8.1,0,4.1,0,0,11,0,0
1300,100,21 ,6.0,0,4.4,0.1,0,17,0,0
1301,100,21 ,6.4,0,3.6,0.3,0,3,0,0
1302,100,16 ,5.3,0,2.6,0,0,5,0,0
1303,100,20 ,6.1,0,3.9,0,0,7,0,0
1304,100,18 ,5.2,0,3.9,0,0,9,0,0
1305,100,17 ,5.9,0,2.2,0.1,0,12,0,0
1306,100,27 ,7.07,0.33,5.56,0.38,0,23,0.08,0
1307,100,133 ,0,0,60.9,2.4,0,1480,0,0
1308,100,19 ,6.34,0.37,2.50,0.34,0,2,0.05,0
1309,100,19 ,6.07,0.11,2.73,0.35,0,2,0.04,0
1310,100,13 ,5.22,0.12,0.79,0.19,0,10,0.01,0
1311,100,13 ,4.84,0,1.15,0.23,0,11,0.01,0
1312,100,169 ,69.66,1.57,11.88,1.26,0,108,0.13,0.01
1313,100,183 ,72.78,1.67,14.10,1.99,0,157,0.19,0.01
1314,100,28 ,11.58,0.18,1.20,0.55,0,7,0.09,0
1315,100,18 ,7.01,0.10,1.02,0.43,0,4,0.06,0
1316,100,17 ,3.5,0,2.9,0.9,0,0,0,0
1317,100,20 ,5.5,0,4.2,0.1,0,7,0,0
1318,100,191 ,61.6,0,23.3,4.7,0,0,0,0
1319,100,183 ,71.1,0,14.3,2.7,0,0,0,0
1320,100,195 ,54.4,0,27.7,6.9,0,5,0,0
1321,100,180 ,72.2,0,15.8,0.9,0,4,0,0
1322,100,192 ,58.6,0,24.4,5.7,0,5,0,0
1323,100,182 ,76.6,0,12.8,0.6,0,3,0,0
1324,100,179 ,84.58,0,4.40,0.27,0,33,0.07,0
1325,100,3 ,0.56,0.12,0.07,0.01,0,1,0,0
1326,100,165 ,68.47,0.33,11.75,0.96,0,6,0.16,0.03
1327,100,21 ,8.12,0.31,2.05,0.15,0,1,0.04,0
1328,100,22 ,8.51,1.22,2.15,0.24,0,1,0.05,0
1329,100,20 ,5.7,0,2.8,0.6,0,0,0,0
1330,100,179 ,58.9,0,19.9,4.8,0,57,0,0
1331,100,26 ,8.56,0.59,3.53,0.40,0,6,0.04,0
1332,100,27 ,8.69,0.01,3.62,0.43,0,5,0.05,0
1333,100,16 ,3.5,0,4.2,0.1,0,7,0,0
1334,100,15 ,3.89,0.77,3.12,0.23,0,5,0.05,0
1335,100,15 ,3.63,0.89,3.15,0.26,0,5,0.05,0
1336,100,166 ,34.09,0.52,40.82,3.52,0,72,0.68,0.02
1337,100,176 ,46.49,1.93,33.39,3.57,0,65,0.54,0
1338,100,17 ,3.87,0,3.75,0.41,0,377,0.04,0
1339,100,15 ,3.24,0.59,3.73,0.20,0,5,0.04,0
1340,100,14 ,3.50,0.37,2.94,0.31,0,4,0.04,0
1341,100,187 ,81.03,0,9.41,1.40,0,2,0.28,0
1342,100,0 ,0.03,0,0.07,0.01,0,1,0,0
1343,100,13 ,3.29,0.14,2.20,0.50,0,1,0.04,0
1344,100,16 ,4.46,0,2.26,0.57,0,0,0.07,0
1345,100,20 ,6.54,0.25,2.92,0.23,0,6,0.04,0
1346,100,21 ,6.48,0.03,3.14,0.33,0,5,0.04,0
1347,100,179 ,59.81,4.88,25.05,2.07,0,42,0.31,0.01
1348,100,171 ,54.68,4.69,26.23,2.09,0,45,0.31,0.01
1349,100,184 ,61.40,0,25.09,2.51,0,34,0.34,0
1350,100,21 ,7.00,0.54,2.41,0.51,0,3,0.04,0
1351,100,20 ,6.43,0.06,2.60,0.39,0,2,0.05,0
1352,100,18 ,6.9,0,2.0,0,0,13,0,0
1353,100,22 ,8.4,0,2.6,0.1,0,14,0,0
1354,100,18 ,6.1,0,1.4,0.7,0,1,0,0
1355,100,21 ,6.13,0.65,3.06,0.60,0,5,0.04,0
1356,100,21 ,6.59,0.18,3.01,0.37,0,3,0.05,0
1357,100,16 ,4.6,0,3.3,0.1,0,10,0,0
1358,100,31 ,10.84,0.36,3.90,0.38,0,3,0.05,0
1359,100,25 ,8.63,0.51,3.00,0.34,0,2,0.04,0
1360,100,178 ,61.81,2.27,22.42,2.14,0,12,0.31,0.02
1361,100,174 ,58.78,0.19,23.56,1.99,0,16,0.35,0.02
1362,100,29 ,10.55,0.55,3.20,0.36,0,2,0.04,0
1363,100,26 ,8.03,0.40,4.44,0.32,0,2,0.05,0
1364,100,21 ,4.98,0.96,4.71,0.30,0,3,0.04,0
1365,100,183 ,53.29,3.30,31.84,2.93,0,9,0.31,0
1366,100,24 ,6.80,0.82,4.06,0.43,0,2,0.05,0
1367,100,39 ,14.02,0.66,4.59,0.33,0,2,0.05,0
1368,100,32 ,12.36,0.88,3.25,0.24,0,3,0.03,0
1369,100,180 ,65.35,4.69,21.14,1.61,0,9,0.18,0
1370,100,31 ,11.80,0.46,2.91,0.34,0,2,0.04,0
1371,100,18 ,6.1,0,2.0,0.3,0,5,0,0
1372,100,18 ,6.3,0,2.4,0.2,0,5,0,0
1373,100,178 ,63.7,0,18.1,3.1,0,25,0,0
1374,100,35 ,13.0,0,3.0,0.7,0,6,0,0
1375,100,186 ,68.25,4.61,18.84,2.54,0,20,0.35,0
1376,100,15 ,4.6,0,2.7,0.1,0,4,0,0
1377,100,59,16.9,13.6,0.5,0.1,0,1,-0.01,0
1378,100,51 ,13.66,10.52,0.41,0.04,0,0,0.01,0
1379,100,225 ,55.7,0,0.3,0.1,0,13,0,0
1380,100,72 ,17.57,16.66,0.51,0.86,0,0,0.01,0
1381,100,71 ,18.8,0,0.6,0.1,0,12,0,0
1382,100,223 ,60.45,24.25,1.59,0.05,0,1,0.02,0
1383,100,65 ,17.76,12.32,0.29,0.04,0,1,0.01,0
1384,100,66 ,18.36,10.35,0,0.04,0,0,0.02,0
1385,100,255 ,68.61,55.11,1.94,0.16,0,3,0.04,0
1386,100,214 ,57.45,29.76,1.93,0.08,0,1,0.03,0
1387,100,41 ,11.0,0,0.1,0.1,0,6,0,0
1388,100,69 ,10.23,7.31,4.50,2.04,0,1,0.25,0
1389,100,33,9.9,-3.5,0.6,0.1,0,3,0,0
1390,100,49,12.3,-9.9,0.1,0.1,0,4,0,0
1391,100,50,12.3,0,0.1,0.1,0,7,0,0
1392,100,51,13.2,-10.9,1,0.1,0,1,0,0
1393,100,48 ,12.39,10.44,0.59,0.12,0,1,0.01,0
1394,100,34 ,8.20,6.70,0.29,0.41,0,1,0.02,0
1395,100,41 ,10.56,8.37,0.82,0.08,0,1,0.01,0
1396,100,50 ,12.80,10.17,0.99,0.11,0,1,0.01,0
1397,100,40 ,10.30,8.39,0.40,0.13,0,1,0.01,0
1398,100,39 ,10.04,7.99,0.53,0.10,0,2,0.02,0
1399,100,39 ,10.16,8.19,0.29,0.16,0,1,0.02,0
1400,100,42 ,10.78,8.76,0.69,0.09,0,2,0.02,0
1401,100,39 ,10.17,9.05,0.55,0.08,0,2,0.02,0
1402,100,33 ,8.48,7.35,0.49,0.08,0,1,0.01,0
1403,100,37 ,9.74,7.85,0.40,0.08,0,1,0.01,0
1404,100,44 ,11.18,9.23,0.71,0.14,0,3,0.02,0
1405,100,40 ,10.41,8.39,0.48,0.14,0,2,0.01,0
1406,100,43 ,10.8,0,1.0,0.1,0,15,0,0
1407,100,39 ,10.4,0,0.2,0.1,0,13,0,0
1408,100,309 ,76.2,0,1.0,0,0,0,0,0
1409,100,63,15.3,0,0.5,0.1,0,4,-0.01,0
1410,100,73 ,18.77,11.77,1.19,0.13,0,5,0.04,0
1411,100,74 ,13.82,9.90,1.74,2.16,0,0,0.15,0
1412,100,67 ,16.2,0,1.6,0.4,0,2,0,0
1413,100,105 ,27.56,24.34,1.45,0.10,0,1,0.03,0
1414,100,276 ,72.57,59.09,3.73,0.25,0,2,0.07,0.01
1415,100,281,71.3,-59,2.2,0.2,0,0,-0.02,0
1416,100,140,27.1,0,2.3,3.3,0,0,1.18,0
1417,100,36 ,8.9,0,0.8,0.2,0,13,0,0
1418,100,34 ,8.50,6.09,0.70,0.07,0,0,0.01,0
1419,100,29 ,7.2,0,0.8,0.1,0,2,0,0
1420,100,329,82.8,0,0.5,0.2,0,260,-0.02,0
1421,100,285 ,70.45,52.33,0.51,0.09,0,3,0.02,0
1422,100,30,10.54,1.69,0.70,0.20,0,2,0.022,0
1423,100,25,8.42,1.69,0.42,0.07,0,2,0.008,0
1424,100,21,6.69,1.37,0.25,0.23,0,16,0.026,0
1425,100,52,11.94,4.42,1.20,0.65,0,1,0.019,0
1426,100,56,12.55,6.54,1.15,0.81,0,4,0.064,0
1427,100,82,20.87,0,0.65,0.21,0,11,0,0
1428,100,36 ,9.27,1.87,0.71,0.08,0,2,0.02,0
1429,100,24,8.6,1.5,0.4,0.2,0,2,-0.02,0
1430,100,60,15.14,0,1.31,0.10,0,0,0,0
1431,100,286,74.00,0,4.90,0.40,0,48,0,0
1432,100,61,16.4,-14.9,1,0.1,0,0,-0.02,0
1433,100,56 ,14.47,12.21,0.85,0.08,0,2,0.02,0
1434,100,115 ,25.5,0,1.3,0.8,0,0,0,0
1435,100,61 ,15.97,13.66,0.72,0.10,0,0,0.03,0
1436,100,28 ,7.71,6.26,0.04,0.01,0,9,0,0
1437,100,57 ,12.56,11.62,0.54,1.14,0,0,0.03,0
1438,100,71,17.5,0,0.6,0.2,0,1,0,0
1439,100,41 ,7.8,0,1.1,1.1,0,3,0,0
1440,100,26 ,6.24,2.76,0.94,0.77,0,2,0.03,0.01
1441,100,39 ,8.0,0,1.2,0.7,0,1,0,0
1442,100,37 ,8.1,0,0.7,0.6,0,2,0,0
1443,100,213 ,52.72,44.06,0.23,0.18,0,1,0.01,0
1444,100,216 ,51.08,33.85,1.86,0.52,0,1,0.11,0.01
1445,100,29,8.6,0.9,0.9,0.7,0,7200,-0.04,0
1446,100,79 ,18.32,7.39,1.51,0.94,0,0,0.10,0
1447,100,83 ,17.27,10.92,1.60,1.83,0,1,0.11,0
1448,100,76 ,18.96,16.86,0.34,0.75,0,0,0.01,0
1449,100,87 ,19.67,8.41,1.58,1.27,0,0,0.14,0
1450,100,81 ,21.8,0,0.3,0.2,0,0,0,0
1451,100,21 ,5.1,0,0.5,0.1,0,13,0,0
1452,100,40 ,9.64,8.08,1.50,0.04,0,13,0.01,0
1453,100,38 ,9.6,0,0.7,0.1,0,10,0,0
1454,100,78 ,20.0,0,0.7,0.4,0,2,0,0
1455,100,57,14.3,-10.8,0.6,0.1,0,2,-0.02,0
1456,100,52 ,13.47,11.28,0.74,0.09,0,0,0.04,0
1457,100,45 ,11.51,10.77,0.82,0.11,0,0,0.03,0
1458,100,319 ,77.22,58.92,4.75,3.01,0,14,0.41,0.06
1459,100,254 ,63.6,0,5.1,0.9,0,9,0,0
1460,100,78,19.4,0,0.5,0.1,0,8,-0.02,0
1461,100,77 ,20.00,14.40,1.11,0.20,0,0,0.05,0
1462,100,314,78.5,-53.9,3.8,0.4,0,1,-0.15,0
1463,100,517 ,69.32,16.10,2.07,25.67,0,1,22.06,0.02
1464,100,45 ,12.24,8.30,0.29,0.04,0,0,0.01,0
1465,100,46 ,12.3,0,0.3,0.1,0,0,0,0
1466,100,48 ,12.8,0,0.4,0.1,0,0,0,0
1467,100,44 ,11.98,9.85,0.26,0.04,0,0,0.01,0
1468,100,39 ,10.4,0,0.3,0.1,0,1,0,0
1469,100,46 ,12.40,9.81,0.30,0.04,0,0,0.01,0
1470,100,46 ,12.34,5.23,0.29,0.04,0,0,0.01,0
1471,100,35 ,8.6,0,0.4,0.3,0,4,0,0
1472,100,49,12.7,0,0.2,0.1,0,1,-0.01,0
1473,100,52 ,13.0,0,0.3,0.5,0,35,0,0
1474,100,42 ,11.76,10.15,0,0,0,0,0,0
1475,100,100 ,22.58,8.58,1.68,1.55,0,1,0.19,0
1476,100,67,16.2,-4,0.8,0.4,0,5,0,0
1477,100,60,14.45,14.25,0.67,0.18,0,6,0.015,0
1478,100,51,13.60,13.40,0.39,0.05,0,6,0.004,0
