NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
3563,355,110,-,8,6,-,-,75,3.5,-
3564,355,180,-,13,10,-,-,115,5,-
3565,355,250,-,21,7,-,-,70,8,-
3566,355,350,-,41,8,-,-,150,11,-
3567,355,290,-,25,10,-,-,105,9,-
3568,355,390,-,45,12,-,-,190,11,-
3569,355,190,-,14,10,-,-,143,6,-
3570,207,125,-,14,2,-,-,30,4.5,-
3571,355,265,-,33,9,-,-,140,6,-
3572,355,80,-,17,1,-,-,30,0,-
3573,355,215,-,28,6,-,-,95,3.8,-
3574,22,5,-,0,0,-,-,-,0,-
3575,207,125,-,14,3,-,-,28.5,5,-
3576,207,125,-,14,3,-,-,28.5,5,-
3577,355,225,-,18,3,-,-,70,10,-
3578,355,125,-,14,3,-,-,28.5,5,-
3579,355,280,-,36,5,-,-,180,6,-
3580,355,140,-,22,3,-,-,125,1,-
3581,355,270,-,41,5,-,-,200,2.2,-
3582,355,340,-,42,6,-,-,180,9,-
3583,355,300,-,39,4,-,-,190,7,-
3584,355,320,-,43,5,-,-,210,7,-
3585,355,290,-,42,5,-,-,175,7.5,-
3586,355,310,-,38,9,-,-,241,5.3,-
3587,355,240,-,33,5,-,-,200,2.2,-
3588,355,600,-,79,9,-,-,330,7,-
3589,355,265,-,43,6,-,-,180.4,4.1,-
3590,355,460,-,57,8,-,-,250,10,-
3591,355,370,-,44,11,-,-,266,7.5,-
3592,355,325,-,39,10,-,-,240,5.5,-
3593,355,360,-,54,4,-,-,170,11,-
3594,355,410,-,57,5,-,-,220,14,-
3595,355,120,-,25,1,-,-,70,0,-
3596,355,495,-,46,10,-,-,290,16,-
3597,355,250,-,48,8,-,-,128.4,0.9,-
3598,355,270,-,48,4,-,-,110,1,-
3599,355,200,-,45,0,-,-,5,0,-
3600,355,225,-,51,1,-,-,15,0,-
3601,355,320,-,60,1,-,-,10,0,-
3602,355,65,-,17,0,-,-,0.2,0,-
3603,355,100,-,25,0,-,-,-,0,-
3604,355,65,-,17,0,-,-,0.2,0,-
3605,355,185,-,43,1,-,-,20,0,-
3606,355,125,-,28,0,-,-,15,0,-
3607,355,205,-,48,0,-,-,30,0,-
3608,355,200,-,30,1,-,-,5,0.2,-
3609,355,140,-,35,0,-,-,25,0,-
3610,355,0,-,0,0,-,-,-,0,-
3611,355,230,-,38,1,-,-,5,0.2,-
3612,355,90,-,22,0,-,-,15,0,-
3613,355,0,-,0,0,-,-,-,0,-
3614,355,0,-,0,0,-,-,-,0,-
3615,355,0,-,0,0,-,-,-,0,-
3616,355,0,-,0,0,-,-,-,0,-
3617,355,0,-,0,0,-,-,-,0,-
3618,355,0,-,0,0,-,-,-,0,-
3619,355,0,-,0,0,-,-,-,0,-
3620,355,0,-,0,0,-,-,-,0,-
3621,355,0,-,0,0,-,-,-,0,-
3622,355,0,-,0,0,-,-,-,0,-
3623,355,0,-,0,0,-,-,-,0,-
3624,355,125,-,30,0,-,-,4.2,0,-
3625,355,0,-,0,0,-,-,-,0,-
3626,355,0,-,0,0,-,-,-,0,-
3627,355,0,-,0,0,-,-,-,0,-
3628,355,0,-,0,0,-,-,-,0,-
3629,355,140,-,29,0,-,-,1.7,0,-
3630,355,130,-,30,0,-,-,2.3,0,-
3631,355,255,-,57,1,-,-,5,0.1,-
3632,355,185,-,41,0,-,-,5,0.1,-
3633,355,125,-,30,0,-,-,4.3,0,-
3634,355,150,-,31,1,-,-,-,0.7,-
3635,355,260,-,29,10,-,-,170,6,-
3636,355,200,-,24,7,-,-,120,4,-
3637,355,60,-,13,2,-,-,30,0,-
3638,355,185,-,22,7,-,-,110,4.5,-
3639,355,190,-,31,5,-,-,70,3,-
3640,355,100,-,19,5,-,-,100,0,-
3641,355,250,-,27,10,-,-,160,7,-
3642,355,200,-,31,6,-,-,70,3,-
3643,355,410,-,46,16,-,-,140,10,-
3644,355,365,-,46,16,-,-,160,5,-
3645,355,435,-,37,12,-,-,114,16,-
3646,355,435,-,37,12,-,-,114,16,-
3647,355,175,-,28,0,-,-,-,0,-
3648,355,215,-,18,13,-,-,173,7,-
3649,355,110,-,27,0.3,-,-,6.5,0,-
3650,355,100,-,22,0.6,-,-,7,0,-
3651,355,130,-,28,1,-,-,9,0,-
3652,355,225,-,13,8,-,-,130,11,-
3653,355,240,-,18,12,-,-,200,8,-
3654,355,225,-,18,10,-,-,170,7,-
3655,355,425,-,50,16,-,-,210,9,-
3656,100,246,-,6,10,-,-,533,6,-
3657,100,250,-,6,10,-,-,531,6,-
3658,155,440,-,29,10,-,-,540,6,-
3659,130,298,-,12,17,-,-,679,9,-
3660,85,216,-,7,5,-,-,508,3,-
3661,108,510,-,37,5,-,-,490,12,-
3662,113,450,-,38,5,-,-,520,6,-
3663,85,191,-,5,6,-,-,396,4,-
3664,120,343,-,8,17,-,-,527,3.7,-
3665,100,258,-,10,10,-,-,539,0.3,-
3666,140,437,-,7,15,-,-,612,8,-
3667,130,378,-,10,11,-,-,656,6,-
3668,96,400,-,23,5,-,-,550,12,-
3669,96,452,-,12,7,-,-,304,14,-
3670,103,480,-,25,5,-,-,550,19,-
3671,105,468,-,17,4,-,-,435,19,-
3672,70,266,-,13,4,-,-,326,8,-
3673,52,240,-,8,4,-,-,280,10,-
3674,82,391,-,16,7,-,-,367,14,-
3675,50,120,-,5,4,-,-,270,3,-
3676,54,265,-,13,3,-,-,390,8,-
3677,103,299,-,17,5,-,-,559,7,-
3678,190,820,-,17,14,-,-,990,34,-
3679,75,277,-,24,5,-,-,197,11,-
3680,105,400,-,3,4,-,-,530,8,-
3681,92,365,-,21,5,-,-,233,14,-
3682,200,668,-,22,20,-,-,550,1,-
3683,200,578,-,11,25,-,-,623,3.7,-
3684,112,295,-,6,12,-,-,730,10,-
3685,150,700,-,30,14,-,-,576,9,-
3686,220,576,-,12,24,-,-,937,2.9,-
3687,90,350,-,10,4,-,-,185,14,-
3688,90,365,-,26,5,-,-,270,10,-
3689,90,323,-,13,11,-,-,351,8,-
3690,65,270,-,5,4,-,-,310,7,-
3691,96,465,-,13,7,-,-,520,13,-
3692,84,242,-,6,8,-,-,492,8,-
3693,60,147,-,4,4,-,-,503,2,-
3694,135,880,-,23,11,-,-,265,14,-
3695,225,770,-,67,10,-,-,280,26,-
3696,140,625,-,47,5,-,-,191,23,-
3697,76,232,-,21,3,-,-,113,10,-
3698,60,224,-,81,2,-,-,0.4,18,-
3699,40,129,-,58,2,-,-,-,10,-
3700,90,339,-,33,3,-,-,185,9,-
3701,115,466,-,19,5,-,-,292,14,-
3702,130,460,-,33,7,-,-,305,21,-
3703,170,520,-,35,6,-,-,190,26,-
3704,90,350,-,24,3,-,-,130,16,-
3705,126,365,-,58,5,-,-,413,3,-
3706,170,593,-,29,10,-,-,161,16,-
3707,215,820,-,52,11,-,-,680,46,-
3708,260,984,-,26,5,-,-,85,12,-
3709,90,293,-,26,4,-,-,146,2,-
3710,200,635,-,50,7,-,-,250,31,-
3711,125,425,-,33,6,-,-,280,19,-
3712,90,272,-,19,3,-,-,130,14,-
3713,180,510,-,27,9,-,-,55,18,-
3714,90,402,-,38,5,-,-,111,8,-
3715,150,640,-,55,7,-,-,240,26,-
3716,170,565,-,31,8,-,-,480,31,-
3717,145,586,-,31,8,-,-,241,26,-
3718,210,942,-,35,15,-,-,326,21,-
3719,105,304,-,32,4,-,-,309,13,-
3720,180,549,-,43,6,-,-,190,23,-
3721,180,809,-,62,7,-,-,535,25,-
3722,153,460,-,27,9,-,-,169,12,-
3723,150,472,-,27,5,-,-,80,21,-
3724,135,643,-,19,8,-,-,133,28,-
3725,67,272,-,20,3,-,-,157,10,-
3726,150,476,-,29,5,-,-,77,20,-
3727,125,550,-,11,13,-,-,271,19,-
3728,105,378,-,22,6,-,-,160,11,-
3729,130,384,-,23,5,-,-,72,15,-
3730,280,890,-,104,11,-,-,355,30,-
3731,280,1215,-,88,12,-,-,885,43,-
3732,100,385,-,10,5,-,-,220,16,-
3733,100,425,-,32,5,-,-,188,16,-
3734,100,310,-,20,4,-,-,60,13,-
3735,100,348,-,28,5,-,-,67,14,-
3736,100,330,-,18,5,-,-,254,0.6,-
3737,100,465,-,48,4,-,-,115,16,-
3738,100,236,-,38,2,-,-,46,9,-
3739,110,350,-,20,9,-,-,570,10,-
3740,233,333,-,2.5,9,-,-,500,3.1,-
3741,158,347,-,9,12,-,-,943,8,-
3742,202,210,-,12,12,-,-,200,2.4,-
3743,197,170,-,10,14,-,-,330,0.9,-
3744,185,238,-,9,8,-,-,480,8,-
3745,207,358,-,12,11,-,-,530,7,-
3746,212,177,-,7,12,-,-,390,8,-
3747,180,203,-,6,11,-,-,667,5,-
3748,235,505,-,6,19,-,-,989,8,-
3749,100,190,-,3,7,-,-,380,7,-
3750,85,260,-,5,7,-,-,500,11,-
3751,230,423,-,9,12,-,-,686,2,-
3752,150,332,-,4,13,-,-,889,6,-
3753,190,317,-,10,8,-,-,734,7,-
3754,211,440,-,4,15,-,-,900,2.5,-
3755,277,555,-,15,19,-,-,980,7,-
3756,197,401,-,6,15,-,-,905,13,-
3757,155,277,-,7,15,-,-,976,8,-
3758,375,375,-,19,28,-,-,644,2,-
3759,160,394,-,5,23,-,-,818,2,-
3760,223,388,-,2.8,12,-,-,901,2.8,-
3761,192,460,-,8,15,-,-,980,13,-
3762,253,445,-,3,21,-,-,1360,5,-
3763,125,347,-,7,13,-,-,745,12,-
3764,174,353,-,9,15,-,-,974,10,-
3765,175,508,-,5,14,-,-,701,13,-
3766,190,404,-,19,16,-,-,994,10,-
3767,182,541,-,8,25,-,-,626,5,-
3768,208,547,-,10,29,-,-,674,5,-
3769,180,449,-,11,24,-,-,639,4.4,-
3770,175,370,-,9,15,-,-,800,8,-
3771,232,390,-,7,18,-,-,920,6,-
3772,200,549,-,24,22,-,-,997,19,-
3773,230,484,-,96,12,-,-,688,11,-
3774,210,554,-,10,21,-,-,659,17,-
3775,128,280,-,9,14,-,-,665,5,-
3776,153,415,-,6,24,-,-,687,6,-
3777,194,364,-,13,12,-,-,985,9,-
3778,160,402,-,3,16,-,-,972,18,-
3779,158,360,-,3,16,-,-,750,17,-
3780,180,360,-,14,17,-,-,820,11,-
3781,155,391,-,3,19,-,-,824,4.5,-
3782,206,555,-,6,26,-,-,940,7,-
3783,140,390,-,5,12,-,-,715,16,-
3784,183,275,-,6,16,-,-,690,5,-
3785,190,333,-,3,14,-,-,890,9,-
3786,115,281,-,1,12,-,-,734,6,-
3787,110,323,-,7,11,-,-,762,13,-
3788,90,441,-,34,5,-,-,300,12,-
3789,50,255,-,13,5,-,-,-,13,-
3790,50,256,-,30,4,-,-,50,9,-
3791,56,326,-,24,4,-,-,55,10,-
3792,36,181,-,19,2,-,-,18,6,-
3793,57,300,-,29,3,-,-,40,10,-
3794,50,263,-,22,3,-,-,10,8,-
3795,108,570,-,57,7,-,-,37,21,-
3796,22,130,-,5,1,-,-,110,8,-
3797,85,465,-,29,5,-,-,465,12,-
3798,60,305,-,8,7,-,-,320,9,-
3799,80,422,-,16,4,-,-,152,15,-
3800,40,211,-,8,2,-,-,76,7.6,-
3801,76,333,-,20,4,-,-,59,11,-
3802,140,661,-,41,7,-,-,177,28,-
3803,140,736,-,41,8,-,-,179,29,-
3804,85,380,-,37,3,-,-,330,6,-
3805,35,165,-,3,3,-,-,170,0.9,-
3806,78,411,-,20,10,-,-,344,8,-
3807,36,174,-,12,3,-,-,152,7,-
3808,85,450,-,31,5,-,-,480,13,-
3809,35,165,-,19,3,-,-,185,4,-
3810,35,155,-,19,3,-,-,16,2.5,-
3811,35,160,-,20,2,-,-,30,2.6,-
3812,35,140,-,14,0,-,-,30,3,-
3813,32,130,-,16,2,-,-,45,4.1,-
3814,200,585,-,50,13,-,-,115,8,-
3815,32,130,-,17,2,-,-,61,0.9,-
3816,40,165,-,24,1,-,-,180,4.7,-
3817,66,300,-,20,2,-,-,150,6,-
3818,120,175,-,15,3,-,-,37,8,-
3819,120,294,-,23,7,-,-,81,10,-
3820,120,210,-,19,3,-,-,52,8,-
3821,120,329,-,27,7,-,-,96,10,-
3822,165,282,-,15,6,-,-,37,8,-
3823,165,401,-,23,10,-,-,81,10,-
3824,150,180,-,15,3,-,-,37,8,-
3825,160,215,-,19,3,-,-,52,8,-
3826,160,334,-,27,7,-,-,96,10,-
3827,150,299,-,23,7,-,-,81,10,-
3828,105,337,-,8,8,-,-,411,4,-
3829,112,370,-,13,7,-,-,357,5,-
3830,103,340,-,14,7,-,-,395,3,-
3831,108,340,-,8,8,-,-,435,3,-
3832,110,336,-,8,8,-,-,465,4,-
3833,140,476,-,9,16,-,-,466,11,-
3834,145,406,-,11,16,-,-,635,3,-
3835,130,392,-,31,8,-,-,186,3,-
3836,120,314,-,7,16,-,-,350,5,-
3837,145,452,-,13,10,-,-,709,5,-
3838,152,513,-,13,12,-,-,290,12,-
3839,155,472,-,19,10,-,-,490,4,-
3840,159,473,-,14,11,-,-,409,12,-
3841,165,492,-,16,11,-,-,392,12,-
3842,155,473,-,11,11,-,-,655,6,-
3843,152,479,-,11,11,-,-,612,4,-
3844,170,568,-,25,12,-,-,477,14,-
3845,167,495,-,20,12,-,-,470,8,-
3846,165,519,-,28,12,-,-,470,6,-
3847,179,670,-,28,13,-,-,467,8,-
3848,140,389,-,6,18,-,-,559,12,-
3849,155,406,-,7,19,-,-,826,14,-
3850,150,409,-,5,21,-,-,750,9,-
3851,456,225,-,55,0,-,-,7.7,0.2,-
3852,456,227,-,43,0.3,-,-,2.1,0.3,-
3853,456,181,-,40,0,-,-,2.4,0.3,-
3854,456,230,-,43,0,-,-,2.4,0.3,-
3855,456,192,-,47,0.4,-,-,5,0,-
3856,456,175,-,46,0.7,-,-,4,0,-
3857,456,304,-,54,0,-,-,4,0,-
3858,456,319,-,68,4.5,-,-,-,0,-
3859,456,365,-,79,0,-,-,4,0,-
3860,355,163,-,11,9,-,-,86,5,-
3861,355,180,-,12,10,-,-,95,5,-
3862,456,177,-,10,10,-,-,119,5,-
3863,355,201,-,19,8,-,-,141,5,-
3864,456,226,-,23,8,-,-,158,6,-
3865,355,263,-,22,10,-,-,160,6,-
3866,456,262,-,22,8,-,-,154,5,-
3867,355,281,-,36,10,-,-,116,5,-
3868,456,268,-,24,9,-,-,106,5,-
3869,355,313,-,41,10,-,-,124,5,-
3870,456,336,-,49,9,-,-,108,5,-
3871,355,343,-,35,14,-,-,129,6,-
3872,456,325,-,32,11,-,-,117,6,-
3873,456,19,-,47,0,-,-,4,0.1,-
3874,456,210,-,45,0,-,-,20,0.1,-
3875,456,187,-,45,0,-,-,8,0,-
3876,30,65,-,2,2,-,-,222,2,-
3877,28,100,-,1,2,-,-,105,6,-
3878,30,53,-,1,2,-,-,241,2,-
3879,30,23,-,3,1,-,-,374,0,-
3880,100,2.46,0.38,0,0.12,0.05,-,-,0.03,-
3881,100,17.6,1.92,0.74,1.07,0.63,-,24.9,0.42,0.02
3882,100,22.9,2.46,1.21,1.34,0.86,-,31.5,0.57,0.03
3883,100,40.1,6.03,5.78,2.02,0.88,-,24.3,0.58,0.03
3884,100,40.7,5.46,3.76,1.29,1.52,-,32.4,1.08,0.05
3885,100,38.9,6.37,4.76,0.86,1.11,-,30.8,0.87,0.04
3886,100,1.98,0.31,0,0.17,0.01,-,1.14,0,-
3887,100,21,1.72,1.35,1.17,1.06,-,11.6,0.69,0.03
3888,100,2.84,0.51,0,0.18,0.01,-,-,0,-
3889,100,20.6,2.16,1.37,1.01,0.88,-,10.7,0.6,0.02
3890,100,65.2,10.8,9.6,1.46,1.79,-,42.8,1.17,0.05
3891,100,57.4,9.61,8.75,1.59,1.4,-,23.3,0.92,0.05
3892,100,65.1,9.79,6.59,1.65,2.15,-,18.1,1.23,0.58
3893,100,66.5,10.5,7.5,1.25,2.17,-,30.8,1.71,0.07
3894,100,73.7,13.4,7.3,1.24,1.68,-,29.6,1.11,0.06
3895,100,61,9.47,8.9,1.65,1.83,-,16,1.6,0.6
3896,100,77.7,10.7,10.3,1.51,3.21,-,34.5,2.5,0.09
3897,100,64.8,9.87,9.72,1.36,2.21,-,13.8,1.4,0.67
3898,100,62.1,13.2,12.7,2.16,0.7,-,34.2,0.47,0.02
3899,100,75.1,15.8,15.6,1.73,0.55,-,32.6,0.36,0.01
3900,100,71.1,12.3,10.6,1.55,1.74,-,18.8,1.45,0.03
3901,100,110,14,13.6,1.07,5.53,-,31.3,4.6,0.08
3902,100,104,14.3,8.04,1.53,4.55,-,69.7,3.43,0.04
3903,100,90.5,11,9.15,0.97,4.74,-,22.4,4.19,0.08
3904,100,64.7,12.2,9.96,0.66,1.47,-,14.4,1.2,0.01
3905,100,58.1,12.2,11.8,0.75,0.7,-,15.4,0.45,0.02
3906,100,71.7,14.8,13,1.55,0.7,-,21.6,0.45,0.02
3907,100,97.1,12.1,11.8,1.49,4.75,-,26.3,3.9,0.09
3908,100,40.3,9.83,9.73,0.07,0.08,-,1.13,0.03,-
3909,100,45.3,11.1,10.7,0.06,0.07,-,1.48,0.02,-
3910,100,37.8,8.96,8.05,0.35,0.06,-,1.73,0.02,-
3911,100,51.4,12.4,12.2,0.25,0.09,-,3.05,0.03,-
3912,100,56.1,13.9,13.8,0.01,0.05,-,1.31,0,-
3913,100,42.1,10.4,9.51,0.02,0.05,-,-,0,-
3914,100,43.8,10.7,9.07,0.11,0.06,-,1.42,0,-
3915,100,52.5,12.7,11.6,0.01,0.18,-,1.13,0.09,-
3916,100,48.2,12,11,0.05,0.01,-,16.3,0,-
3917,100,50.6,12.4,12.1,0.06,0.08,-,-,0.03,-
3918,100,46.5,11,10.4,0.52,0.05,-,2.52,0.03,-
3919,100,56,13.7,13.2,0.13,0.07,-,2.86,0.02,-
3920,100,58.4,14.3,13.7,0.13,0.07,-,13,0.02,-
3921,100,59.1,11.4,10.9,1.01,1.05,-,12,0.66,0.03
3922,100,67,13.6,13,1.06,0.93,-,9.87,0.53,0.02
3923,100,62.9,11.4,10,1.45,1.28,-,16.9,0.8,0.03
3924,100,29.4,6.46,6.1,0.09,0.35,-,4.92,0.32,-
3925,370,330,-,33,9,-,-,147,8,-
3926,400,280,-,29,6,-,-,107,6,-
3927,370,282,-,29,6,-,-,107,6,-
3928,370,243,-,41,5,-,-,85,3.8,-
3929,630,388,-,65,8,-,-,140,6.3,-
3930,370,248,-,41,5,-,-,85,3.8,-
3931,630,397,-,65,9,-,-,140,6.3,-
3932,370,266,-,39,4,-,-,79,3.2,-
3933,630,430,-,64,8,-,-,149,6.3,-
3934,370,271,-,39,5,-,-,79,3.2,-
3935,630,439,-,64,9,-,-,149,10,-
3936,370,128,-,29,0,-,-,20,0.4,-
3937,370,120,-,26,0,-,-,4,0,-
3938,370,115,-,26,0,-,-,11,0,-
3939,370,315,-,33,6,-,-,111,6.3,-
3940,370,299,-,31,6,-,-,110,6.3,-
3941,400,649,-,52,30,-,-,158,26,-
3942,400,633,-,50,30,-,-,157,26,-
3943,370,290,-,59,0,-,-,58,0,-
3944,370,255,-,60,0,-,-,15,0,-
3945,370,6,-,0,0,-,-,-,0,-
3946,370,166,-,16,4,-,-,35,6,-
3947,370,228,-,29,4,-,-,40,7,-
3948,630,168,-,38,0,-,-,12,0,-
3949,370,112,-,26,0,-,-,8,0,-
3950,370,140,-,28,0,-,-,3,0,-
3951,630,209,-,41,0,-,-,4,0,-
3952,370,122,-,30,0,-,-,5,0,-
3953,630,183,-,44,0,-,-,8,0,-
3954,630,312,-,63,0,-,-,15,0,-
3955,370,136,-,30,0,-,-,10,0,-
3956,370,104,-,25,0,-,-,5,0,-
3957,370,136,-,32,0,-,-,10,0,-
3958,630,322,-,72,1,-,-,4,0,-
3959,630,290,-,67,1,-,-,2,0.1,-
3960,400,225,-,49,0,-,-,9,0,-
3961,370,128,-,9,6,-,-,95,4.3,-
3962,370,289,-,33,7,-,-,137,6.9,-
3963,370,12,-,0,1,-,-,-,0,-
3964,400,503,-,42,9,-,-,262,20.8,-
3965,370,503,-,42,9,-,-,299,20.9,-
3966,370,218,-,51,0,-,-,4,0.1,-
3967,370,202,-,46,1,-,-,5,0.1,-
3968,370,176,-,31,0,-,-,10,0.1,-
3969,370,186,-,32,0,-,-,12,0.1,-
3970,370,229,-,45,1,-,-,10,0.1,-
3971,370,196,-,43,0,-,-,6,0.1,-
3972,370,197,-,43,0,-,-,3,0.1,-
3973,370,8,-,0,1,-,-,-,0.1,-
3974,370,14,-,0,1,-,-,5,0.3,-
3975,370,47,-,2,1,-,-,8,3.4,-
3976,400,8,-,0,1,-,-,-,0.1,-
3977,370,8,-,0,1,-,-,-,0.1,-
3978,630,16,-,0,1,-,-,1,0.2,-
3979,630,16,-,0,1,-,-,1,0.2,-
3980,400,108,-,7,5,-,-,80,3.7,-
3981,630,184,-,12,9,-,-,136,6.2,-
3982,370,164,-,11,8,-,-,125,5.7,-
3983,630,321,-,22,16,-,-,246,11.1,-
3984,400,124,-,8,6,-,-,91,4.1,-
3985,370,136,-,9,7,-,-,101,4.6,-
3986,400,294,-,24,6,-,-,100,14.8,-
3987,370,322,-,26,8,-,-,133,14.8,-
3988,630,417,-,38,10,-,-,147,16.7,-
3989,630,542,-,47,16,-,-,247,21.2,-
3990,400,167,-,20,5,-,-,123,3.5,-
3991,370,217,-,24,8,-,-,163,5.3,-
3992,630,275,-,35,8,-,-,165,5.4,-
3993,630,412,-,45,15,-,-,275,10.4,-
3994,400,168,-,15,6,-,-,79,4.9,-
3995,370,218,-,18,8,-,-,119,6.7,-
3996,630,298,-,26,10,-,-,127,8.5,-
3997,630,435,-,36,17,-,-,237,13.5,-
3998,400,310,-,29,5,-,-,122,14.9,-
3999,370,346,-,32,8,-,-,163,15.3,-
4000,400,335,-,28,6,-,-,119,16.3,-
4001,370,360,-,30,8,-,-,150,16.2,-
4002,400,321,-,26,6,-,-,143,15.5,-
4003,370,346,-,30,8,-,-,152,15.4,-
4004,630,459,-,44,11,-,-,185,18.1,-
4005,630,564,-,52,17,-,-,281,21,-
4006,400,321,-,31,5,-,-,137,15.5,-
4007,370,345,-,33,7,-,-,168,15.4,-
4008,400,188,-,24,6,-,-,87,3.9,-
4009,370,238,-,28,8,-,-,127,5.7,-
4010,630,341,-,45,10,-,-,148,6.6,-
4011,630,466,-,54,16,-,-,248,11.1,-
4012,400,346,-,29,7,-,-,133,16.9,-
4013,370,371,-,32,9,-,-,164,16.8,-
4014,400,235,-,24,9,-,-,92,4.2,-
4015,370,279,-,28,11,-,-,127,5.8,-
4016,400,254,-,21,6,-,-,173,10.5,-
4017,370,308,-,25,8,-,-,215,12.4,-
4018,630,398,-,32,10,-,-,274,16.2,-
4019,630,523,-,41,16,-,-,374,20.7,-
4020,400,425,-,34,7,-,-,103,5,-
4021,370,325,-,34,7,-,-,103,5,-
4022,400,238,-,57,1,-,-,27,0,-
4023,400,241,-,56,1,-,-,23,0,-
4024,400,260,-,59,2,-,-,4,0,-
4025,400,185,-,44,0,-,-,9,0.8,-
4026,630,370,-,87,0,-,-,18,1.5,-
4027,400,178,-,43,0,-,-,16,0,-
4028,630,356,-,86,0,-,-,32,0,-
4029,400,0,-,0,0,-,-,-,0,-
4030,370,0,-,0,0,-,-,-,0,-
4031,400,0,-,0,0,-,-,-,0,-
4032,370,0,-,0,0,-,-,-,0,-
4033,400,0,-,0,0,-,-,-,0,-
4034,370,0,-,0,0,-,-,-,0,-
4035,400,0,-,0,0,-,-,-,0,-
4036,370,0,-,0,0,-,-,-,0,-
4037,400,0,-,0,0,-,-,-,0,-
4038,370,0,-,0,0,-,-,-,0,-
4039,400,138,-,14,5,-,-,91,4.1,-
4040,370,173,-,17,7,-,-,118,5.3,-
4041,370,187,-,42,0,-,-,2,0.1,-
4042,370,218,-,44,0,-,-,1,0.1,-
4043,370,186,-,42,0,-,-,2,0,-
4044,400,181,-,26,2,-,-,116,3.5,-
4045,400,256,-,59,0,-,-,16,0,-
4046,400,220,-,32,2,-,-,121,3.6,-
4047,400,358,-,41,2,-,-,189,15.3,-
4048,400,150,-,35,1,-,-,13,0,-
4049,400,223,-,49,0,-,-,27,0,-
4050,400,287,-,28,4,-,-,84,14.3,-
4051,400,410,-,43,7,-,-,141,16.8,-
4052,400,497,-,51,6,-,-,118,21.7,-
4053,400,227,-,31,7,-,-,78,3.2,-
4054,400,298,-,46,7,-,-,82,3.2,-
4055,400,322,-,53,7,-,-,84,3.2,-
4056,400,535,-,42,8,-,-,208,30.6,-
4057,400,613,-,46,9,-,-,304,32.3,-
4058,400,650,-,64,9,-,-,215,30.6,-
4059,630,188,-,44,0,-,-,8,0,-
4060,400,117,-,27,0,-,-,5,0,-
4061,400,124,-,29,1,-,-,13,0,-
4062,630,199,-,46,1,-,-,19,0,-
4063,400,131,-,30,0,-,-,3,0,-
4064,630,197,-,45,0,-,-,5,0,-
4065,400,134,-,29,0,-,-,2,0,-
4066,630,201,-,44,0,-,-,3,0,-
4067,554,812,-,101,11,-,-,283,17,-
4068,554,890,-,103,13,-,-,206,24,-
4069,190,407,-,45,6,-,-,243,10,-
4070,545,956,-,135,21,-,-,372,5,-
4071,632,632,-,120,9,-,-,116,4,-
4072,403,655,-,63,6,-,-,85,24,-
4073,50,185,-,9,3,-,-,70,5,-
4074,60,170,-,11,3,-,-,37,6,-
4075,55,155,-,10,3,-,-,40,6,-
4076,60,260,-,3,4,-,-,190,5,-
4077,250,682,-,19,18,-,-,1228,13,-
4078,150,395,-,32,4,-,-,105,14,-
4079,55,185,-,9,3,-,-,40,6,-
4080,55,180,-,11,4,-,-,40,5,-
4081,25,135,-,4,2,-,-,30,3,-
4082,100,490,-,11,7,-,-,140,1,-
4083,72,360,-,20,5,-,-,290,11,-
4084,100,557,-,24,9,-,-,240,17,-
4085,80,315,-,24,4,-,-,122,10,-
4086,80,245,-,12,4,-,-,90,12,-
4087,80,272,-,16,6,-,-,246,12,-
4088,37,178,-,13,2,-,-,170,4,-
4089,160,397,-,6,19,-,-,940,5,-
4090,160,395,-,7,21,-,-,770,6,-
4091,68,234,-,13,4,-,-,164,8,-
4092,58,220,-,8,4,-,-,180,9,-
4093,75,256,-,23,4,-,-,170,8,-
4094,229,729,-,27,14,-,-,853,25,-
4095,245,824,-,31,18,-,-,673,25,-
4096,91,397,-,25,4,-,-,314,15,-
4097,73,327,-,21,3,-,-,300,9,-
4098,101,424,-,23,5,-,-,394,15,-
4099,83,353,-,28,3,-,-,300,9,-
4100,170,461,-,7,21,-,-,698,9,-
4101,140,294,-,4,14,-,-,740,5,-
4102,60,240,-,4,4,-,-,190,2,-
4103,60,235,-,10,4,-,-,140,6,-
4104,160,416,-,8,21,-,-,660,8,-
4105,130,370,-,7,18,-,-,410,5,-
4106,99,250,-,5,7,-,-,310,3,-
4107,100,295,-,6,11,-,-,390,1,-
4108,100,280,-,9,7,-,-,420,1,-
4109,100,283,-,9,7,-,-,420,1,-
4110,150,195,-,18,3,-,-,95,4,-
4111,45,140,-,10,2,-,-,105,6,-
4112,45,140,-,12,3,-,-,115,5,-
4113,50,160,-,6,3,-,-,99,7,-
4114,110,432,-,27,7,-,-,472,6,-
4115,110,420,-,32,7,-,-,447,5,-
4116,110,433,-,29,6,-,-,499,5,-
4117,38,185,-,14,2,-,-,175,5,-
4118,38,190,-,13,2,-,-,165,4,-
4119,101,266.1,-,4.1,10.9,-,-,424.4,3.9,-
4120,118,285.9,-,3.2,14,-,-,451.35,4.4,-
4121,160,264.2,-,3.7,10.1,-,-,364.6,4.1,-
4122,193,246.9,-,3.5,10.9,-,-,355.7,3.9,-
