NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
1,500,368.8,39.7,16.9,33.5,8.5,106.18,1264.31,1.9,0.1
2,400,595.61,44.9,21.2,45.9,25.8,193.4,1535.83,6,0.2
3,300,558.47,23.1,8.5,45.5,31.6,217.67,1016.94,11.3,0.3
4,70,176.72,13.35,3.15,11.56,8.57,31.44,286.91,2.32,0.04
5,100,184,31.1,11.6,3.1,5.2,0.12,743.37,0.8,0
6,250,397,2.1,0,61.1,16.5,211.24,1582.17,3.8,0.1
7,100,240.32,8.1,4.5,19.5,14.4,49.34,404.66,4.7,0.1
8,250,488,0.2,0,54.6,30.8,198.51,1567.94,8.9,0.2
9,150,395.29,7.8,7.9,34.4,25.2,68.85,560.71,6.6,0.4
10,100,296.54,11.6,0.4,26,16.2,167.07,124.75,3.6,0.2
11,300,989.15,26.2,13.9,60.1,71.6,186.63,1378.45,27.2,3.5
12,150,480.81,13.7,6.8,27.1,35.3,58.52,548.76,13,2.2
13,150,433.35,8.8,4.18,30.77,30.56,215.24,704.64,7.1,0.27
14,250,494,3.5,0,53.8,29.4,212.61,1568.96,6.1,1.7
15,200,326.21,2.3,1.2,42.7,16.2,341.83,826.79,2.8,0.1
16,200,457.7,20.76,5.33,26.96,29.65,70.28,950.22,9.41,0.31
17,200,437.57,26.9,14.2,47.8,15.4,211.58,1135.33,2.4,0.1
18,250,797.14,12.08,0.27,43.06,64.07,171,1220.37,15.98,0.39
19,1100,415.25,31.7,10.8,44.9,12.1,388.15,4047.26,2,0.2
20,1000,419.29,23.9,2.8,54.3,11.8,476.47,3802.06,1.4,0.1
21,650,683,88.4,0.3,42.4,17.8,518.37,1635.39,3.9,0.1
22,450,89,10.5,2.9,5.4,2.8,0,1642.08,0.3,0
23,700,624.92,110.71,0.16,20.06,11.32,122.42,1980.19,3.44,0.08
24,700,434.05,47.83,3.05,21.43,17.44,94.52,2367.99,4.24,0.05
25,700,221,34.6,5.2,8.3,5.5,5.46,1712.29,0.2,0
26,500,119,13.4,0.4,10,2.8,6.62,1420.3,0.6,0.1
27,450,104,14.7,5.9,6.1,2.4,0,1741.46,0.3,0
28,150,38,2.8,0.7,2.8,1.8,0,517.03,0.2,0
29,550,157,10.1,1.3,22,3.1,89.36,1596.17,0.6,0
30,1000,714,23.4,5.7,74.6,35.7,321.72,3088.21,14.3,0.1
31,1000,312,16.7,3.9,49.3,5.4,230.52,3074.53,2.7,0.1
32,400,123,7.8,3.5,14.2,4,38.43,1067.02,1.3,0.1
33,650,151,7.7,0,18.1,5.3,42.18,1908.91,2,0.1
34,800,540.3,17.26,0,43.52,33.02,246,1504.04,10.98,0.16
35,450,99,11,1.3,6.7,3.1,0,1523.66,0.3,0
36,600,144.26,13,1.6,13.7,4.2,85.36,2017.16,0.8,0
37,600,154.38,13.5,2.5,11.9,5.9,22.37,2049.59,1.2,0
38,500,245,19.2,3.6,24.6,7.7,105.38,2134.21,1.1,0
39,250,92.15,0.24,0.08,13.18,4.27,30.12,656.75,1.01,0.07
40,650,167,11.6,0,19.7,4.7,58.4,2043.68,0.9,0
41,600,181.7,5.7,1.5,24.5,6.8,150.3,1533.09,1.1,0
42,200,256.77,26.17,2.09,10.99,12.01,39.26,828.55,2.11,0.08
43,200,346.25,19.15,0.49,21.63,20.35,76.76,703.23,4.59,0.23
44,1300,462.39,89.7,6.3,6.8,8.5,0,3206.03,1.2,0
45,200,398.99,26.23,0.15,20.66,23.49,90.58,648.52,5.15,0.15
46,700,529.36,55.3,20,34.4,18.9,120.26,2095.9,2.8,0.1
47,800,577.97,82.5,52,34.3,12.3,101.88,2779.74,2,0
48,600,263.75,14.7,2.4,29.1,9.8,76.02,1122.4,3.7,0.3
49,350,466.86,58.3,0.4,45.7,5.6,517.44,1258.71,1.4,0
50,900,522.69,15.8,0.9,49.1,29.2,0,1203.36,3.8,0
51,150,91,13.4,11.4,6.2,1.4,40.33,508.77,0.3,0
52,50,55.53,10.93,2.84,1.58,0.61,2.98,742.43,0.07,0
53,50,17.68,2.61,0.46,1.07,0.33,1.03,339.9,0.04,0
54,50,29.53,2.24,0,1.02,1.83,0,150.33,0.25,0.01
55,50,74.1,3.31,0,1.37,6.15,0,281.86,0.84,0.03
56,50,25.34,0.94,0.02,1.68,1.65,0,213.95,0.22,0.01
57,100,319.47,74.22,26.64,4.44,0.54,0,180,0.46,0
58,100,314.32,74.03,20.55,3.51,0.46,0,225.83,0.19,0
59,100,219.97,48.99,2.08,5.45,0.25,0,281.06,0.13,0
60,100,246.07,48.08,4.05,7.74,2.53,0,263.66,0.52,0
61,100,167.83,21.62,0.62,6.18,6.29,8.05,345.8,1.19,0.04
62,100,228.97,53.01,8.99,3.53,0.31,0,276.82,0.16,0
63,100,224.15,44.96,1.15,4.92,2.74,0,231.82,0.48,0
64,100,194.33,41.66,1.26,5.24,0.75,0,233.5,0.24,0
65,100,247.89,42.1,0.24,5.73,6.29,0,261,0.97,0.03
66,100,204.24,43.03,2.82,6.7,0.59,0,241.93,0.16,0
67,100,217.48,47.54,3.22,5.47,0.61,0,277.91,0.24,0
68,100,248.63,57.89,10.72,3.36,0.4,0,254.32,0.2,0
69,100,192.89,43.94,0.07,3.64,0.28,0.03,265.87,0.19,0
70,100,276.87,65.61,17.54,3.26,0.15,0,225.61,0.15,0
71,650,824.54,134.22,12.16,22.33,22.03,28.73,2716.2,9.71,0.24
72,900,680.67,115.69,1.7,32.87,9.6,163.31,2662.35,1.41,0.04
73,1000,606.93,89.79,0.5,37.82,10.72,416.54,2764.59,2.12,0
74,650,552,86.2,1.2,13.8,16.9,45.65,2531.6,6.8,0.1
75,800,500.18,99.14,2.13,15.55,4.6,14.13,2874.6,0.83,0
76,600,302.53,52,8.3,12.9,4.8,88.95,2121.62,1.1,0
77,900,663,94.7,5.3,42.2,12.8,95.67,2125.17,2.5,0
78,600,457.88,59.8,1.4,17.6,16.5,3.36,1192.57,1.5,0
79,1000,571.59,109.8,9.4,20,5.8,43.17,3260.05,1,0
80,1000,691.66,105.9,0.8,47.94,8.48,620.9,2722.32,2.02,0
81,700,803.9,126.53,10.15,33.64,18.14,166.56,2628.24,4.06,0.09
82,900,662.37,101.73,1.09,39.63,10.77,312.48,2689.13,1.91,0.02
83,600,320.32,55.1,4.3,15.6,4.2,33.6,1651.58,1.4,0.1
84,800,431,69.6,18.6,15,10.2,15.37,3007.45,0.6,0.1
85,800,525.49,97.52,27.15,20.84,5.78,67.78,3152.37,1.36,0
86,400,646.74,89.42,1.41,19.56,23.43,31.62,1124.33,3.89,0.05
87,1500,566,111.6,18.6,11.2,8.3,0,3862.84,1.5,0
88,700,421.51,74.2,2.48,13.39,7.91,25.98,2390.32,1.49,0.01
89,1000,648.47,85.37,1.1,29.45,21.02,208.42,3395.86,3.35,0.03
90,1000,728.86,128.18,0.5,37.46,7.37,445.79,2799.92,1.85,0.01
91,650,796.5,133.63,7.8,19.77,20.32,10.76,2391.58,8.52,0.17
92,750,689,92,1.6,21.3,26.3,106.69,2493.81,8.6,0.1
93,600,595,80,0.9,16.8,23,103.67,2113.4,9.4,0.2
94,400,837.57,73.76,9.17,21.79,50.59,126.58,1030.21,25.67,1.01
95,500,642.58,93.2,15.6,24.35,19.15,49.17,1508.63,5.44,0.21
96,900,628.26,123.9,3.81,22.8,4.61,26.7,2355.07,1.3,0.01
97,500,917.57,86.97,8.36,30.39,49.79,210.89,1323.7,24.73,0.94
98,500,584.44,87.24,13.48,27.97,13.73,159.64,1533.16,3.14,0.07
99,100,108.79,15.69,10.46,7.08,1.97,38.35,525.52,0.26,0.02
100,150,84,14.3,7.1,2.6,1.8,0,817.37,0.2,0
101,50,20,2.8,0.7,0.5,0.8,0,428.92,0.1,0
102,150,136,23.8,11.2,4,2.8,0,867.04,0.3,0
103,150,216,43.4,20.2,4.3,2.8,0.17,1246.58,0.4,0
104,100,45.6,10.38,0.43,0.29,0.32,0,124.15,0.03,0
105,400,600.01,46,27,29.8,33,101.51,1027.23,4.6,0.2
106,300,315.21,45.9,22.3,22.6,4.6,67.71,1198.9,0.5,0
107,150,96,6.6,0.3,4.5,5.7,0.05,709.99,0.7,0
108,150,129,8.7,1.5,4.5,8.5,1.31,772.52,1,0.1
109,20,55.92,10.89,4.55,2.75,0.15,8.57,296.34,0.19,0.01
110,250,149,22.7,1.8,2.9,5.2,0,724.02,0.8,0
111,100,97.5,12.26,0.39,3.55,3.81,47.24,260.4,0.73,0.03
112,200,198.94,25.95,14.46,17.85,2.63,57.03,802.04,0.36,0
113,100,165.29,34.11,0.21,3.66,1.58,3.51,342.92,0.45,0.01
114,350,521.83,98.9,0,10.3,9.5,0,90.62,0.9,0
115,800,418.35,58.6,0.4,27.6,8.2,47.81,2301.55,2.7,0.2
116,250,396.74,78.75,13.01,17.43,1.34,26.5,1035.04,0.65,0.02
117,1200,911.4,74.7,0,66.4,38.6,142.55,1096.58,8.4,0.2
118,550,574.99,73.95,0.42,26.96,19.04,120.87,1579.35,3.39,0.11
119,400,547.21,90.7,16.7,16.6,13.1,21.9,1144.8,2.4,0.1
120,150,312,54.3,0.9,9,6.6,42.45,496.21,1.1,0
121,950,642.16,128.6,15.1,14.8,7.7,42.65,2075.5,1.5,0
122,250,392.23,81.78,13.38,14.61,0.74,70.08,1200.86,0.35,0
123,450,691.62,98.7,18.3,24.6,22,95.42,1119.66,3.9,0.1
124,400,686.11,85.75,1.58,26.24,26.46,326.52,1213.56,6.33,0.15
125,250,387.67,78.42,11.65,16.8,0.75,72.65,1110.29,0.55,0.01
126,300,606.5,96.28,11.14,14.47,18.17,55.87,1391.43,3.41,0.12
127,250,405.95,61.45,3.42,9.62,13.52,84.58,911.18,2.79,0.06
128,300,453.78,77.55,7.7,27.07,3.92,46.74,808.75,1.06,0.02
129,300,461.97,76.43,8.65,25.42,6.06,70.87,968.94,1.51,0.04
130,700,330.53,42.6,2.8,21.8,8.1,41.85,1786.31,2.3,0.1
131,250,400.61,62.52,0.84,15.98,9.63,93.09,1061.19,2.53,0.11
132,600,581.81,95.6,2.27,18.21,14.06,48.2,1678.01,2.79,0.1
133,100,161.24,32.55,0.16,4,1.67,4.04,358.36,0.53,0.02
134,400,511.8,80.2,2.9,11.9,15.9,0,971.61,2.4,0.1
135,300,500,74.32,8.47,18.57,15.4,61.97,1211.9,2.83,0.1
136,250,447.32,71.04,12.88,18.88,9.74,32.05,1064.38,1.84,0.06
137,250,388.82,82.32,0.17,11.95,1.3,0,113.9,0.42,0
138,500,741.66,120.06,5.37,15.24,22.28,26.43,1560.38,8.56,0.16
139,750,777.44,104.94,0.48,44.12,20.13,329.85,2109.52,4.07,0.12
140,400,716.54,97.35,5.59,30.09,22.98,234.56,920.77,5.18,0.23
141,250,486.26,80.68,13.67,16.52,10.83,102.77,1270.91,2.91,0.1
142,500,679.1,102.93,2.98,29.2,16.73,115.79,1618.74,3.41,0.09
143,100,172.4,31.95,0.02,3.94,3.2,4.41,282.1,0.6,0.01
144,400,583.93,109.16,17.19,23.42,5.96,156.85,1294.27,1.1,0.03
145,300,487.64,89.23,8.9,12.33,9.05,65.96,1295.88,2.14,0.05
146,250,374.18,77.92,13.13,13.71,0.85,100.06,1199.31,0.45,0
147,700,771.93,100.45,1.19,42.04,22.44,286.24,1802.68,5.41,0.21
148,400,705.22,90.46,1.22,25.1,27,241.8,1074.35,5.38,0.15
149,500,683.02,103.3,10.93,30.21,16.55,88.65,744.27,2.9,0.11
150,200,206,11.5,0.6,7.5,14.4,0,1042.68,1.7,0.1
151,200,350.67,18.21,8.2,22.96,20.67,57.87,1051.76,5.12,0.15
152,150,352,24.5,5.5,25.8,16.7,47.75,779.81,4.9,0.1
153,250,288.21,14.08,1.49,19.47,17.11,13.92,989.69,3.17,0.07
154,150,108,7.6,1.8,3.5,7,0,718.63,0.8,0
155,20,52.38,3.41,1.43,4.65,2.24,36.6,275.54,0.39,0.02
156,200,471,31.8,8.9,18.8,29.9,60.26,1436.06,8.8,0.2
157,400,582,76.7,5.4,20.7,21.3,141.72,1500.35,5.1,0.1
158,150,136,11,1.2,4.5,8.3,0,515.17,1.4,0
159,200,363,20.5,7.6,25.6,19.9,184.46,885.09,5.2,0.1
160,200,211.41,22.82,5.06,18.33,5.2,200.76,918.86,0.61,0.02
161,150,142,15.8,2.6,4.5,6.7,0,574.8,0.8,0
162,400,419.06,32.2,7.4,38.2,15.3,329.59,1755.16,2.1,0.1
163,70,277.34,42.16,11.73,6.31,9.27,23.59,202.25,4.63,0.21
164,70,222.49,46.8,22.45,5.13,1.64,15.67,118.19,0.91,0.04
165,60,229.96,27.74,7.19,4.91,11.04,17.81,191.18,8.44,0.28
166,200,505,61.2,9.2,27.4,16.7,45.7,916.87,9.3,0.4
167,250,555,36.5,10.1,23.3,35.1,57.86,915.59,7.1,0.3
168,70,207.05,39.95,12.13,3.53,3.68,1.16,242.99,1.95,0.04
169,100,300.65,31.19,3.37,7.13,16.38,41.89,403.33,3.59,0.15
170,100,420.24,43.6,23.13,5.31,24.96,50.84,170,14.39,0.38
171,100,329.14,28.64,15.28,7.23,20.63,126.78,200.67,10.99,0.61
172,200,553,71.2,6.8,31.4,15.8,48.04,949.96,11.5,0.4
173,70,319.59,32.52,5.75,5.99,18.4,16.95,295.79,12.07,0.59
174,200,532,70.3,7.5,29.4,14.8,41.73,945.22,10.9,0.4
175,250,628,71.6,8.5,28,25.5,48.95,999.93,10.3,0.3
176,150,133,20.34,20.69,0.6,5.47,0,9.72,0.06,0.08
177,150,130.14,24.32,17.04,2.3,2.63,0,3.38,0.07,0
178,50,30,5.4,3.9,1,0.5,0,813.64,0,0
179,50,55,10.5,5.6,1.3,0.9,0,707.34,0.1,0
180,30,72.88,17.43,11.45,0.5,0.13,0,337.86,0.02,0
181,30,23.92,5.03,2.88,0.44,0.23,0.04,879.81,0.01,0
182,250,488.08,0,0,57.72,30.43,169.21,210.11,8.08,0.24
183,80,75.35,2.83,0,13.14,1.28,133.75,207.07,0.14,0.01
184,100,159.49,0,0,30.08,7.42,64.23,451.25,0.6,0.03
185,200,453.07,7.33,0,48.41,25.57,134.83,1392.83,7.05,0.87
186,80,120.1,6.45,0.85,17.92,2.51,100.34,396.68,0.38,0.01
187,80,101.71,3.6,0.92,17.37,1.98,234.25,477.11,0.27,0
188,100,89.15,0,0.28,23.59,0.66,96.77,323.53,0.12,0
189,80,156.66,10.58,3.34,17.78,4.8,60.71,719.72,0.83,0.04
190,150,230.28,6.91,0.3,25.76,11.06,176.27,819.37,2.24,0.05
191,150,274.69,17.01,2.17,12.91,17.22,78.81,362.21,3.52,0.09
192,100,195,14.5,1.3,10.6,10.5,96.88,325.7,2.1,0.1
193,150,361.1,14.54,1.06,17.74,25.78,131.8,480.15,5.43,0.15
194,100,207.94,20.93,0.1,7.94,10.27,12.48,232.05,2.26,0.06
195,150,309.2,12.68,0.98,19.62,20,103.27,553.09,4.66,0.12
196,150,268.05,10.54,0.22,22.64,15.04,178.76,702.16,3.16,0.09
197,150,254.64,7.5,0.03,20.46,15.87,3.28,317.15,2.01,0.04
198,150,226.41,34.23,1.74,5.24,7.62,11.89,248.7,1.23,0.05
199,150,240.75,35.52,5.02,5.17,8.67,7.23,326.83,1.37,0.08
200,150,240.69,16.19,2.74,10.52,14.87,100.1,313.76,2.29,0.06
201,100,194,21.6,2.4,5.4,9.5,43.15,321.52,2.1,0.1
202,150,292.8,34.81,0.79,6.83,14.03,46.14,345.96,2.26,0.07
203,100,244,11.3,1,11.3,17.1,72.11,715.66,4.4,0.1
204,100,129,10.1,3.6,3.9,8.1,52.48,174.33,1.7,0.1
205,150,208.1,16.1,2.85,6.48,13.09,92.52,276.95,2.34,0.06
206,150,272.65,21.35,1.21,13.58,14.77,123.25,797.03,3.82,0.1
207,300,297.98,21.5,10.5,37.1,7.1,227.98,1692.83,1.3,0.1
208,100,111,13.4,7.1,3.3,4.9,7.09,779.1,0.7,0
209,250,276,17.4,10.2,40.8,4.7,218.45,1391.69,1.1,0.2
210,50,63.49,3.37,1.27,8.34,1.85,47.64,582.99,0.44,0
211,100,181.86,17.14,8.2,20.83,3.33,99.63,765.95,0.67,0.05
212,50,60.65,2.88,0.71,8.14,1.84,41.52,602.12,0.45,0.02
213,300,384,12.8,4.5,41.1,18.8,228.18,1771.22,5,0.1
214,800,564.83,107.35,0.17,17.9,7.09,50.16,1453.82,2.11,0.07
215,800,515.35,79.31,3.59,13.66,15.94,0,1160.19,2.83,0.01
216,700,455.28,84.7,0,16.5,5.6,32.1,996.8,1.3,0
217,800,578.28,109.03,0.26,18.75,7.47,26.08,1261.8,2.72,0.14
218,800,552.06,100.8,9.8,20.4,7.5,35.47,2105.53,1.7,0
219,700,874.48,155.28,2.36,19.18,19.63,0,878.81,1.99,0.24
220,800,659.6,104.57,1.36,24.19,16.06,39.96,1342.4,1.81,0.06
221,600,601.62,25.6,7.4,48.9,33.7,156.06,2584.06,7.1,0.3
222,400,243.03,11.93,3.02,15.07,15,25.18,1962.14,2.76,0.03
223,300,355,12.2,5.9,24,23.3,63.32,1296.4,4.9,2.9
224,500,315.16,17.1,3.5,25.6,16.1,8.85,1650.77,2.4,0
225,400,167.56,15.4,4.4,14.7,5.2,16.55,1293.87,1.3,0.1
226,600,399.5,39.7,6.2,18.4,18.6,52.54,2321.9,5.4,0.1
227,300,166,7.2,1.7,16.2,8.1,10.71,1123.08,1.6,0
228,600,529,29.2,2.3,41.6,27.3,453.19,1779.63,8.3,0.5
229,300,189,12.7,3.6,11.1,10.4,29.12,1583.05,3.7,0.1
230,300,95,12.2,5.8,5.6,2.6,9.26,1024.11,0.4,0
231,500,376.42,24.7,5.7,51.7,7.9,263.32,1898.67,1.1,0
232,100,125.51,0.54,0,23,3.48,99.01,839.96,0.91,0.02
233,500,394.32,25.8,5.7,50.9,9.7,284.22,1985.6,1.6,0.1
234,450,961.04,57.4,24.1,72.1,49.2,199.57,2395.17,16.1,0.3
235,200,650,3.5,0.1,42.4,52,171.1,333.64,15.2,0.4
236,300,517.44,23.7,10.7,61.3,19.7,163.29,1138.51,8,0.5
237,80,66.91,0.73,0,14.86,0.5,140.11,208.33,0.12,0
238,100,136.88,0,0,21.47,5.91,97.77,1089.43,1.67,0.04
239,100,179.69,0.16,0,18.86,11.51,71.92,650.98,3.59,0.06
240,150,235,18,6.4,28.1,5.7,153.1,900.98,0.9,0.1
241,1100,835.6,71.6,16.2,54.3,36.9,186.23,3952.03,5.8,0.3
242,250,494.6,13.14,4.32,49.86,26.96,141.48,753.63,10.33,1.07
243,300,542.42,58.36,3.5,19.56,25.64,19.22,1019.19,7.3,0.12
244,400,310.87,17.47,0.69,48.3,5.31,389.13,1406.2,0.86,0.03
245,750,492.32,43.1,8.2,65.4,6.5,420.21,3425.72,1.1,0
246,1500,1364.21,139.5,66.8,114.2,38.8,450.42,5462.32,10.3,0.2
247,100,278.22,0.6,0,17.28,22.97,97.88,447.4,6.8,0.13
248,100,182.12,1.64,0,20.06,10.59,138.43,602.03,2.85,0.08
249,80,90.79,4.59,0,12.47,2.5,65.03,234.16,0.38,0.02
250,300,469.53,3.36,0.35,68.79,20.1,372.07,276.43,6.39,0.14
251,500,400.08,35.4,5.5,42.6,9.8,419.16,2137.21,1.5,0
252,250,202.67,1.22,1.22,47.12,1.03,235.12,644.96,0.34,0.01
253,400,261.77,0.8,1.3,35.8,12.8,209.08,847.97,5.8,0.4
254,300,183.25,18.1,0.5,19.4,3.7,50.41,716.36,1.5,0.1
255,600,419.79,9.13,1.42,58.42,16.62,375.05,1799.02,3.04,0.08
256,600,187.8,10.4,1.9,29.4,3.2,292.42,1704.69,0.4,0
257,600,361.75,16.84,1.09,57.36,7.21,516.74,1983.9,0.97,0.03
258,600,262.02,9.9,1.5,41.6,6.2,283.08,1476.25,1.1,0.1
259,600,400,48.6,5.7,28.6,10.2,137.36,1859.96,2.9,0.2
260,600,232.05,10.3,1.4,41.7,2.7,209.78,1349.98,0.4,0
261,150,86.37,1.9,0.03,7.66,5.35,0,353.59,0.58,0.01
262,600,246.07,12.8,1.8,37.8,4.9,318.93,1863.34,0.8,0
263,150,85.87,1.82,0,12.7,3.09,52.57,485.08,0.44,0.01
264,1000,541.64,20.19,0.23,94.9,9.03,1057.46,2337.46,1.75,0.08
265,600,406.82,11.24,1.08,52.15,17.03,362.77,1773.88,2.97,0.08
266,150,87.63,0.35,0,12.66,3.95,43.79,356.94,1.71,0.18
267,600,196.85,15.8,1.3,26.8,3,291.38,1774.4,0.6,0
268,600,384.38,17.3,4.3,35.1,19.4,274.17,2272.92,4.8,0.1
269,600,188.77,16.6,2.4,11.5,8.5,22.22,2050.9,0.9,0
270,1000,316.72,26.8,0,22.7,13.2,90.31,2635.78,1.9,0
271,600,267.81,16.6,0.8,39.8,4.7,469.49,2046.24,0.8,0
272,200,491,94.6,38.7,3.3,11,0,76.93,1.9,0
273,100,252.96,33.8,7.72,2.72,11.87,20.84,148.41,1.74,0.05
274,100,202,14.6,2.3,7.6,12.6,35.91,249.15,2.7,0.1
275,300,903,48.8,1.5,65.2,49.7,177.93,1244.48,13,0.4
276,200,623.83,38.49,3.66,32.99,37.54,98.16,574.08,9.12,0.26
277,150,468.37,29.1,1.8,28.1,26.6,251.91,322.44,4.1,0.2
278,100,387.49,28.85,0.3,10.89,25.39,50.15,324.47,3.89,0.15
279,200,653.44,46.56,1.96,24.33,41.1,72.72,788.62,7.96,0.25
280,200,651.75,34.25,2.77,33.28,42.4,105.47,551.55,8.55,0.25
281,200,552,42.3,12.5,35.5,26.8,137.79,805.49,5.4,0.2
282,100,356.91,42.5,7.96,9.62,16.49,28.7,717.02,2.29,0.1
283,250,755.37,41.76,3.57,42.02,46.69,98.81,870.77,13.59,0.44
284,200,593,44.02,4.15,27.91,33.92,72.97,779.27,8.42,0.27
285,100,140.84,2.33,0,31.97,0.4,107.15,3875.95,0.17,0
286,20,66.46,0.32,0.22,15.42,0.39,85.02,128.99,0.13,0
287,30,123.86,19.83,4.93,2.25,3.95,10.03,29.83,0.7,0.03
288,30,109.71,24.65,9.4,0.69,0.93,0,6.86,0.03,0
289,30,110.83,22.19,8,2.49,1.34,0,4.04,0.27,0
290,30,119.73,25.47,5.07,1.26,1.43,0,17.19,0.37,0.01
291,30,127.09,22.27,7.24,0.84,3.85,0,6.84,0.41,0.01
292,157,410,-,10,17,-,-,744,7,-
293,127,328,-,8,15,-,-,644,6,-
294,126,312,-,10,16,-,-,734,7,-
295,105,266,-,8,13,-,-,596,5,-
296,103,273,-,9,13,-,-,591,7,-
297,172,485,-,14,24,-,-,1006,13,-
298,156,392,-,11,19,-,-,741,6,-
299,129,330,-,10,16,-,-,611,6,-
300,196,489,-,11,25,-,-,1071,10,-
301,152,387,-,9,19,-,-,844,7,-
302,130,345,-,10,12,-,-,465,7,-
303,164,420,-,14,14,-,-,564,10,-
304,115,280,-,5,13,-,-,520,4,-
305,130,334,-,5,16,-,-,541,4,-
306,181,430,-,8,23,-,-,946,7,-
307,149,365,-,6,20,-,-,676,6,-
308,139,396,-,6,22,-,-,838,9,-
309,111,313,-,5,15,-,-,597,8,-
310,116,292,-,6,14,-,-,561,4,-
311,133,344,-,7,17,-,-,544,5,-
312,144,350,-,4,18,-,-,669,6,-
313,170,428,-,5,21,-,-,856,8,-
314,117,280,-,7,15,-,-,600,3,-
315,143,323,-,7,18,-,-,708,4,-
316,186,430,-,11,22,-,-,1078,6,-
317,111,254,-,7,15,-,-,596,4,-
318,153,389,-,11,20,-,-,912,9,-
319,130,333,-,8,19,-,-,794,7,-
320,118,280,-,9,16,-,-,608,4,-
321,143,322,-,10,17,-,-,682,4,-
322,144,347,-,6,18,-,-,784,7,-
323,186,460,-,8,25,-,-,1024,9,-
324,134,312,-,6,13,-,-,598,5,-
325,157,387,-,8,18,-,-,704,6,-
326,107,259,-,5,12,-,-,499,5,-
327,129,306,-,7,15,-,-,698,6,-
328,181,457,-,9,19,-,-,868,11,-
329,112,274,-,6,12,-,-,540,7,-
330,132,322,-,12,13,-,-,517,5,-
331,159,393,-,13,17,-,-,636,6,-
332,160,384,-,7,19,-,-,732,8,-
333,194,455,-,7,23,-,-,907,9,-
334,114,311,-,4,14,-,-,399,6,-
335,129,356,-,5,18,-,-,529,8,-
336,176,465,-,5,24,-,-,696,11,-
337,143,382,-,5,21,-,-,606,9,-
338,147,437,-,4,22,-,-,671,14,-
339,125,377,-,4,19,-,-,525,12,-
340,113,307,-,6,14,-,-,455,6,-
341,129,355,-,7,17,-,-,500,7,-
342,135,364,-,4,18,-,-,508,9,-
343,158,436,-,5,21,-,-,624,11,-
344,121,291,-,6,15,-,-,406,5,-
345,129,319,-,6,16,-,-,441,5,-
346,177,421,-,7,2,-,-,696,9,-
347,102,250,-,4,14,-,-,388,5,-
348,162,394,-,8,22,-,-,649,10,-
349,125,312,-,6,18,-,-,545,9,-
350,121,301,-,8,15,-,-,400,4,-
351,134,342,-,8,16,-,-,458,5,-
352,139,350,-,5,18,-,-,490,7,-
353,158,405,-,6,21,-,-,571,8,-
354,126,307,-,7,14,-,-,471,5,-
355,160,383,-,10,17,-,-,612,7,-
356,103,248,-,7,12,-,-,440,6,-
357,121,296,-,8,14,-,-,555,7,-
358,169,459,-,11,20,-,-,736,12,-
359,103,266,-,7,12,-,-,413,7,-
360,126,301,-,9,14,-,-,487,5,-
361,158,369,-,13,17,-,-,611,6,-
362,156,388,-,8,19,-,-,743,9,-
363,198,488,-,11,23,-,-,954,12,-
364,123,288,-,8,13,-,-,568,4,-
365,191,453,-,14,20,-,-,863,6,-
366,159,358,-,13,18,-,-,819,6,-
367,188,431,-,16,20,-,-,956,7,-
368,125,308,-,12,14,-,-,674,8,-
369,157,403,-,16,18,-,-,821,9,-
370,118,290,-,10,13,-,-,517,4,-
371,144,363,-,9,18,-,-,770,7,-
372,193,468,-,18,21,-,-,884,8,-
373,248,625,-,15,32,-,-,1362,14,-
374,134,307,-,3,17,-,-,439,5,-
375,150,386,-,4,19,-,-,481,7,-
376,107,251,-,3,12,-,-,358,5,-
377,118,282,-,3,15,-,-,408,6,-
378,186,450,-,4,24,-,-,692,12,-
379,155,393,-,4,20,-,-,542,10,-
380,133,332,-,3,14,-,-,533,5,-
381,149,373,-,5,16,-,-,629,6,-
382,159,359,-,3,19,-,-,587,8,-
383,188,452,-,3,24,-,-,669,10,-
384,151,321,-,5,17,-,-,462,5,-
385,168,366,-,5,20,-,-,461,6,-
386,123,246,-,4,14,-,-,392,5,-
387,139,291,-,5,16,-,-,494,6,-
388,111,236,-,4,13,-,-,353,6,-
389,120,251,-,5,15,-,-,376,7,-
390,146,335,-,8,15,-,-,579,6,-
391,165,385,-,9,19,-,-,628,6,-
392,172,374,-,5,21,-,-,518,7,-
393,193,433,-,5,24,-,-,587,9,-
394,130,305,-,8,14,-,-,374,5,-
395,154,377,-,7,16,-,-,387,6,-
396,107,247,-,7,16,-,-,310,5,-
397,130,306,-,7,18,-,-,379,6,-
398,179,477,-,15,23,-,-,602,12,-
399,104,262,-,7,12,-,-,307,7,-
400,131,306,-,8,13,-,-,363,6,-
401,156,354,-,9,16,-,-,399,6,-
402,163,388,-,8,19,-,-,712,7,-
403,198,484,-,9,25,-,-,934,10,-
404,128,321,-,9,13,-,-,441,6,-
405,157,372,-,14,15,-,-,552,6,-
406,107,273,-,9,11,-,-,406,6,-
407,134,311,-,12,12,-,-,475,7,-
408,175,482,-,17,19,-,-,682,13,-
409,109,277,-,13,10,-,-,389,7,-
410,130,338,-,10,13,-,-,494,6,-
