NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
53393,75,410,47,21,4,23,0,25,6,0
53394,60,285,42,32,4,11,6,225,4,0.3
53395,55,270,39,26,2,12,3,120,8,0
53396,40,200,25,2,3,10,0,330,2,0
53397,40,235,20,3,3,16,0,310,4,0
53398,50,350,49,23,2,16,0,255,1.5,0
53399,45,255,22,2,4,17,2,325,4,0
53400,50,270,31,21,3,15,4,110,12,0.3
53401,50,240,33,1,4.7,10,0,390,2.5,0
53402,50,275,30,8,3.3,16,0,125,3.7,0
53403,50,240,33,3,4.4,10,0,285,1.5,0
53404,40,205,26,1,2.6,10,1.064,460,2.9,0.0496
53405,60,295,36,2,5,16,0,485,4.2,0
53406,60,280,39,0,6,13,0,440,3.7,0
53407,120,655,72,37,6,38,2,435,10,0
53408,60,305,41,4,4,14,0,275,4,0
53409,60,328,34,4,5.3,19,4.7,390,5,0
53410,20,115,11.9,3.3,1,7,0,55,1.5,0
53411,60,323,40,17,2.6,17,0,190,4.5,0
53412,110,540,83,55,2,22,27,280,13,0.7
53413,60,305,39,2,3.8,15,0,690,4.3,0
53414,280,1500,161,2,21,86,11,1080,24,0.4
53415,350,1705,257,124,14,69,58,650,33,1.2
53416,70,350,46,6,6,16,0,580,4.1,0
53417,45,210,27,21.6,1.2,11,13,222,5.4,0.36
53418,25,135,15,8,1,8,10,110,3,0
53419,110,615,66,18,7,36,0,270,8,0
53420,50,235,33,3,4.4,10,-,285,1.5,-
53421,65,285,51,23,2.9,9,19,180,6,0.3
53422,80,370,53,2,8,16,0,625,4,0
53423,280,1400,199,76,14,61,0,525,17,0
53424,55,260,40,19,2.2,11,9,100,5,0
53425,95,455,65,23,6,19,27,490,8,0
53426,70,370,45,16,3,20,0,155,5,0
53427,55,265,42,2,4,9,0,300,1.3,0
53428,60,335,33,1,4,21,3,660,5,0
53429,60,285,42,32,4,11,6,225,4,0.3
53430,70,335,54,33,2.5,12,22,155,7,0
53431,40,180,30,17,2,6,5,155,4,0.3
53432,200,1020,135,77,12,48,20,320,32,0.3
53433,100,298,48,25,6,9,169,103,3.7,0
53434,100,509,37,33,7,37,19,19,23.3,0.4
53435,100,512,41,36,5,36.4,0,45,23.2,8.2
53436,60,351,16,13,2,12,3,13,6,0.2
53437,100,486,33,32,4,37.5,21,21,23.3,2.9
53438,100,622,39,25,17,44,28,42,11.1,0
53439,100,608,44,39,14,42,14,69,15,0
53440,100,486,39,33,11,42,97,0,14.7,0
53441,30,175,16,13,2,12,3,13,6,0
53442,30,175,16,13,2,12,3,13,6,0
53443,30,175,16,13,2,12,3,13,6,0
53444,125,510,42,41,5,35,29,52,22,0
53445,125,498,41,39,4,35,32,77,22,0
53446,125,497,41,41,5,35,29,81,22,0
53447,125,497,41,41,5,35,29,54,26,0
53448,125,633,40,38,14,47,22,39,22,4.6
53449,90,465,36,35,6,33,15,45,20.1,3.6
53450,100,497,43,40,7,33,17,50,21.7,2
53451,100,475,35,34,5,35,25,50,23,3
53452,40,200,21,1,5,11,3,330,1,0
53453,40,200,21,1,5,11,3,380,0.8,0
53454,40,190,22,0,6,8,3,270,0.7,0
53455,40,205,20,0,5,11,3,390,0.8,0
53456,15,77.3,10,3,1,3.7,0,60,2.5,0
53457,15,74.2,9,3,1,3.8,0,65,2.6,0
53458,15,73.7,10,3,1,3.3,0,80,2,0
53459,10,51,5.4,2.3,0.6,3,0,8.6,3.1,0
53460,6,52,4.2,4.1,0.3,3.8,0,5,3,0
53461,29,185,18,14,1,11,0,20,10,0
53462,30,163,17,16,2,10,0,22,10,0
53463,30,164,17,15,1,10,0,31,10,0
53464,30,159,18,14,2,9,0,25,9,0
53465,30,164,17,15,1,10,0,29,10,0
53466,10,55,5,5,0,3.1,0,10,3,0
53467,9,49,5.1,4.3,0.4,3,0.5,13,3,0
53468,30,164,17,15,1,10,0,32,10,0
53469,45,135,32,22,2,0,0,10,0,0
53470,45,135,30,9,2,0,0,20,0,0
53471,45,135,32,23,2,0,0,15,0,0
53472,45,135,32,22,2,0,0,10,0,0
53473,45,135,32,22,2,0,0,10,0,0
53474,45,152,36,22,2,0,0,18,0,0
53475,45,130,31,22,2,0,0,30,0,0
53476,45,130,31,24,2,0,0,15,0,0
53477,45,130,30,9,2,0,0,20,0,0
53478,45,130,31,21,2,0,0,15,0,0
53479,45,145,35,25,1,0,0,35,0,0
53480,45,150,33,24,2,1.1,0,45,0.8,0
53481,45,160,34,24,2,1.7,0,45,1.6,0
53482,45,165,36,23,2,1.2,0,55,1.2,0
53483,45,135,32,22,2,0,0,10,0,0
53484,45,130,30,9,2,0,0,20,0,0
53485,45,135,32,23,2,0,0,15,0,0
53486,45,130,31,22,2,0,0,30,0,0
53487,20,60,15,11,0.7,0,0,10,0,0
53488,20,60,15,10,0.7,0,0,10,0,0
53489,20,55,14,10,0.7,0,0,10,0,0
53490,20,60,15,10,0.7,0,0,10,0,0
53491,20,60,15,9,0,0,0,7,0,0
53492,20,55,14,7,0,0,0,7,0,0
53493,45,130,31,21,2,0,0,10,0,0
53494,45,130,31,24,2,0,0,15,0,0
53495,45,135,32,23,2,0,0,15,0,0
53496,45,130,31,22,2,0,0,30,0,0
53497,45,135,32,22,2,0,0,10,0,0
53498,45,130,31,21,2,0,0,15,0,0
53499,45,130,30,9,2,0,0,20,0,0
53500,45,130,30,4,2,0,0,30,0,0
53501,170,6,13,0,0,0,0,36,0,0
53502,170,6,12.5,0,0,0,0,76,0,0
53503,30,35,19,14,2,0.2,3,30,0,0
53504,80,35,9,7,0,0,-,0,0,-
53505,80,20,4,4,0.7,-,-,0,-,-
53506,70,35,9,8,0,0,0,10,0,0
53507,70,15,4,4,0,0,0,0,0,0
53508,50,25,6,6,0,0,-,0,-,-
53509,70,30,8,5,0,0,0,10,0,0
53510,20,25,7,4,0,0,0,25,0,0
53511,17,30,7,6,0.7,0,0,2,0,0
53512,20,25,7,4,0,0.1,0,20,0.06,0
53513,17,30,7,6,0.7,0,0,4,0,0
53514,20,30,8,7,0,0,0,5,0,0
53515,80,50,11,10,1,0,0,10,0,0
53516,70,40,3.5,3,0.5,0,0,0,0,0
53517,230,120,30,28,0,0,0,10,0,0
53518,100,80,16,12,1,1.2,0,25,0,0
53519,100,75,9,9,10,0,0,10,0,0
53520,220,200,40,36,3,3,10,130,2,0
53521,220,180,34,30,3,3,10,90,2,0
53522,35,28,6.9,6.3,0,0,0,0,0,0
53523,30,59,7.3,5.8,1.2,2.8,9,20,1.74,0.08
53524,130,136,24,12.9,2.9,3.2,10,47,1.85,0.12
53525,35,95,7,6,1,7,10,15,4,0.07
53526,30,63,6.7,6,1.2,3.5,4,15,2,0.05
53527,130,140,23.4,12.9,3,3.8,12,49,2.16,0.13
53528,50,84,9.8,6.8,1.1,4.5,1,28,2.16,0.03
53529,35,48,7.8,6.4,1.2,1.3,4,16,0.78,0.05
53530,55,54,10.5,8.6,0.6,1,1,10,0.51,0.01
53531,35,27,6.7,5.9,0.1,0,0,0,0,0
53532,35,28,6.9,6.4,0,0,0,0,0,0
53533,70,347,50,26,4,15,13,134,8,0
53534,90,400,51,20,4,20,10,230,0,0
53535,105,560,65,50,5,30,40,50,15,0
53536,72,340,40,31,4,18,25,30,10,0
53537,72,340,40,31,4,18,25,30,10,0
53538,72,341,45,39,4,16,20,25,8,0
53539,72,314,43,35,4,14,20,50,8,1
53540,72,298,45,30,3,16,35,35,8,0
53541,72,322,41,38,4,15,20,25,8,0
53542,90,409,50,20,5,21,5,210,0,0
53543,70,330,38.6,30,4,17,25,30,10,0
53544,460,1524,220,200,20,92,220,220,52,2
53545,15,65,10,9,0.7,2.2,0,15,1.6,0
53546,15,65,10,9,0.7,2.4,0,10,1.8,0
53547,23,105,11,11,2,6,10,75,3.5,0
53548,23,110,13,14,1,6,15,15,4.3,0
53549,23,115,14,12,1,6,10,15,5,0
53550,35,170,24,10,2,8,2,80,4.5,0
53551,94,407,44,32,6,23,43,286,12,0
53552,70,343,52,29,4,13,11,137,7,0
53553,70,303,33,29,4,17,22,32,9,0.4
53554,132,392,40,20,7,16,150,90,12,0
53555,132,385,45,29,7,19,155,90,10,0
53556,100,173,21,21,2.1,8.9,0,64,6.4,0
53557,80,64.6,15.6,14.9,0.4,0.06,0,4.1,0,0
53558,70,9.53,2.06,2.04,0.25,0.04,0,3.09,0,0
53559,100,73.2,17.58,14.88,0.27,0.2,0,5.03,0.07,0
53560,130,135,33.6,33.1,0.02,0.01,0,3,0,0
53561,100,125,11.4,9.5,1.9,8.1,33,22,4.8,0
53562,100,115,11.5,9.9,1.6,6.9,33,23,4.8,0
53563,100,130,12.8,11,2,7.9,51,26,1.7,0
53564,125,160,17.4,15,2.2,9.3,41,31,6.5,0
53565,100,145,15.8,13.3,2,8.3,41,154,8.3,0
53566,100,140,13.8,11.8,2,8.4,41,28,8.4,0
53567,100,70,18,18,0,0,0,45,0,0
53568,100,70,13,11,5,0,0,0,0,0
53569,75,40,10,9,0,0,0,10,0,0
53570,100,80,20,7,0,0.1,0,3,0,0
53571,100,36,9,8,0,0,0,30,0,0
53572,100,235,49,4,7,1.2,0,297,0.6,0
53573,55,115,22,2,4,1,2,60,0,0
53574,60,130,22,3,5,2.4,1,68,0,0
53575,55,120,22,3,5,1.6,2,65,0.6,0
53576,60,140,27,5,5,1.6,0,60,0,0
53577,55,140,24,4,5,0.3,2,65,0.3,0
53578,60,120,23,2,4,1.4,2,234,0,0
53579,60,135,25,4,5,1.7,2,75,0.3,0
53580,55,130,25,4,4,1.4,0,66,0,0
53581,60,120,22,4,4,1.1,2,79,0,0
53582,60,140,27,5,5,1.6,2,60,0,0
53583,65,160,30,5,5,2,2,70,0.8,0
53584,55,120,22,3,5,1.1,2,65,0,0
53585,20,40,4,0.1,1,2,19,10,0.2,0
53586,20,35,5,0.1,1,2,19,10,0.2,0
53587,20,45,5,0.2,2,2,19,10,0.2,0
53588,20,50,5,0.3,2,3,21,13,0.3,0
53589,20,50,5,0.3,2,3,21,11,0.5,0
53590,20,50,7,0.2,4,2,19,10,0.2,0
53591,100,45,10,6,0.5,0,0,1.3,0,0
53592,100,51,12,11,0,0,0,0,0,0
53593,250,100,24,10,2,0,0,69,0,0
53594,100,540,55,20,5,33.3,67.5,75,20,0
53595,63,64,16,14,0,0,0,35,0,0
53596,63,60,15,13,0,0,0,30,0,0
53597,63,64,16,14,0,0,0,35,0,0
53598,63,60,15,13,0,0,0,30,0,0
53599,63,60,15,13,0,0,0,40,0,0
53600,10,54,6,2,0.7,3,7,10,2,0
53601,100,590,51.5,10.2,3.8,41,20,96,16.2,0
53602,100,136,17,1,8,4,0,270,1.6,0
53603,100,380,91,89,0,1.8,-,-,-,0
53604,23,90,21,2,1,0.4,-,5,0.2,-
53605,100,380,91,89,0,1.8,0,0,0,-
53606,60,0,0,0,60,0,0,0,0,0
53607,10,40,10,0,0,0.05,0,0,0.05,0
53608,10,40,10,0,0,0.05,0,0,0.05,0
53609,7,25,6,6,0,0,0,0,0,0
53610,10,38,8,7,1,0,0,0,0,0
53611,10,38,9,8,0,0,0,0,0,0
53612,7,26,6.4,5.8,0,0,0,0,0,0
53613,92,360,0,0,90,0,0,0,0,0
53614,7,30,7,7,0,0,0,0,0,0
53615,2,7,1.3,1,1,0,0,0,0,0
53616,10,36,9,9,0,0,0,0,0,0
53617,10,38,8.8,7.7,0,0.1,0,1,0.1,0
53618,100,375,91,82,0,0.9,-,40,0.6,-
53619,4,14,2.6,2,1,0,0,0,0,0
53620,100,380,88,77,0,1,0,10,1,0
53621,100,38,91,89,0,1.8,0,0,-,0
53622,10,37,9,9,0,0,0,0,0,0
53623,10,35,9,8,0,0,-,0,0,-
53624,10,35,9,8,0,0,-,0,0,-
53625,10,35,9,8,0,0,-,0,0,-
53626,100,403,61,46,29,1.8,-,125,0.8,-
53627,100,210,96,8,0,0,0,0,0,0
53628,7,25,6,6,0,0,0,10,0,0
53629,72,275,53,34,11,2.1,22.4,97,1.4,0
53630,1,2,0.4,0.3,0,0,0,0,-,-
53631,1,4.6,0,0,0,0,0,0,0,0
53632,5,10,2,-,0,0,-,0,-,-
53633,40,240,23,12,2,15,0,125,14,0
53634,40,240,23,10,2,15,0,125,14,0
53635,30,6,1.5,1,0,0,0,0,0,0
53636,95,429,63,30,6,17,0,250,1.3,0
53637,100,581,53,6,4,40,26,64,21,0.2
53638,50,229,36,25,3,8,0,135,3,0
53639,100,595,20.4,14,8.5,53.3,0,7,33.6,0
53640,100,561,32.2,14,6.7,45,0,4,28.3,0
53641,100,567,49.7,48.8,8.1,37.3,21.5,108,23.1,0.27
53642,100,566,56,53.3,6.3,35.2,0,168,22.2,0
53643,100,575,44.6,40.5,8.5,40.3,13.4,88,15.8,0
53644,100,572,32.2,27,6.7,46.3,0,4,29.2,0
53645,100,594,20.4,14,8.2,53.3,0,8,33.6,0
53646,100,605,14,7,9,57,0,8,36,0
53647,100,435.7,65.7,59.2,3.4,17.7,3.5,4,11.1,0.05
53648,250,877,174,61,25,9,0,500,4,0
53649,250,918,208,12.3,15.8,2.5,0,1690,0.5,0
53650,125,580,75,19,12,25,0,160,10,0
53651,125,534,66,22,9,26,0,100,12,0
53652,125,475,51,21,9,20,0,190,7,0
53653,100,578.7,26.7,20.8,7.5,49.1,0,7,30.9,0
53654,80,496.8,10.48,5.6,6.8,47.52,0,10.4,29.92,0
53655,100,598,20.4,14,8.2,53.3,0,10,33.6,0
53656,100,571,33.1,28,6.6,45.8,0,4,28.8,0
53657,100,577,48.7,47.9,8,38.9,0,108,24.5,0
53658,70,300,45,12,4,12,0,8.4,1,0
53659,70,290,42,1,6,11,0,420,1,0
53660,70,285,42,3,6,10,0,357,1,0
53661,1000,550,110,50,5,10,0,400,1,0
53662,1000,432,72,60,5,12,0,400,2,0
53663,1000,510,100,50,5,10,0,400,1,0
53664,100,51.7,11,11,0.8,0.5,0,4,0.1,0
53665,100,58.5,13,13,0.5,0.5,0,4,0.1,0
53666,100,50.5,11,11,0.5,0.5,0,4,0.1,0
53667,100,50.5,11,11,0.5,0.5,0,4,0.1,0
53668,200,101,22,22,1,1,0,8,0.2,0
53669,200,101,22,22,1,1,0,8,0.2,0
53670,500,252.5,55,50,2.5,2.5,0,20,0.5,0
53671,500,212.5,42.5,40,5,2.5,0,200,0.5,0
53672,500,292.5,65,65,2.5,2.5,0,20,0.5,0
53673,500,197,40,37.5,3.5,2.5,0,150,0.45,0
53674,500,212.5,42.5,40,5,2.5,0,200,0.5,0
53675,500,227,55,55,0.5,0.5,0,25,0.1,0
53676,500,332.5,75,70,2.5,2.5,0,20,0.5,0
53677,100,44,11,11,0,0,0,2,0,0
53678,100,45,11,10,0.1,0.1,0,0,0.02,0
53679,100,62.5,14,14,0.8,0.5,0,4,0.1,0
53680,90,58,14.4,14.3,0,0,0,20,0,0
53681,35,185,20.8,18.4,1.5,10.8,1,10.5,9.6,0.4
53682,355,208,50,38,2,0,0,45,0,0
53683,490,1535,140,20,71,77,90,1830,70,0.3
53684,710,1630,160,15,88,71,180,3790,31,1.4
53685,185,460,63,6,24,12,30,740,5,0
53686,55,150,20,5,6,5,5,200,2.7,0
53687,130,320,40,9,12,12,3,360,6,0
53688,92,225,28,6,9,9,2,250,4,0
53689,62,170,16,4,8,8,10,340,3,0
53690,200,335,36,2,27,9,70,880,6,0.3
53691,108,240,26,4,15,9,30,310,4.7,0.3
53692,61,175,17,3,9,8,15,270,3.3,0
53693,92,270,31,9,11,12,22,340,6,0
53694,87,235,25,4,14,9,25,370,4.3,0.8
53695,67,180,23,6,8,7,15,230,3.3,0
53696,62,165,18,3,8,7,10,270,2.5,0
53697,150,320,46,6,15,9,14,650,3.9,0
53698,650,1885,201,32,69,89,95,3570,40,0
53699,105,270,35,4,12,9,20,385,4.6,0
53700,205,520,71,12,26,15,30,790,6,0
53701,205,540,64,14,27,19,50,910,10,0
53702,205,529,68,9,24,18,40,750,9,0
53703,400,980,100,22,62,37,95,1200,10,0.3
53704,55,135,16,3,7,5,10,220,2.5,0
53705,150,440,49,5,18,19,28.2,600,15,0.3
53706,150,350,49,6,17,10,23,630,6,0.3
53707,365,815,120,15,38,21,40,1505,14,0.5
53708,150,310,37,5,17,11,25,700,5,0
53709,150,405,49,3,18,15,20,640,8,0
53710,143,310,31,2,20,12,50,780,6,0
53711,164,300,31,4,25,8,40,1060,4.5,0
53712,164,315,36,8,19,11,35,620,4.2,0
53713,70,165,18,5,7,7,3,250,3.2,0
53714,86,190,16,2,14,8,40,430,3.5,0
53715,93,195,19,8,16,6,45,410,3.9,0
53716,88,215,23,3,10,9,10,220,6,0
53717,91,225,25,4,9,10,5,280,5,0
53718,100,545,36,32,8,41,0,300,25,0
53719,80,434,26,22,6,34,0,0,20,0
53720,80,440,12,9,8,40,0,0,24,0
53721,100,531,47,45,7,35,0,200,19,0
53722,100,518,47,39,6,34,0,300,20,0
53723,100,465,34,26,8,33,0,0,26,0
53724,45,274.2,18.5,16.2,3.7,21,9.6,36.9,12.7,0
53725,75,364,48.8,34.5,4.2,16.5,0,120,9.8,0
53726,250,185,16,11,14,7,0,130,1,0
53727,100,394.6,81.05,4.98,6.68,4.85,0,151.33,2.56,0
53728,100,499,-,1.7,-,-,0.3,-,9.4,0
53729,100,454.6,81.5,2.74,0.34,14.1,0,313.5,1.95,0
53730,100,462,78.71,9,1.08,15.89,0,863.8,6.75,0.05
53731,100,435.2,76.97,14.01,6.34,11.33,1.3,113.67,6.67,0
53732,100,463.4,66.14,0.24,12.78,16.41,0,579.96,3.39,0
53733,100,423,69.3,0,9.9,13.2,0,594,5.28,0
53734,100,475.1,78.72,0.45,0.35,17.65,0,355.7,5.68,0.12
53735,100,459.9,78.62,0,3.46,14.62,0,578,6.08,0.09
53736,100,383,86,15,7,0,0,133,0,0
53737,30,83.9,14.3,1.7,2.94,1.62,4.87,87.55,1.34,0
53738,30,40,4,0.8,3,1.4,5,180,0.6,0
53739,30,35,4,1,3,0.6,3,190,0.3,0
53740,28,39,4,0,3,1.2,7,140,0.2,0
53741,28,41,4,1,3,1.4,10,190,0,0
53742,28,47,5,0.3,3,1.7,10,140,0.5,0
53743,15,18,2,0.6,1,0.7,5,130,0.2,0
53744,28,35,3,1,3,1.2,0,160,0.2,0
53745,15,18,2,0.7,1,0.7,5,105,0,0
53746,28,35,3,0.7,3,1.2,0,190,0.4,0
53747,25,38,3,1,3,1.5,10,190,0.9,0
53748,50,60,5,0.7,7,1.2,15,230,0.5,0
53749,50,50,5,0.7,6,0.6,15,210,0,0
53750,25,38,3,0.7,2,2,5,170,0.9,-
53751,28,38,4,1,2,1.6,5,200,0.5,0
53752,10,16,1,0.2,1,0.9,3,65,0.3,0
53753,100,446,63,27,7,18,232,84,0.3,0
53754,120,45,11,9,0,0,0,20,0,0
53755,120,50,12,10,0.7,0,0,20,0,0
53756,120,50,13,10,0,0,0,15,0,0
53757,120,60,11,10,1,0,0,55,0,0
53758,120,10,1,1,1,0,0,10,0,0
53759,120,40,8,0,1,0,0,60,0,0
53760,120,50,12,10,0.7,0,0,20,0,0
53761,120,55,14,13,0,0,0,5,0,0
53762,100,55,12,11,2,0,0,45,0,0
53763,100,55,12,12,2,0,0,40,0,0
53764,12,47,12,8,0,0,0,0,0,0
53765,16,57,14,6,0,0,0,4,0,0
53766,12,47,12,8,0,0,0,0,0,0
53767,10,37,9,3,0,0,0,3,0,0
53768,12,47,12,8,0,0,0,0,0,0
53769,12,47,12,8,0,0,0,0,0,0
53770,12,47,12,8,0,0,0,0,0,0
53771,12,47,12,3,0,0,0,0,0,0
53772,12,47,12,8,0,0,0,0,0,0
53773,16,55,14,6,0,0,0,0,0,0
53774,12,48,12,10,0,0,0,0,0,0
53775,33,175,20.5,6.3,2,9.3,1.6,115,4.3,0
53776,100,456,66.3,22,5.5,18.7,0,491,6.1,0
53777,200,1013,120,75,10.8,54.4,0,478,25,0.4
53778,44,200,26,18,2.5,12,5,109,5,0
53779,200,1052,108,75,12.8,63.2,0,575,28.4,0.2
53780,38,185,5,13,2,9.8,3,95,5,0
53781,200,982,118.4,75,12.4,51,0,478,28.4,0.6
53782,100,575,50,47,4.3,40,0,100,33,0.3
53783,200,1076,112,45,11.2,64.8,188,510,41.8,0
53784,90,392.4,69.3,47.7,4.5,10.8,0,14.4,3.8,0
53785,400,2144,248,92,18,120,30,760,60,4
53786,100,540,62.5,25,5,30,87.5,75,20,0
53787,200,948,144,74,12,36,138,200,24,10
53788,200,1050,122,48,10,58,75,420,32,4
53789,200,1040,124,54,10,56,70,340,32,4
53790,200,945,145,70,12,35,0,225,23,0
53791,250,1217,173,86,12,53,14,750,26,2.5
53792,200,1060,120,50,10,50,0,400,40,0
53793,210,985.7,128,61,9.7,48.3,0,470.4,25,0
53794,210,939,130,76,10,42,4,436.5,19,0
53795,413,1970,308.1,56.2,19.4,73.5,0,847,35.5,0.4
53796,225,1068,150,76,9,48,0,525,23,0
53797,33,185,18,10.7,2.4,11.56,1.6,106.6,4.7,0
53798,48,255,26.83,21,3.26,15,5,48,6.91,0
53799,40,191,22.56,16.4,2.52,10.12,0,3,5.88,0
53800,90,553,6.8,1.5,9.9,54,0,7,34.2,0
53801,100,384,96,70,0,0,0,0,0,0
53802,100,392,97,70,0,0.3,0,15,0.1,0
53803,175,388,96,70,0.4,0.3,0,10,0.1,0
53804,175,388,96,70,0.4,0.3,0,10,0.1,0
53805,175,388,96,70,0.4,0.3,0,10,0.1,0
53806,100,392,97,70,0.4,0.3,0,10,0.1,0
53807,100,392,97,70,0.4,0.3,0,10,0.1,0
53808,100,392,97,70,0,0.3,0,15,0.1,0
53809,100,392,97,70,0.4,0.3,0,10,0.1,0
53810,100,395,97,70,0.5,0.5,0,0,0.1,0
53811,14,455,13.7,0,0,0,0,0,0,0
53812,100,392,97,70,0.4,0.3,0,10,0.1,0
53813,100,395,97,70,0.5,0.5,0,10,0.1,0
53814,100,388,97,70,0,0,0,0,0,0
53815,100,394,92,70,2,2,0,300,1,0
53816,100,396,95,76,0.5,1.6,3,130,0.8,0
53817,14,55,13.7,0,0,0,0,0,0,0
53818,100,392,97,70,0.4,0.3,0,10,0.1,0
53819,100,392,97,70,0.4,0.3,0,10,0.1,0
53820,100,392,97,70,0.4,0.3,0,10,0.1,0
53821,100,388,96,70,0.4,0.3,0,10,0.1,0
53822,400,2075,259,80,24,105,65,290,70,0
53823,200,1005,118,76,11.8,54,42,504,28,0
53824,150,674,86,32,6,34,50,80,29,0
53825,99,574,50,39,5,41,3.8,4.4,17,0
53826,113,658,57,51,6,46,13,47,19,0
53827,25,120,16,11,1.2,5.7,0,60,2.9,0
53828,38,180,25,17,2,8.6,0,101,4.1,0
53829,70,25,6,4,0,0,0,10,0,0
53830,70,35,8,5,0,0,0,10,0,0
53831,70,20,5,3,0,0,0,10,0,0
53832,70,30,7,4,0,0.1,0,5,0,0
53833,70,30,7,7,0,0,0,15,0,0
53834,100,40,9,7,0.7,0,0,25,0,0
53835,40,20,5,5,0,0.1,0,0,0,0
53836,70,20,5,4,0,0.1,0,0,0,0
53837,70,35,9,4,0,0,0,10,0,0
53838,40,20,5,3,0,0,0,0,0,0
53839,80,40,10,7,0,0,0,15,0,0
53840,70,45,11,7,0,0,0,5,0,0
53841,40,20,5,3,0,0,0,0,0,0
53842,100,75,19,14,0,0,0,20,0,0
53843,100,35,7,5,1,0.5,0,35,0,0
53844,100,75,18,17,0.7,0.3,0,35,0,0
53845,130,52,12,10,1,0,0,21,0,0
53846,10,5,1,0.3,0.3,0,0,0,0,0
53847,80,50,13,12,0,0,0,15,0,0
53848,70,35,8,5,0,0,0,10,0,0
53849,70,30,7,4,0,0,0,15,0,0
53850,10,10,2,1,0,0,0,0,0,0
53851,100,75,14,10,3,0.5,0,20,0,0
53852,100,90,21,20,0.7,0.5,0,5,0,0
53853,100,342,57,15,4,11,0,202,2,0
53854,100,347,53,17,5,13,0,181,2,0
53855,100,325,54,13,5,10,0,140,1.4,0
53856,100,295,52,15,4,8,0,166,1,0
53857,100,342,57,15,4,11,0,202,2,0
53858,100,295,50,12,5,8,0,191,1,0
53859,42,115,22,10,2,2,20,80,0,0
53860,61,157,32,12,3,2,16,106,0.3,0
53861,61,180,36,20,3,3,26,86,0.3,0
53862,100,336,49,24.2,5.4,13.2,10.1,273,5.3,0
53863,368,1299,43,7,6,18,8,226,8,0
53864,368,1335,43,8,6,19,11,241,9,0
53865,368,1376,37,5,6,22,17,253,10,0
53866,42,125,25,10,2,1.9,15,75,0,0
53867,45,132,25,11,3,2,10,90,0.5,0
53868,43,411,43,18.3,7,27,0.1,218,11.4,0.1
53869,100,180,27,23,4,6,10,60,2.8,0
53870,200,10,2,2,0,0.2,0,25,0.1,0
53871,100,12,3,2,0,0,0,20,0,0
53872,100,16,4,4,0,0,0,35,0,0
53873,70,75,16,14,0,1,0,40,0.4,0
53874,70,70,16,14,0,0.8,0,20,0.6,0
53875,70,70,16,15,0,0.5,0,20,0,0
53876,100,135,20,18,2,5,5,45,2.7,0
53877,75,120,20,17,1,4,10,45,2.8,0
53878,200,5,1,1,0,0,0,40,0,0
53879,75,80,19,14,0,0.5,0,15,0.4,0
53880,100,463,46,7.2,9,27,26,327,16.2,0
53881,55,121,18,2.3,4,3,4,171,1.2,1
53882,100,472,46,6,8,28,22,244,12.6,0
53883,55,135,28,10.6,4,1,1,93,0.3,0
53884,170,787,46,7,9,27,26,327,16,0.3
53885,100,250,51,13,7,1.8,0,273,0.6,0
53886,170,825,82.2,14.3,16.6,47.7,41.9,700,25.2,0.5
53887,100,325,53,3.6,10,8,17,389,4.2,0.2
53888,100,260,52.7,19,7,2.2,0,320,0.7,0
53889,100,191,16,0,25,3,76,299,2,0
53890,100,160,16,2,14,4.2,22,230,2.5,0
53891,100,205,22,4,10,8,9,329,2.9,0
53892,100,170,18,2,13,5,28,365,2.6,0
53893,100,367,70,42,6,7,116,119,2,0
53894,100,367,70,42,6,7,116,119,2,0
53895,100,315,75,48,3,0.3,0,56,0,0
53896,100,354,71,41,4,6,42,140,1.5,0
53897,30,105,25,15,1,0,0,15,0,0
53898,100,393,74,34,4,9,15,302,4.5,0
53899,100,315,75,48,3,0.3,0,56,0,0
53900,100,354,71,41,4,6,42,140,1.5,0
53901,100,423,67,27,5,15,17,221,10,0
53902,100,415,66,32,4,15,19,144,3.8,0
53903,100,310,76,46,2,0,0,40,0,0
53904,30,96,23,11,1,0,0,7,-,0
53905,100,423,67,34,5,15,7,133,10,0
53906,100,407,73,34,4,11,11,144,8,0
53907,60,240,54,17,1.4,2,52,23,0,0
53908,60,230,54,16,1.4,1.2,60,14,0,0
53909,60,240,54,18,1.2,2,52,12,0,0
53910,60,240,54,18,1.2,2,60,12,0,0
53911,100,500,63,24,8,24,15,284,11,0
53912,102,535,68,38,5,27,69,63,17,0
53913,100,415,69,37,5,13,6,160,8,0
53914,100,380,73,41,4,8,5,160,6,0
53915,100,315,75,48,3,0.3,0,56,0,0
53916,105,493,77,47,8,17,72,157,8,0
53917,100,325,75,38,5,0.4,0,43,0,0
53918,100,423,67,30,5,15,12,227,7,0
53919,100,457,61,30,6,21,7,159,12,0
53920,100,395,66,34,4,13,21,270,3.8,0
53921,108,469,73,30,6,17,6,150,12,0
53922,108,469,72,28,7,17,10,170,10,0
53923,108,470,70,30,7,18,10,180,11,0
53924,100,461,62,26,6,21,2,225,11,0
53925,22,92,14,6,0.9,3.6,2,62,1.2,0
53926,100,410,71,29,4,12,18,200,7,0
53927,23,132,14,14,1,8,0,46,4,0
