NO,1회제공량(g),에너지(㎉),탄수화물(g),당류(g),단백질(g),지방(g),콜레스테롤(㎎),나트륨(㎎),포화 지방산(g),트랜스 지방산(g)
id,amount_per_serving,calorie,carbohydrate,sugar,protein,fat,cholesterol,sodium,saturated_fat,trans_fat
1,50,100,-,4,-,-,-,50,3.1,0
2,50,254.8,-,12.05,-,-,-,175,6.75,0
3,30,155,-,9,-,-,-,49,7,0
4,45,190,-,20,-,-,-,75,0.7,0
5,40,155,-,10,-,-,-,11,1,0
6,40,205,-,7,-,-,-,70,6,0
7,30,132,-,11,-,-,-,110,3.5,0
8,30,170,-,3,-,-,-,30,3.9,0
9,30,105,-,12.6,-,-,-,6.6,0.18,0
10,30,120,-,5,-,-,-,150,1.4,0
11,27,130,-,5,-,-,-,90,1.8,0
12,30,148,-,1,-,-,-,181,3,0
13,38,195,-,8,-,-,-,100,5,0.5
14,35,159,-,7,-,-,-,98,3.7,0
15,20,100,-,7.4,-,-,-,80,2.5,0
16,30,115,-,0.2,-,-,-,22,0.1,0
17,30,140,-,9,-,-,-,95,1.5,0
18,30,125,-,17,-,-,-,80,1.2,0
19,30,145,-,3,-,-,-,110,2.7,0.3
20,30,115,-,1,-,-,-,46,0.1,0
21,30,135,-,6,-,-,-,75,1.2,0
22,45,205,-,12,-,-,-,30,5,0
23,50,185,-,13.9,-,-,-,22,0,0
24,100,433,-,15,-,-,-,246,2,0
25,20,355,-,35,-,-,-,60,1,0
26,30,106,-,1,-,-,-,24,0,0
27,25,117,-,7,-,-,-,67,2.5,0
28,50,207,-,20,-,-,-,28,2.1,0
29,30,125,-,12,-,-,-,75,0.8,0
30,30,128.6,-,10.1,-,-,-,34.3,5.86,0.43
31,36,108,-,3.2,-,-,-,11.61,0,0
32,100,420,-,33,-,-,-,76,2,0
33,39,167,-,11,-,-,-,47,4.8,0
34,30,104.52,-,10.28,-,-,-,0.33,0.05,0
35,30,140,-,2,-,-,-,35,1.2,0
36,30,135,-,1,-,-,-,240,1.5,0
37,30,150,-,4,-,-,-,65,3.5,0
38,40,192,-,9,-,-,-,10,2,0
39,30,123,-,3,-,-,-,183,0.3,0
40,40,155,-,0,-,-,-,8.46,0,0
41,26,82,-,11,-,-,-,20,0,0
42,30,125,-,5,-,-,-,10,0,-
43,30,136,-,8,-,-,-,66,2.5,0
44,30,170,-,5,-,-,-,117,4.5,0.5
45,25,124,-,9,-,-,-,24,3,0
46,30,133,-,4,-,-,-,82,1,0
47,90,445,-,25,-,-,-,190,11,0
48,200,120,-,21,-,-,-,-,-,-
49,330,150,-,36,-,-,-,-,-,-
50,200,132,-,33,-,-,-,-,-,-
51,200,95,-,21,-,-,-,-,-,-
52,200,96,-,22.5,-,-,-,-,-,-
53,200,100,-,22,-,-,-,-,-,-
54,200,105,-,25,-,-,-,-,-,-
55,200,85,-,18,-,-,-,-,-,-
56,70,18,-,4,-,-,-,-,-,-
57,270,155,-,31,-,-,-,-,-,-
58,160,74,-,11,-,-,-,-,-,-
59,80,30,-,3,-,-,-,-,-,-
60,25,10,-,2,-,-,-,-,-,-
61,100,315.26,-,73.52,-,-,-,-,-,-
62,25,48.35,-,8.14,-,-,-,-,-,-
63,100,275,-,59,-,-,-,-,-,-
64,40,85.92,-,18,-,-,-,-,-,-
65,190,113,-,14,-,-,-,-,-,-
66,190,86,-,14,-,-,-,-,-,-
67,100,36,-,9,-,-,-,-,-,-
68,100,18,-,4,-,-,-,-,-,-
69,120,55,-,11.8,-,-,-,-,-,-
70,120,69.5,-,13.4,-,-,-,-,-,-
71,200,70,-,17,-,-,-,-,-,-
72,200,70,-,16,-,-,-,-,-,-
73,120,66,-,15,-,-,-,-,-,-
74,50,265,-,10,-,-,-,290,2,0
75,70,175,-,4,-,-,-,70,0.2,0
76,130,325,-,4,-,-,-,320,2.6,0
77,69,212,-,20,-,-,-,143,1.5,0
78,50,140,-,18,-,-,-,40,1,0
79,50,140,-,18,-,-,-,40,1,0
80,50,135,-,3,-,-,-,220,0.7,0
81,100,285,-,7,-,-,-,240,3.3,0
82,65,230,-,2,-,-,-,90,4.3,0
83,100,400,-,32,-,-,-,83,4,0
84,100,387,-,17,-,-,-,353,3,0
85,100,54,-,12,-,-,-,-,-,-
86,100,53.4,-,12.4,-,-,-,-,-,-
87,58,180,-,33,-,-,-,55,0.6,0
88,25,90,-,0,-,-,-,0,0,0
89,25,90,-,0,-,-,-,0,0,0
90,25,90,-,0,-,-,-,0,0,0
91,100,247.97,-,0,-,-,-,388,0.34,0
92,200,404.34,-,8.03,-,-,-,646.34,0.2,0
93,100,313,-,7,-,-,-,112,7,0
94,400,331,-,0,-,-,-,394,0,0
95,100,318,-,7.4,-,-,-,291,6,0
96,100,290,-,3.7,-,-,-,338.2,3.8,0
97,100,265,-,-,-,-,-,240,-,0
98,100,295,-,-,-,-,-,550,-,0
99,200,473,-,1.7,-,-,-,410,0.4,0
100,200,491,-,0.3,-,-,-,620,0.5,0
101,100,302,-,11,-,-,-,63,-,-
102,100,230,-,11,-,-,-,63,-,-
103,70,30,-,4,-,-,-,-,-,-
104,70,20,-,4,-,-,-,-,-,-
105,80,250,-,17,-,-,-,85,3.2,0
106,80,258,-,15,-,-,-,262,4,0
107,100,315,-,12,-,-,-,350,13,0
108,80,30,-,7,-,-,-,-,-,-
109,70,5,-,0,-,-,-,-,-,-
110,80,201,-,6,-,-,-,295,2,0.1
111,73,188,-,6,-,-,-,228,2.1,0.1
112,200,510.32,-,1.72,-,-,-,382.52,1,0
113,200,512.72,-,3.22,-,-,-,94.68,0,0
114,167,602,-,2,-,-,-,36,0.5,0
115,111,380,-,12,-,-,-,910,1,0
116,106,355,-,3,-,-,-,860,0.6,0
117,158,435,-,5,-,-,-,1730,0.8,0
118,200,535,-,6.3,-,-,-,1510,1.8,0
119,200,470,-,0,-,-,-,420,0,0
120,200,465,-,0,-,-,-,650,0,0
121,167,464,-,1.7,-,-,-,830,0,0
122,167,464,-,1.7,-,-,-,830,0,0
123,100,259.58,-,5.18,-,-,-,119.72,0.52,-
124,100,253.88,-,4.49,-,-,-,301.88,2.34,-
125,167,470,-,0,-,-,-,886,0,-
126,167,489,-,0,-,-,-,634,0,-
127,70,221,-,11,-,-,-,74,4,0
128,70,213,-,4,-,-,-,74,3,0
129,49,190,-,5,-,-,-,140,3.3,0
130,90,3.52,-,0,-,-,-,-,-,-
131,60,192,-,47,-,-,-,-,-,-
132,100,175,-,35,-,-,-,-,-,-
133,100,223.73,-,50.31,-,-,-,-,-,-
134,80,40,-,9,-,-,-,-,-,-
135,70,28,-,5,-,-,-,-,-,-
136,70,55.3,-,8.7,-,-,-,-,-,-
137,60,204,-,51,-,-,-,-,-,-
138,195,95,-,5,-,-,-,-,-,-
139,90,40,-,10,-,-,-,-,-,-
140,20,5.96,-,1.25,-,-,-,-,-,-
141,90,30,-,5,-,-,-,-,-,-
142,100,42.8,-,7.62,-,-,-,-,-,-
143,100,45.6,-,8.85,-,-,-,-,-,-
144,25,22,-,4,-,-,-,-,-,-
145,150,75,-,17,-,-,-,-,-,-
146,150,75,-,17,-,-,-,-,-,-
147,20,50,-,11,-,-,-,-,-,-
148,300,156,-,37,-,-,-,-,-,-
149,210,70,-,14,-,-,-,-,-,-
150,190,65,-,15,-,-,-,-,-,-
151,75,39,-,6,-,-,-,-,-,-
152,250,90,-,15,-,-,-,-,-,-
153,200,95,-,19,-,-,-,-,-,-
154,100,30,-,7,-,-,-,-,-,-
155,100,36,-,8,-,-,-,-,-,-
156,190,105,-,26,-,-,-,-,-,-
157,5,0,-,0,-,-,-,-,-,-
158,100,55,-,13,-,-,-,-,-,-
159,260,16,-,4,-,-,-,-,-,-
160,100,55,-,5,-,-,-,-,-,-
161,200,120,-,29,-,-,-,-,-,-
162,355,60,-,8,-,-,-,-,-,-
163,200,145,-,21,-,-,-,-,-,-
164,360,155,-,37,-,-,-,-,-,-
165,100,35,-,8,-,-,-,-,-,-
166,180,120,-,23,-,-,-,-,-,-
167,190,60,-,15,-,-,-,-,-,-
168,100,44,-,9,-,-,-,-,-,-
169,355,60,-,8,-,-,-,-,-,-
170,80,40,-,9,-,-,-,-,-,-
171,100,350,-,7,-,-,-,3190,0,0
172,39,200,-,8,-,-,-,95,6,0
173,115,314,-,26,-,-,-,190,1.9,0
174,92,320,-,3,-,-,-,1650,0,0
175,113,400,-,3,-,-,-,1710,0.6,0
176,100,350,-,7,-,-,-,3190,0,0
177,28,143,-,9,-,-,-,95,3,0
178,35,166.2,-,9.5,-,-,-,80.5,4.9,0
179,26,125,-,5,-,-,-,80,3,0
180,100,459,-,8.5,-,-,-,346,0.31,0
181,30,150,-,5,-,-,-,105,2.5,-
182,45,225,-,1,-,-,-,260,3.6,-
183,30,135,-,14,-,-,-,160,0.5,0
184,100,350,-,3,-,-,-,1300,0,0
185,30,135,-,14,-,-,-,160,0.5,0
186,188,525,-,7,-,-,-,1410,0,0
187,17,57,-,2.3,-,-,-,61,0.5,0
188,30,140,-,5,-,-,-,100,2.5,0
189,30,115,-,6.1,-,-,-,14.8,0.5,0
190,30,140,-,8,-,-,-,20,2,0
191,30,127.92,-,12.09,-,-,-,16.23,0.03,0
192,25,120,-,2.7,-,-,-,93.9,1,0
193,30,134,-,5,-,-,-,152,1,0
194,30,147,-,4,-,-,-,129,1,0
195,30,141,-,4,-,-,-,156,2,0
196,30,125,-,20,-,-,-,0,0.7,0
197,30,120,-,9,-,-,-,10,0,0
198,30,134,-,8,-,-,-,123,1,0
199,30,130,-,16,-,-,-,10,0.7,0
200,120,120,-,21,-,-,-,-,-,-
201,120,45,-,8,-,-,-,-,-,-
202,66,165,-,4,-,-,-,260,1.3,0
203,100,296,-,2.6,-,-,-,1614,0,0
204,100,334,-,5,-,-,-,1444,0,0
205,120,396,-,8,-,-,-,588,1.2,0
206,120,402,-,8,-,-,-,624,1.1,0
207,12,40,-,3,-,-,-,8,0,0
208,10,40,-,3,-,-,-,0,0,0
209,10,40,-,6,-,-,-,0,0,0
210,8,27,-,3,-,-,-,25,0,0
211,12,50,-,7,-,-,-,15,0.5,0
212,30,105,-,11,-,-,-,55,3,0
213,70,240,-,39,-,-,-,90,1.5,0
214,60,230,-,10,-,-,-,230,4,0
215,50,140,-,21,-,-,-,25,0.5,0
216,36,141,-,6,-,-,-,5,0.7,0
217,10,40,-,1,-,-,-,0,0,0
218,12,48,-,11,-,-,-,0,0,0
219,130,435,-,36,-,-,-,277,4,0
220,130,374,-,35,-,-,-,277,3,0
221,200,485,-,1,-,-,-,1030,2.6,0
222,50,245,-,4,-,-,-,400,6,0.5
223,10,40,-,8,-,-,-,0,0,0
224,100,350,-,4,-,-,-,1360,0,0
225,10,36.4,-,6,-,-,-,3.1,0,0
226,13,52,-,9,-,-,-,0,0,0
227,250,120,-,30,-,-,-,-,-,-
228,245,60,-,15,-,-,-,-,-,-
229,165,70,-,17,-,-,-,-,-,-
230,70,185,-,3,-,-,-,110,3.6,0
231,80,225,-,11,-,-,-,100,3.4,0
232,44,115,-,6.1,-,-,-,14.8,0.5,0
233,16,65,-,9,-,-,-,0,0,0
234,12,53,-,8,-,-,-,0,0.6,0
235,30,146.07,-,0.78,-,-,-,184.38,1.62,0.006
236,100,60.71,-,13.936,-,-,-,-,-,-
237,30,160,-,11,-,-,-,75,5,0
238,30,165,-,10,-,-,-,130,5,0
239,100,285,-,2,-,-,-,210,0,0
240,100,285,-,2,-,-,-,720,0,0
241,80,291,-,9,-,-,-,296,10,0
242,80,240,-,18,-,-,-,200,8,0
243,100,235,-,15,-,-,-,85,8,0
244,100,280,-,6,-,-,-,80,13,0
245,120,52,-,12,-,-,-,-,-,-
246,200,820,-,178,-,-,-,-,-,-
247,200,820,-,178,-,-,-,-,-,-
248,100,20,-,2,-,-,-,-,-,-
249,100,25,-,5,-,-,-,-,-,-
250,100,165,-,14.6,-,-,-,-,-,-
251,100,165,-,14.6,-,-,-,-,-,-
252,100,350,-,3,-,-,-,1300,0,0
253,100,380,-,2,-,-,-,250,0,0
254,50,205,-,6,-,-,-,20,0.5,0
255,30,150,-,4,-,-,-,50,0.6,0
256,100,48,-,5,-,-,-,-,-,-
257,100,299,-,30,-,-,-,230,8,0.4
258,100,279,-,7,-,-,-,570,3.3,0
259,30,155,-,8,-,-,-,35,3.7,0
260,30,155,-,8,-,-,-,45,4.1,0
261,30,76,-,15,-,-,-,55,0,0
262,50,178,-,14,-,-,-,90,1.9,0
263,40,157,-,0,-,-,-,15.1,0.05,0
264,200,84,-,17,-,-,-,-,-,-
265,200,111,-,23,-,-,-,-,-,-
266,80,280,-,20,-,-,-,160,2.5,0
267,80,242,-,18,-,-,-,120,3,0.2
268,90,11.7,-,1.8,-,-,-,-,-,-
269,90,14.1,-,1.6,-,-,-,-,-,-
270,55,170,-,1.5,-,-,-,330,3.5,0
271,50,217,-,8.9,-,-,-,75,7,0
272,90,251,-,13.8,-,-,-,182,1.31,0.05
273,60,373,-,13.2,-,-,-,289,5.32,0.25
274,100,350.5,-,0,-,-,-,819.6,0.52,0
275,100,350.5,-,0,-,-,-,819.6,0.52,0
276,75,224.25,-,7.03,-,-,-,137.4,2.24,0.02
277,11,45,-,7,-,-,-,0,0,-
278,123,120,-,24,-,-,-,77,0,-
279,15,54,-,6,-,-,-,0,0,-
280,87,400,-,9.4,-,-,-,260,4.8,0
281,200,582,-,6,-,-,-,1140,0.8,0
282,25,90,-,0,-,-,-,0,0,0
283,190,95,-,21,-,-,-,-,-,-
284,190,90,-,21,-,-,-,-,-,-
285,320,640,-,3,-,-,-,980,15,0.8
286,450,440,-,13,-,-,-,1710,0,0
287,100,9.2,-,0,-,-,-,-,-,-
288,30,115,-,0,-,-,-,107,0,0
289,70,30,-,6,-,-,-,-,-,-
290,100,50,-,9,-,-,-,-,-,-
291,100,51,-,10,-,-,-,-,-,-
292,100,52,-,11,-,-,-,-,-,-
293,100,66,-,7,-,-,-,-,-,-
294,80,52,-,11,-,-,-,-,-,-
295,20,80,-,15,-,-,-,25,0.7,0
296,100,358.4,-,7.7,-,-,-,1461.2,0.8,0
297,19,18,-,4,-,-,-,13.2,0,0
298,40,192,-,10,-,-,-,270,5,-
299,100,235,-,16,-,-,-,470,2.4,0
300,25,133,-,-,-,-,-,110,-,-
301,33,131,-,20,-,-,-,7,0,0
302,30,145,-,3,-,-,-,84,1.4,0
303,30,170,-,8,-,-,-,120,4.6,0
304,30,145,-,9,-,-,-,85,5,9
305,200,110,-,-,-,-,-,10,-,-
306,65,285,-,3,-,-,-,1090,4.7,0
307,130,505,-,6,-,-,-,1850,7,0
308,221,345,-,4,-,-,-,2390,0.7,0
309,120,515,-,4,-,-,-,1700,8,0
310,65,335,-,10,-,-,-,250,8,0
311,80,373,-,21,-,-,-,220,1.7,0
312,65,332,-,5,-,-,-,280,6,0
313,60,172,-,23,-,-,-,105,0,0
314,45,209,-,7,-,-,-,120,4.5,0
315,183,479,-,6,-,-,-,2423,0.7,-
316,80,239,-,0,-,-,-,587,2.6,0
317,71,204,-,4,-,-,-,160,0.9,0
318,85,248,-,19,-,-,-,-,-,0
319,50,195,-,10,-,-,-,60,0.8,0
320,73,205,-,4,-,-,-,310,2,0
321,50,140,-,6,-,-,-,180,1.8,0.5미만
322,100,285,-,8,-,-,-,220,1.4,0.1
323,40,131,-,15,-,-,-,75.8,1,0
324,230,355,-,1,-,-,-,1980,0,0
325,150,150,-,16,-,-,-,-,-,-
326,25,25,-,4,-,-,-,-,-,-
327,100,40,-,7,-,-,-,-,-,-
328,200,100,-,19,-,-,-,-,-,-
329,250,112,-,27,-,-,-,-,-,-
330,180,70,-,17,-,-,-,-,-,-
331,100,25,-,6,-,-,-,-,-,-
332,250,115,-,29,-,-,-,-,-,-
333,200,105,-,20,-,-,-,-,-,-
334,65,335,-,10,-,-,-,250,8,0
335,91,335,-,3.2,-,-,-,1360,0.6,0
336,30,155,-,3,-,-,-,65,3.9,0
337,180,554,-,31,-,-,-,2815,0.8,0
338,66,275,-,15,-,-,-,65,4.4,0
339,30,160,-,1.3,-,-,-,180,3,0
340,90,130,-,5,-,-,-,85,1.2,0
341,30,123,-,3.7,-,-,-,29,0.2,0
342,26,116,-,4,-,-,-,3,0.6,0
343,70,225,-,27,-,-,-,33,2,0
344,10,49,-,0.6,-,-,-,20,1,0
345,25,90,-,0,-,-,-,0,0,0
346,100,355,-,3,-,-,-,850,0.8,0
347,220,283,-,13,-,-,-,464,1.8,0
348,200,60,-,-,-,-,-,-,-,-
349,30,160,-,6,-,-,-,25,5,0
350,230,315,-,1,-,-,-,430,0,0
351,250,120,-,31,-,-,-,-,-,-
352,45,225,-,1,-,-,-,260,3.6,0
353,160,430,-,5,-,-,-,780,13,0
354,80,249.85,-,3.22,-,-,-,194.4,0,0
355,9,40,-,4,-,-,-,30,0.5,0
356,20,20,-,1,-,-,-,-,-,-
357,160,274,-,4,-,-,-,-,-,0
358,30,5,-,1g 미만,-,-,-,-,-,-
359,10,40,-,7,-,-,-,0,0,0
360,90,347,-,12,-,-,-,240,7,0
361,11,35,-,6,-,-,-,0,0,0
362,100,55,-,13,-,-,-,-,-,-
363,80,75,-,16,-,-,-,0,0,0
364,80,75,-,16,-,-,-,0,0,0
365,30,130,-,13,-,-,-,75,1.5,0
366,10,45,-,7,-,-,-,30,1.1,0
367,120,60,-,14,-,-,-,-,-,-
368,38,181,-,2,-,-,-,133,3,0
369,70,235,-,16,-,-,-,250,3,0 미만
370,30,168,-,8,-,-,-,27,8,0
371,150,395,-,3,-,-,-,554,0.6,0
372,10,40,-,5.6,-,-,-,25,0.9,0
373,200,120,-,26,-,-,-,-,-,-
374,100,52,-,11,-,-,-,-,-,-
375,190,115,-,8,-,-,-,-,-,-
376,190,120,-,10,-,-,-,-,-,-
377,30,135,-,12,-,-,-,37,1.5,0
378,120,60,-,13,-,-,-,-,-,-
379,92,316.23,-,7.76,-,-,-,1443.53,0.38,0
380,70,20,-,1,-,-,-,-,-,-
381,80,10,-,2,-,-,-,-,-,-
382,80,5,-,0,-,-,-,-,-,-
383,105,297,-,6,-,-,-,408,7,0
384,50,30,-,7,-,-,-,-,-,-
385,175,487,-,0,-,-,-,747,0.4,0
386,100,328,-,0.3,-,-,-,78.5,0.18,0
387,125,307,-,7,-,-,-,486,4,0.2
388,80,260,-,51,-,-,-,-,-,-
389,190,105,-,24,-,-,-,-,-,-
390,127,365,-,3,-,-,-,620,4.5,0
391,30,140,-,4,-,-,-,55,5,0.5 미만
392,16,65,-,11,-,-,-,10,0,0
393,500,0,-,0,0,0,0,0,0,0
394,30,146,-,9,-,-,-,95,4,0
395,80,50,-,9,-,-,-,-,-,-
396,75,294,-,11.8,-,-,-,158.6,13,0
397,120,405,-,21,-,-,-,400,3,0
398,40,165,-,10,-,-,-,140,2,0
399,70,198.2,-,4.5,-,-,-,280,1.4,0
400,200,509.6,-,0.2,-,-,-,800,0.78,0
401,15,75,-,3,-,-,-,65,2.5,0
402,8,20,-,0,-,-,-,0,0,0
403,180,75,-,16,-,-,-,-,-,-
404,90,70,-,17,-,-,-,105,0,0
405,60,94,-,7,-,-,-,86,3,0
406,100,53.82,-,12.68,-,-,-,-,-,-
407,100,44,-,9.79,-,-,-,-,-,-
408,50,219,-,0,-,-,-,275,2.4,0
409,50,247,-,22,-,-,-,101,4.7,0
410,13,48,-,12,-,-,-,10,0,0
411,108,86,-,18,-,-,-,15,0,0
412,60,140,-,4,-,-,-,210,2.2,0
413,80,225,-,5,-,-,-,410,3.9,0
414,60,195,-,4,-,-,-,510,2.5,0
415,30,175,-,5,-,-,-,70,5,-
416,30,114,-,0,-,-,-,9,0,0
417,30,120,-,7,-,-,-,5,0.3,0
418,70,40,-,8,-,-,-,-,-,-
419,30,140,-,8,-,-,-,50,4,0
420,167,487,-,1.9,-,-,-,512,0.6,0
421,195,90,-,4,-,-,-,-,-,-
422,180,480,-,0,-,-,-,510,0,0
423,130,120,-,15,-,-,-,35,3,0
424,150,430,-,2,-,-,-,395,0,0
425,350,172,-,36,-,-,-,-,-,-
426,35,135,-,0,-,-,-,30,0,0
427,125,40,-,8,-,-,-,55,0,0
428,200,492,-,6,-,-,-,240,0.5,0
429,70,48,-,7.5,-,-,-,-,-,-
430,170,125,-,17,-,-,-,25,0,0
431,70,226,-,16,-,-,-,220,4,0
432,100,37.4,-,2,-,-,-,-,-,-
433,20,50,-,12,-,-,-,-,-,-
434,100,62,-,15,-,-,-,-,-,-
435,180,90,-,22,-,-,-,-,-,-
436,70,10,-,1 미만,-,-,-,-,-,-
437,110,290,-,1,-,-,-,490,6,0
438,150,435,-,16,-,-,-,85,1.1,0
439,52,150,-,3,-,-,-,260,1,0
440,90,210,-,15,-,-,-,95,6,0
441,100,26.31,-,0.74,-,-,-,-,-,-
442,100,195.69,-,39.09,-,-,-,-,-,-
443,70,48.8,-,11.1,-,-,-,-,-,-
444,1,-,-,0,-,-,-,-,-,-
445,100,443,-,-,-,-,-,-,-,-
446,20,65,-,16,-,-,-,-,-,-
447,75,251,-,20,-,-,-,130,0.5,0
448,52,251,-,9,-,-,-,340,6,0.5미만
449,35,170,-,10,-,-,-,65,4.3,0
450,32,128,-,2,-,-,-,100,1.9,0
451,22,110,-,4,-,-,-,80,1.9,0
452,203,625,-,10,-,-,-,1290,9,0
453,190,120,-,9,-,-,-,-,-,-
454,25,90,-,0,-,-,-,0,0,0
455,140,530,-,7,-,-,-,1280,8,0
456,200,0,-,0,-,-,-,-,-,-
457,200,83,-,17,-,-,-,-,-,-
458,20,95,-,5,-,-,-,70,1.9,0
459,58,247,-,23,-,-,-,140,5,0
460,350,0,-,0,-,-,-,-,-,-
461,200,92,-,22,-,-,-,-,-,-
462,30,140,-,2,-,-,-,160,0.3,0
463,35,151,-,9,-,-,-,71,0.6,0
464,113,500,-,3,-,-,-,1800,8,0
465,40,150,-,12,-,-,-,59,3,0
466,120,65,-,9,-,-,-,-,-,-
467,100,350,-,3,-,-,-,1300,0,0
468,100,345,-,2,-,-,-,1135,0,0
469,100,350,-,3,-,-,-,1300,0,0
470,100,90,-,0,-,-,-,0,0,0
471,340,152,-,37,-,-,-,-,-,-
472,200,0,-,0,-,-,-,-,-,-
473,350,0,-,0,-,-,-,-,-,-
474,14,45,-,9,-,-,-,0,0,0
475,24,110,-,8,-,-,-,75,4.3,-
476,300,124,-,25,-,-,-,-,-,-
477,25,130,-,5,-,-,-,55,4.3,0
478,40,150,-,12,-,-,-,59,3,0
479,92,362,-,0.55,-,-,-,36,0,0
480,30,110,-,0,-,-,-,0,0,0
481,190,88,-,21,-,-,-,-,-,-
482,100,65,-,7,-,-,-,-,-,-
483,92,322,-,15,-,-,-,181,0,0
484,125,65,-,16,-,-,-,-,-,-
485,114,490,-,2,-,-,-,1700,7,0
486,190,125,-,28,-,-,-,-,-,-
487,100,335,-,3,-,-,-,1000,0,0
488,25,90,-,0,-,-,-,0,0,0
489,35,170,-,7,-,-,-,170,3,0
490,120,495,-,4,-,-,-,1730,8,0
491,250,490,-,2.5,-,-,-,611,0,0
492,30,155,-,6,-,-,-,65,3.7,0
493,30,165,-,6,-,-,-,40,4.6,0
494,100,380,-,4,-,-,-,450,0,0
495,30,130,-,11,-,-,-,30,0.6,0
496,133,525,-,11,-,-,-,1020,6,0
497,100,435,-,1,-,-,-,470,6,0
498,190,125,-,10,-,-,-,-,-,-
499,100,348,-,3,-,-,-,569,0,0
500,100,331,-,-,-,-,-,1880,0,0
501,120,35,-,8,-,-,-,-,-,-
502,120,36.4,-,8.6,-,-,-,-,-,-
503,200,0,-,0,-,-,-,-,-,-
504,30,116,-,4,-,-,-,64,0.2,0
505,125,60,-,15,-,-,-,-,-,-
506,100,410,-,10,-,-,-,55,-,-
507,90,458.5,-,20,-,-,-,68,18,0
508,90,453.24,-,25.11,-,-,-,73.17,10.8,0
509,250,19,-,3.6,-,-,-,-,-,-
510,120,60,-,7,-,-,-,-,-,-
511,250,0,-,0,-,-,-,-,-,-
512,40,185,-,6,-,-,-,200,2.5,0
513,175,142,-,15,-,-,-,-,-,-
514,180,40,-,10,-,-,-,-,-,-
515,180,25,-,6,-,-,-,-,-,-
516,9,33,-,7,-,-,-,0,0,0
517,100,341,-,32,-,-,-,105,10,0.5
518,100,306,-,11,-,-,-,106,6,0.5
519,64,141,-,22,-,-,-,115,0,0
520,100,50,-,9,-,-,-,-,-,-
521,53,188,-,22,-,-,-,105,4.7,0
522,50,261.5,-,16.78,-,-,-,46.31,9.78,0.14
523,80,418.4,-,30.68,-,-,-,78.27,15.86,0.08
524,40,130,-,14,-,-,-,30,1.7,0
525,40,120,-,8,-,-,-,40,1.7,0
526,100,141,-,31,-,-,-,-,-,-
527,100,281,-,65,-,-,-,-,-,-
528,100,99,-,9,-,-,-,-,-,-
529,100,83,-,7,-,-,-,-,-,-
530,100,83,-,17.9,-,-,-,-,-,-
531,100,96,-,11,-,-,-,-,-,-
532,80,27,-,2,-,-,-,-,-,-
533,130,52,-,1.2,-,-,-,-,-,-
534,100,47,-,6.9,-,-,-,-,-,-
535,100,30,-,9,-,-,-,-,-,-
536,100,40,-,9.4,-,-,-,-,-,-
537,100,55,-,12,-,-,-,-,-,-
538,20,14,-,1,-,-,-,-,-,-
539,80,16,-,3,-,-,-,-,-,-
540,26,100,-,0,-,-,-,5,0,0
541,180,76,-,1,-,-,-,-,-,-
542,180,81,-,1,-,-,-,-,-,-
543,100,27.6,-,6.5,-,-,-,-,-,-
544,30,120,-,9,-,-,-,51,3.9,0.0002
545,30,129,-,8,-,-,-,46,5,0.0002
546,120,45,-,7,-,-,-,-,-,-
547,25,95,-,7,-,-,-,50,0,0
548,260,810,-,9,-,-,-,55,0.8,0
549,50,155,-,2,-,-,-,70,1.4,0
550,70,160,-,2,-,-,-,250,0,0
551,30,105,-,2,-,-,-,60,2.3,0
552,80,155,-,3,-,-,-,170,0,0
553,95,245,-,7,-,-,-,6,0,0
554,95,263,-,17,-,-,-,13,3,0
555,60,169,-,2,-,-,-,210,2,0
556,64,185,-,5,-,-,-,210,2,0
557,100,42.3,-,9.1,-,-,-,-,-,-
558,70,170,-,5,-,-,-,360,3,0
559,50,110,-,3,-,-,-,228,2,0
560,115,350,-,13,-,-,-,565,4.4,0
561,30,160,-,3,-,-,-,130,3.7,0
562,33,161,-,8,-,-,-,51,4,0
563,30,155,-,7,-,-,-,75,2.7,0
564,45,220,-,12,-,-,-,30,3,0
565,30,140,-,2,-,-,-,165,-,0
566,23,90.8,-,0,-,-,-,7.4,0,0
567,50,255,-,16,-,-,-,160,7,0
568,30,150,-,9,-,-,-,40,4.6,0
569,30,170,-,8,-,-,-,75,3.3,0
570,66,377,-,0,-,-,-,280,8,-
571,34,150,-,8,-,-,-,35,0.6,0
572,40,180,-,0,-,-,-,100,0.7,0
573,30,124,-,8,-,-,-,40,0.7,-
574,28,94,-,12,-,-,-,35,0,0
575,100,425,-,22,-,-,-,90,3,0
576,90,352.41,-,0.58,-,-,-,268.59,0.5,0
577,100,405.29,-,27.77,-,-,-,7.72,1.88,0.24
578,50,222,-,13,-,-,-,5,3,0
579,100,410,-,22,-,-,-,40,5,0
580,20,96,-,3,-,-,-,5,0.8,0
581,70,6,-,1,-,-,-,-,-,-
582,200,100,-,25,-,-,-,-,-,-
583,200,100,-,24,-,-,-,-,-,-
584,200,95,-,23,-,-,-,-,-,-
585,200,75,-,17,-,-,-,-,-,-
586,190,110,-,6,-,-,-,-,-,-
587,120,140,-,10,-,-,-,-,-,-
588,100,130,-,10,-,-,-,-,-,-
589,150,110,-,26,-,-,-,-,-,-
590,90,6,-,0,-,-,-,-,-,-
591,80,77,-,12,-,-,-,-,-,-
592,150,70,-,8,-,-,-,-,-,-
593,120,70,-,13,-,-,-,-,-,-
